,pl_rad,pl_mass,pl_orbper,pl_sma,pl_ecc,st_temp,st_met,st_rad,st_age,st_mass,habitability_score,habitable
638,2.43818351,133.4886,92.086427889875,2.00484242875,0.49,5799.0,-0.306,0.95,9.225,0.95,-7.085621719666667,0
639,2.43818351,794.575,92.086427889875,2.00484242875,0.5305,5805.0,-0.281,0.95,9.225,0.93,-7.093955053,0
640,2.43818351,10.1,3.2696,0.0444,0.45,5966.0,0.14,0.95,4.17,1.095,-7.611567491103812,0
641,2.43818351,29.29,92.086427889875,2.00484242875,0.11,5966.0,0.14,0.95,4.17,1.095,-7.317566164111112,0
642,2.43818351,9.09,12.089,0.1046,0.092,5576.0,0.343,1.158,7.3,1.046,-7.0608728215611585,0
643,2.43818351,11.31,58.883,0.3007,0.055,5576.0,0.343,1.158,7.3,1.046,-7.031464327142871,0
644,2.43818351,44.8,92.086427889875,1.941,0.092,5576.0,0.343,1.158,7.3,1.046,-6.785473743796022,0
645,2.43818351,2.34,4.3203,0.0527,0.2,5576.0,0.343,1.158,7.3,1.046,-7.06865609978813,0
646,2.43818351,5.63,26.915,0.1784,0.081,5576.0,0.343,1.158,7.3,1.046,-7.04980526986269,0
647,2.43818351,511.7063,92.086427889875,0.81,0.23,5736.0,0.28,1.22,4.17,1.1,-7.177308445299649,0
648,2.43818351,260.0,92.086427889875,2.00484242875,0.12,5585.0,0.28,1.25,8.4,1.1,-6.788399497444445,0
649,7.777125000000002,1728.9864384999996,11.087324335,2.00484242875,0.5,7380.0,0.05,1.5,4.17,0.948,-10.8831375,0
650,2.43818351,731.0053361,92.086427889875,2.00484242875,0.16,5551.0,0.02,0.95,4.4,1.28,-6.741177275222223,0
651,2.857,176.0769375,15.92347557,0.124695,0.09,5712.0,0.02,1.08,4.17,1.02,-7.372393074098005,0
652,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.164,5551.0,0.02,0.95,4.17,1.5950000000000002,-6.741177275222223,0
653,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.344,5551.0,0.02,0.95,4.17,1.18,-6.741177275222223,0
654,1.664,4.72,11.57797,0.0964,0.0,5664.0,-0.24,1.058,9.225,0.87,-6.952069718749877,0
655,2.916,11.24,27.59221,0.1721,0.0,5664.0,-0.24,1.058,9.225,0.87,-7.316317230083563,0
656,2.562,8.82,92.086427889875,0.425,0.0,5664.0,-0.24,1.058,9.225,0.87,-7.172190619994909,0
657,2.43818351,680.1562,92.086427889875,1.29,0.25,4989.0,-0.11,1.9420000000000004,4.17,1.48,-6.067824369212049,0
658,2.43818351,266.9758619,92.086427889875,2.00484242875,0.103,5773.19,-0.2172,1.193078,4.17,0.875104,-7.049774497444444,0
659,2.43818351,50.85254512,92.086427889875,0.534,0.5305,5551.0,0.02,0.95,4.17,1.004,-6.961754844605573,0
660,2.43818351,63.566,92.086427889875,0.89,0.36,5181.0,0.19,0.88,4.17,0.68,-6.394477765951714,0
661,1.31,4.04,1.62116,0.02732,0.0,5799.0,-0.03,1.59,8.3,1.04,-7.043729427033485,0
662,2.43818351,1728.9864384999996,92.086427889875,1.2163,0.477,5799.0,-0.03,1.59,8.3,1.04,-7.203876924227999,0
663,2.43818351,11.2,14.1815,0.10519,0.071,5035.0,-0.21,0.781,7.2,0.771,-6.309395452245412,0
664,2.43818351,9.96,53.753,0.2554,0.156,5035.0,-0.21,0.781,7.2,0.771,-6.286868935434749,0
665,2.43818351,274.91,19.382,0.154,0.02,6255.0,0.01,1.67,2.9,1.29,-7.996520015952699,0
666,2.43818351,1630.4,92.086427889875,2.00484242875,0.12,6255.0,0.01,1.67,2.9,1.29,-7.718955053000001,0
667,2.43818351,699.226,92.086427889875,2.00484242875,0.02,5867.0,0.05,1.25,4.17,1.3,-7.180066164111111,0
668,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.099,5551.0,0.02,0.95,4.17,1.5950000000000002,-6.741177275222223,0
669,7.777125000000002,131.89945,11.53533,0.1097,0.251,5521.0,0.29,1.9420000000000004,4.51,1.324,-8.58540154886384,0
670,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.5305,4815.0,-0.1,1.9420000000000004,0.69,1.5950000000000002,-5.718955053,1
671,2.43818351,572.0911326,92.086427889875,2.00484242875,0.5305,5551.0,0.02,0.95,3.2,1.06,-6.741177275222223,0
672,2.43818351,13.63483866,15.5083,0.1238,0.16,5885.38,0.0247,1.389372,4.17,1.051904,-7.4876879029621,0
673,2.43818351,143.34133,92.086427889875,0.415,0.04,5600.0,0.35,0.95,4.17,1.07,-7.047656452357844,0
674,2.43818351,422.7139,92.086427889875,0.689,0.048,5600.0,0.35,0.95,4.17,1.07,-7.006565542257841,0
675,2.43818351,375.0394,92.086427889875,2.00484242875,0.074,5600.0,0.35,0.95,4.17,1.07,-6.809232830777778,0
676,2.43818351,209.7678,92.086427889875,2.00484242875,0.26,5600.0,0.35,0.95,4.17,1.07,-6.809232830777778,0
677,2.43818351,1728.9864384999996,92.086427889875,1.5,0.41,5870.0,0.11,1.03,4.17,1.09,-7.2599424470348355,0
678,2.43818351,82.63538582,92.086427889875,0.474,0.13,5551.0,0.02,0.95,4.17,1.21,-6.9707528541165225,0
679,2.43818351,396.9676803,92.086427889875,1.039,0.158,5551.0,0.02,0.95,4.17,1.21,-6.886021597888412,0
680,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.277,5551.0,0.02,0.95,4.17,1.21,-6.741177275222223,0
681,2.43818351,1411.1652,92.086427889875,2.00484242875,0.53,5421.0,0.19,1.04,4.17,0.9,-6.560621719666668,0
682,2.43818351,975.7381,92.086427889875,2.00484242875,0.0,4922.0,0.17,1.9420000000000004,4.17,1.5950000000000002,-5.867566164111111,1
683,2.43818351,530.7761,92.086427889875,1.06,0.5,5940.0,0.13,1.04,4.17,1.07,-7.423150072337356,0
684,2.43818351,384.5743,2.1974,0.0379,0.07,6380.0,0.15,0.95,4.17,1.51,-8.187542275467498,0
685,2.43818351,1122.57556,92.086427889875,1.988,0.197,5507.0,0.14,0.916,2.942,0.968,-6.682591969679111,0
686,7.777125000000002,1728.9864384999996,92.086427889875,2.00484242875,0.19,6791.0,0.02,0.95,0.018,1.32,-10.065081944444444,0
687,2.43818351,20.34101805,40.43914,0.242,0.5305,5551.0,0.02,0.95,4.17,1.16,-7.005545157558862,0
688,2.43818351,1728.9864384999996,92.086427889875,0.45,0.31,6014.0,0.11,1.05,4.17,1.2,-7.617407613476456,0
689,2.43818351,888.0125692,92.086427889875,0.762,0.111,4757.0,-0.14,1.9420000000000004,4.17,1.5950000000000002,-5.824784630686185,1
690,2.43818351,1597.087745,92.086427889875,2.00484242875,0.393,5551.0,0.02,0.95,4.17,0.91,-6.741177275222223,0
691,2.43818351,658.5404593,92.086427889875,2.00484242875,0.078,5551.0,0.02,0.95,4.17,1.5950000000000002,-6.741177275222223,0
692,2.43818351,6.44,5.77152,0.0634,0.172,5765.0,0.19,0.95,4.17,1.02,-7.329551454758677,0
693,2.43818351,5.59,13.5052,0.1117,0.305,5765.0,0.19,0.95,4.17,1.02,-7.322308057102362,0
694,2.43818351,674.0,44.236,0.2388,0.4686,5441.0,0.1,0.95,6.36,0.927,-6.853247273621667,0
695,2.43818351,1728.9864384999996,92.086427889875,1.922,0.133,5441.0,0.1,0.95,6.36,0.927,-6.6008231134744895,0
696,2.43818351,21.6,86.58,0.11415,0.063,4090.0,0.16,0.95,4.17,0.58,-4.995551749491777,1
697,2.43818351,385.0,92.086427889875,1.32,0.26,5883.0,0.06,0.95,0.3,1.11,-7.304992031123241,0
698,2.43818351,356.28743,92.086427889875,1.7,0.155,4946.0,0.02,1.9420000000000004,4.17,1.43,-5.946615748665003,1
699,2.43818351,1633.6462,92.086427889875,0.522,0.207,5972.0,0.03,1.9420000000000004,4.0,1.38,-7.548276668729984,0
700,2.43818351,731.009,92.086427889875,1.36,0.23,5972.0,0.03,1.9420000000000004,4.0,1.38,-7.422604469227052,0
701,2.43818351,270.144,92.086427889875,2.00484242875,0.52,6308.0,0.29,1.21,4.17,1.22,-7.792566164111112,0
702,2.43818351,390.9309,92.086427889875,0.993,0.5305,6032.0,0.24,1.34,2.41,1.21,-7.560975627402361,0
703,2.43818351,1640.0028,92.086427889875,2.00484242875,0.125,6032.0,0.24,1.34,2.41,1.21,-7.4092328307777775,0
704,7.777125000000002,120.7754,2.87589,0.11415,0.0,6179.0,0.32,1.41,4.17,1.42,-9.498623085380666,0
705,2.43818351,422.7139,4.07182,0.053,0.0167,5856.0,0.29,1.44,4.28,1.2,-7.457499998629464,0
706,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.357,5551.0,0.02,0.95,4.17,0.93,-6.741177275222223,0
707,2.43818351,762.7881768,92.086427889875,1.4,0.2,4153.0,-0.25,1.9420000000000004,4.9,1.3,-4.8902169073308634,1
708,2.43818351,874.0325,92.086427889875,1.262,0.031,4947.0,0.02,1.9420000000000004,4.17,1.46,-6.013690106983825,0
709,2.43818351,861.28,92.086427889875,2.00484242875,0.38,5961.0,-0.01,0.96,3.0,1.17,-7.310621719666668,0
710,2.43818351,38.45723725,21.89288,0.16,0.496,5551.0,0.02,0.95,4.17,1.14,-7.017842437223827,0
711,2.43818351,1636.180639,92.086427889875,2.00484242875,0.138,5551.0,0.02,0.95,4.17,1.14,-6.741177275222223,0
712,2.43818351,845.74563,92.086427889875,2.00484242875,0.5305,5907.0,0.29,1.128,1.622,1.147,-7.235621719666668,0
713,2.43818351,594.02427,92.086427889875,1.66,0.04,5027.0,0.02,1.9420000000000004,4.17,1.3,-6.065114421672303,0
714,3.05,9.82,11.62071,0.1049,0.046,6310.0,-0.16,1.43,3.97,1.15,-8.263817222958048,0
715,5.94,9.67,19.502104,0.1482,0.074,6310.0,-0.16,1.43,3.97,1.15,-9.124323659427645,0
716,1.77,6.519,4.7559804,0.11415,0.058,5131.0,0.03,0.855,9.225,0.829,-6.24093002982511,0
717,2.526,6.792,17.180546,0.11415,0.096,5131.0,0.03,0.855,9.225,0.829,-6.46773002982511,0
718,2.43818351,20.34101805,7.29903,0.068,0.065,5551.0,0.02,0.95,4.17,0.79,-7.0316393851406165,0
719,2.43818351,17.48056238,15.27018,0.111,0.511,5551.0,0.02,0.95,4.17,0.79,-7.025190811657769,0
720,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.152,5551.0,0.02,0.95,4.17,0.79,-6.741177275222223,0
721,2.43818351,937.5985,92.086427889875,1.28,0.34,6124.0,-0.01,1.28,4.17,1.25,-7.645712926352763,0
722,2.43818351,6.6,18.56,0.134,0.344,5374.0,0.28,0.95,8.0,0.91,-6.775908241345237,0
723,2.43818351,260.6206,92.086427889875,2.00484242875,0.04,5468.0,-0.11,0.85,4.17,0.71,-6.625899497444444,0
724,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.2,4909.0,0.1,1.9420000000000004,1.1,1.5950000000000002,-5.849510608555556,1
725,2.43818351,1706.7471,92.086427889875,0.6,0.5305,5743.0,0.25,1.32,4.17,1.18,-7.218523700810194,0
726,2.43818351,778.6835,92.086427889875,1.29,0.46,5589.0,-0.22,1.9420000000000004,4.17,1.5950000000000002,-6.901157702545382,0
727,2.43818351,819.97,92.086427889875,2.00484242875,0.06,5605.0,-0.2,1.76,4.17,1.5950000000000002,-6.816177275222223,0
728,2.43818351,238.3713053,92.086427889875,1.04,0.21,6239.0,0.05,0.95,4.17,1.221,-7.841427186618784,0
729,2.43818351,314.6517,92.086427889875,0.63,0.17,5905.0,-0.38,1.38,4.17,1.15,-7.439024696054719,0
730,2.43818351,261.0,92.086427889875,1.02,0.16,5900.0,-0.38,0.95,9.225,0.92,-7.373593189789101,0
731,2.43818351,7.62788177,1.87567,0.03,0.194,5551.0,0.02,0.95,4.17,1.03,-7.037338124497551,0
732,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.071,5551.0,0.02,0.95,4.17,1.03,-6.741177275222223,0
733,2.43818351,15.89142035,21.85849,0.167,0.109,5551.0,0.02,0.95,4.17,1.29,-7.0167926694475495,0
734,2.43818351,1661.606912,92.086427889875,2.00484242875,0.391,5551.0,0.02,0.95,4.17,1.29,-6.741177275222223,0
735,2.43818351,1728.9864384999996,92.086427889875,0.502,0.5305,5551.0,0.02,0.95,4.17,0.94,-6.966553783011412,0
736,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.261,5551.0,0.02,0.95,4.17,0.94,-6.741177275222223,0
737,2.43818351,235.18,92.086427889875,1.88,0.22,5900.0,-0.12,1.9420000000000004,4.17,1.25,-7.244621720132154,0
738,2.43818351,4.15,4.6455,0.05,0.0,4850.0,0.05,0.72,8.6,0.772,-6.06072767688279,0
739,2.43818351,31.49679513,92.086427889875,1.57,0.089,4903.69,0.0493,0.774528,4.17,0.785167,-5.907347547049839,1
740,2.43818351,1728.9864384999996,92.086427889875,1.12,0.5305,6090.0,0.15,1.9,4.17,1.38,-7.62248539615974,0
741,2.43818351,486.2799,92.086427889875,1.5,0.29,4860.0,0.19,1.9420000000000004,4.17,1.3,-5.857164669257058,1
742,2.43818351,2.22,2.178,0.11415,0.09,5551.0,0.02,1.21,4.17,1.08,-7.024718416158444,0
743,2.43818351,5.6,3.432,0.11415,0.09,5551.0,0.02,1.21,4.17,1.08,-7.024718416158444,0
744,2.43818351,5.41,5.1980814,0.11415,0.09,5551.0,0.02,1.21,4.17,1.08,-7.024718416158444,0
745,2.43818351,6.08,7.951,0.11415,0.09,5551.0,0.02,1.21,4.17,1.08,-7.024718416158444,0
746,2.43818351,6.14,12.028,0.11415,0.09,5551.0,0.02,1.21,4.17,1.08,-7.024718416158444,0
747,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.13,4069.0,-0.2,1.9420000000000004,1.6,1.5950000000000002,-4.682843941888889,1
748,2.24,176.0769375,10.924709,0.09,0.11,4757.0,0.02,0.762,4.17,0.79,-5.866107284208823,1
749,2.93,176.0769375,21.583298,0.141,0.04,4757.0,0.02,0.762,4.17,0.79,-6.065458976124515,0
750,2.43818351,359.13,12.62,0.11,0.02,6123.0,0.05,1.12,1.25,1.125,-7.819785222927396,0
751,2.43818351,603.9,92.086427889875,0.8,0.075,6123.0,0.05,1.12,1.25,1.125,-7.716308113551473,0
752,2.43818351,704.94694,92.086427889875,2.00484242875,0.024,5534.0,0.02,1.9420000000000004,4.17,1.19,-6.717566164111112,0
753,2.43818351,244.09344,92.086427889875,1.032,0.184,5534.0,0.02,1.9420000000000004,4.17,1.19,-6.863460254553578,0
754,2.43818351,296.85322,92.086427889875,1.492,0.095,4915.0,0.22,1.9420000000000004,4.36,1.33,-5.9347532927474065,1
755,2.43818351,1150.5446,92.086427889875,2.00484242875,0.099,4915.0,0.22,1.9420000000000004,4.36,1.33,-5.857843941888889,1
756,2.43818351,1366.66215,92.086427889875,0.11415,0.09,5773.0,0.28,1.33,5.7,1.13,-7.333051749491776,0
757,2.43818351,1398.444991,92.086427889875,0.11415,0.09,5773.0,0.28,1.33,5.7,1.13,-7.333051749491776,0
758,2.43818351,176.0769375,9.6392,0.11415,0.09,5773.0,0.28,1.33,5.7,1.13,-7.333051749491776,0
759,2.43818351,1728.9864384999996,92.086427889875,0.11415,0.09,5773.0,0.28,1.33,5.7,1.13,-7.333051749491776,0
760,2.43818351,181.162192,92.086427889875,0.85,0.044,4786.0,-0.21,1.9420000000000004,4.17,1.06,-5.851865327847903,1
761,2.43818351,82.6358,75.523,0.36,0.25,5757.0,0.13,1.48,4.17,1.11,-7.273960183298437,0
762,2.43818351,1620.933,92.086427889875,2.00484242875,0.5305,5981.0,0.3,1.72,4.17,1.5950000000000002,-7.338399497444445,0
763,2.43818351,1728.9864384999996,8.4282,0.08,0.28,4723.0,-0.1,0.75,4.17,0.42,-5.879839783238426,1
764,2.43818351,249.051588,75.2203,0.362,0.5305,5522.0,0.02,1.76,4.17,1.12,-6.947271360759183,0
765,2.43818351,699.54383,92.086427889875,2.00484242875,0.08,5522.0,0.02,1.76,4.17,1.12,-6.7008994974444445,0
766,2.43818351,22.1,17.24,0.14,0.2,5551.0,0.06,0.95,4.17,1.2,-7.020841773727477,0
767,2.43818351,140.79869,92.086427889875,0.87,0.238,5859.0,0.2,1.11,2.32,1.12,-7.339143769122031,0
768,2.43818351,16.14,40.0,0.23,0.088,5790.0,-0.04,0.95,4.17,0.99,-7.339289203905496,0
769,2.43818351,635.0,92.086427889875,1.331,0.35,4684.0,0.02,0.95,4.17,0.77,-5.638064618268456,1
770,2.43818351,116.0,92.086427889875,2.00484242875,0.08,5390.0,0.18,0.946,9.225,0.926,-6.517566164111112,0
771,2.43818351,13.0,75.74,0.341,0.12,5390.0,0.18,0.946,9.225,0.926,-6.767087330754683,0
772,2.43818351,4.0,12.458,0.103,0.12,5390.0,0.18,0.946,9.225,0.926,-6.802779435148118,0
773,2.43818351,10.52012027,41.763,0.2292,0.086,5393.43,0.1967,1.001813,4.17,0.921146,-6.788617510698975,0
774,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.5305,5870.0,0.06,0.95,4.17,1.06,-7.184232830777778,0
775,2.43818351,918.5287,92.086427889875,1.13,0.2,5426.0,0.09,0.95,9.225,1.02,-6.698763505685694,0
776,2.43818351,1728.9864384999996,92.086427889875,0.94,0.5305,6317.0,0.37,1.93,1.76,1.5,-7.964757202470367,0
777,2.43818351,1121.89,92.086427889875,2.00484242875,0.5305,5127.0,-0.09,0.95,4.0,0.81,-6.152288386333333,0
778,2.43818351,444.0062846,92.086427889875,1.22,0.01,4919.0,-0.01,1.9420000000000004,4.17,1.39,-5.981099824752602,0
779,2.43818351,905.81096,92.086427889875,2.00484242875,0.182,5474.0,-0.29,0.95,4.17,0.96,-6.634232830777777,0
780,2.43818351,270.154146,20.6532,0.1512,0.149,4851.0,-0.38,1.9420000000000004,5.31,1.08,-6.046939923063209,0
781,2.43818351,9.53485221,15.1479,0.1192,0.12,5778.33,0.0183,1.209505,4.17,0.986073,-7.339697194802382,0
782,2.43818351,1728.9864384999996,58.11187,0.292,0.53,5551.0,0.02,0.95,4.17,0.98,-6.998046816299737,0
783,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.21,5551.0,0.02,0.95,4.17,0.98,-6.741177275222223,0
784,2.43818351,85.8141,6.404,0.07,0.11,5570.0,-0.08,1.09,4.17,1.07,-7.05772834037914,0
785,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.187,5551.0,0.02,0.95,4.17,0.8,-6.741177275222223,0
786,2.43818351,1728.9864384999996,92.086427889875,1.36,0.5305,4374.0,-0.27,1.9420000000000004,4.17,1.5950000000000002,-5.2031600247826075,1
787,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.5305,5551.0,0.02,0.95,6.1,0.85,-6.741177275222223,0
788,2.43818351,953.485221,11.087324335,2.00484242875,0.09,5551.0,0.02,0.95,0.006,1.5950000000000002,-6.741177275222223,0
789,2.43818351,804.4236981,92.086427889875,0.765,0.294,5551.0,0.02,0.95,4.17,1.17,-6.927112507988416,0
790,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.246,5551.0,0.02,0.95,4.17,1.17,-6.741177275222223,0
791,2.43818351,209.7678,92.086427889875,2.00484242875,0.11,5842.0,0.29,1.24,4.17,1.1,-7.145343941888889,0
792,2.43818351,1728.9864384999996,92.086427889875,1.31,0.17,4326.0,0.18,1.9420000000000004,4.17,1.5950000000000002,-5.143991699375066,1
793,2.43818351,832.7146,92.086427889875,1.32,0.5305,5671.0,-0.38,1.9420000000000004,4.17,1.53,-7.010547586678797,0
794,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.358,5551.0,0.2,0.95,7.0,0.92,-6.741177275222223,0
795,7.777125000000002,1036.120607,21.2164294,0.1632,0.5305,6046.0,0.208,1.517,3.3,1.285,-9.306544990383243,0
796,2.43818351,585.1220973,92.086427889875,1.158,0.208,4683.0,-0.22,1.9420000000000004,4.17,1.5950000000000002,-5.662619990136139,1
797,2.43818351,1334.879309,92.086427889875,1.7,0.4,4308.0,-0.28,1.9420000000000004,1.7,1.5950000000000002,-5.060504637553892,1
798,2.43818351,1728.9864384999996,92.086427889875,0.11415,0.51,5551.0,0.02,0.95,4.17,1.09,-7.024718416158444,0
799,2.43818351,190.06234,92.086427889875,0.975,0.11,5013.0,0.02,1.9420000000000004,4.17,1.39,-6.148397252477869,0
800,2.43818351,8.98,29.01,0.11415,0.11,5392.0,-0.38,0.7,9.225,0.71,-6.80388508282511,0
801,2.43818351,276.5121,92.086427889875,1.42,0.13,5904.0,-0.16,1.18,8.4,0.98,-7.319162015271658,0
802,2.43818351,5.74,6.4898,0.06296,0.066,4931.0,0.03,0.782,4.3,0.789,-6.171284106828424,0
803,2.43818351,9.18,16.8191,0.11878,0.111,4931.0,0.03,0.782,4.3,0.789,-6.1629129586467375,0
804,2.43818351,15.1,44.505,0.246,0.0593,5551.0,0.02,0.95,4.17,1.0,-7.0049452902581315,0
805,2.43818351,537.1327,92.086427889875,1.14,0.1,4901.0,0.42,1.9420000000000004,4.17,1.5950000000000002,-5.9680971707672015,0
806,2.43818351,47.6725,92.086427889875,0.5137,0.3,4949.0,0.42,1.9420000000000004,4.4,1.47,-6.128688060045667,0
807,2.43818351,1728.9864384999996,71.484,0.34,0.11,5588.0,0.24,1.08,4.17,1.24,-7.042237297579866,0
808,2.43818351,25.74423,14.479,0.1214,0.049,5646.0,0.24,1.63,6.99,1.14,-7.155575601120316,0
809,2.43818351,291.12,3.092514,0.0443,0.022,6168.0,0.137,0.95,4.17,1.21,-7.892138043341886,0
810,2.43818351,697.31902,92.086427889875,0.843,0.081,5131.0,0.02,1.9420000000000004,4.17,1.5950000000000002,-6.332081762290848,0
811,2.43818351,1010.6994,92.086427889875,2.00484242875,0.148,5603.0,0.02,1.9420000000000004,4.17,1.49,-6.813399497444444,0
812,2.43818351,1728.9864384999996,92.086427889875,1.448,0.247,4917.0,0.2,1.9420000000000004,4.17,1.5950000000000002,-5.944129610833215,1
813,2.43818351,12.214,92.086427889875,0.343,0.101,3534.0,-0.04,0.481,4.17,0.484,-4.18900961932654,1
814,2.43818351,535.54355,92.086427889875,1.4,0.107,4961.0,0.02,1.9420000000000004,4.17,1.41,-6.012439129553085,0
815,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.5305,5551.0,0.02,0.95,4.17,0.94,-6.741177275222223,0
816,2.43818351,807.2882,92.086427889875,1.592,0.022,4945.0,0.02,1.9420000000000004,4.17,1.5950000000000002,-5.961423276895824,0
817,2.43818351,10.80616584,10.2851,0.088,0.224,5551.0,0.02,0.95,4.17,0.85,-7.028640048636967,0
818,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.194,5551.0,0.02,0.95,4.17,0.85,-6.741177275222223,0
819,2.43818351,6.3566,9.3743,0.08,0.4,4918.0,0.38,0.79,4.17,0.63,-6.150673116571759,0
820,2.43818351,203.0,92.086427889875,1.76,0.28,4962.0,0.33,0.95,4.17,0.78,-5.959839961376277,0
821,2.43818351,171.0,92.086427889875,2.00484242875,0.48,4962.0,0.33,0.95,4.17,0.78,-5.923121719666668,1
822,2.43818351,127.132,92.086427889875,1.85,0.26,5736.0,-0.38,1.5,4.17,1.03,-7.0213429471098525,0
823,2.43818351,1103.182401,92.086427889875,1.46,0.383,5551.0,0.02,0.95,4.17,1.06,-6.822885564486581,0
824,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.051,5551.0,0.02,0.95,4.17,1.06,-6.741177275222223,0
825,3.49,20.4,17.471291,0.1322,0.061,5784.0,-0.038,0.96,3.1,0.996,-7.66116757307501,0
826,2.43818351,98.52680617,92.086427889875,0.94,0.0,4971.0,-0.17,1.9420000000000004,2.76,1.35,-6.095312758025924,0
827,2.43818351,95.3485221,92.086427889875,1.334,0.0,4971.0,-0.17,1.9420000000000004,2.76,1.35,-6.03622582890402,0
828,2.43818351,143.0227832,92.086427889875,1.92,0.0,4971.0,-0.17,1.9420000000000004,2.76,1.35,-5.948345269347078,1
829,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.1,3860.0,-0.38,1.9420000000000004,5.5,1.5950000000000002,-4.392566164111112,1
830,2.43818351,321.0083,6.83776,0.077,0.229,5923.0,0.02,1.9420000000000004,4.17,1.3,-7.54695635038064,0
831,2.43818351,413.1769291,92.086427889875,2.00484242875,0.07,5551.0,0.02,0.95,6.0,0.8,-6.741177275222223,0
832,2.6,24.1,4.1374354,0.048,0.34,5145.0,0.0,0.767,0.4,0.863,-6.519294779755376,0
833,2.43818351,265.70588,92.086427889875,2.00484242875,0.251,6117.0,0.12,1.27,2.747,1.189,-7.527288386333333,0
834,2.43818351,166.218,3.0965828,0.0426,0.0103,5790.0,0.09,1.15043,4.17,1.04,-7.3673929869446955,0
835,2.43818351,632.46,92.086427889875,2.00484242875,0.252,5790.0,0.09,1.15043,4.17,1.04,-7.073121719666667,0
836,2.43818351,1080.622,92.086427889875,1.82,0.04,4940.0,0.02,1.9420000000000004,4.17,1.36,-5.920286396309771,1
837,2.43818351,476.72,92.086427889875,1.203,0.137,5746.0,0.289,0.95,4.17,1.09,-7.132260371891816,0
838,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.034,5551.0,0.02,0.95,4.17,1.07,-6.741177275222223,0
839,2.43818351,8.5,14.288,0.111,0.189,5726.0,-0.24,0.95,9.225,0.83,-7.268246367213323,0
840,2.43818351,7.0,33.688,0.197,0.16,5726.0,-0.24,0.95,9.225,0.83,-7.255349220247629,0
841,7.777125000000002,359.1479,2.21857567,0.11415,0.0,5052.0,-0.02,0.75,4.17,0.79,-7.933345307602889,0
842,2.43818351,15.5,11.724128,0.11415,0.136,4610.0,0.16,0.95,4.17,0.77,-5.717773971713998,1
843,2.43818351,1598.676887,92.086427889875,2.00484242875,0.5305,5551.0,0.02,0.95,4.17,1.415,-6.741177275222223,0
844,2.43818351,572.0911326,92.086427889875,2.00484242875,0.34,5551.0,0.02,0.95,4.17,1.0,-6.741177275222223,0
845,2.43818351,19.069,17.111,0.1304,0.237,5549.0,0.19,1.16804,4.17,0.98,-7.01950367747145,0
846,2.43818351,630.89255,92.086427889875,2.00484242875,0.224,5656.0,0.23,1.376,7.957,1.069,-6.887010608555556,0
847,2.43818351,985.2,92.086427889875,2.00484242875,0.5305,5988.0,-0.38,1.53,4.17,0.91,-7.3481217196666675,0
848,2.43818351,1728.9864384999996,92.086427889875,2.00484242875,0.213,5551.0,0.02,0.95,4.17,1.07,-6.741177275222223,0
849,3.41,10.0,8.8803256,0.0804,0.031,5348.0,-0.15,0.94,8.7,0.81,-7.039380299063907,0
850,3.195,8.0,28.579743,0.1752,0.034,5348.0,-0.15,0.94,8.7,0.81,-6.960663444036607,0
851,2.995,2.8,38.353037,0.2132,0.031,5348.0,-0.15,0.94,8.7,0.81,-6.894964704679672,0
852,2.43818351,112.2,92.086427889875,0.407,0.031,5348.0,-0.15,0.94,8.7,0.81,-6.698856186959304,0
853,2.43818351,915.3458122,92.086427889875,2.00484242875,0.09,5348.0,-0.15,0.94,8.7,0.81,-6.459232830777777,0
854,2.43818351,13.5,92.086427889875,0.812,0.03,5348.0,-0.15,0.94,8.7,0.81,-6.638119622760393,0
855,2.43818351,177.9848,24.3556,0.15,0.05,4976.0,0.03,0.74,4.17,0.66,-6.22073099436454,0
856,2.43818351,16.9,74.72,0.32,0.13,5166.0,-0.04,0.95,7.81,0.8,-6.459125522972404,0
857,2.43818351,24.0,92.086427889875,1.18,0.32,5166.0,-0.04,0.95,7.81,0.8,-6.330154053315457,0
858,2.43818351,666.17168,92.086427889875,1.063,0.082,5041.0,0.02,1.9420000000000004,4.17,1.38,-6.174089060750698,0
