pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_orbincl,pl_insol,pl_eqt,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_spectype,sy_dist,sy_plx,sy_snum,sy_pnum,sy_vmag,sy_gaiamag,discoverymethod,HSI,SCI,OSF,is_habitable,sy_kepmag,pl_masse,pl_cmasse,elat,pl_imppar,pl_msinie,sy_w1mag,ra,sy_pm,sy_pmra,sy_w4mag
Kepler-1321 c,Kepler-1321,2.226491086,0.028,2.4,5.76,2.2958333333333334,0.0,84.8,115.909,860.0,0.2358,1.7225,7.5,0.042238,4.23668256031174,4094.0,0.53,0.54,-0.45,-0.8624,4.73,4.17,2.034972,K,769.146,1.27528,1,3,17.5054,16.9282,Transit,3.2425184107564986e-22,0.26149315645573806,0.0001110987668036885,0,16.835,5.76,5.76,66.28024,0.69,5.736294136027989,13.77,294.528597,21.6957043,-4.05021,9.312
Kepler-1321 d,Kepler-1321,5.720920086,0.0501,2.62843782,6.908685373606351,2.096302205847883,0.0,89.41,15.84,509.0,0.1316,2.744,16.24,0.032418,3.8548089446717593,3757.0,0.503,0.513,0.21,-0.8624,4.744,4.1,2.47495,M,769.146,1.27528,1,3,17.5054,16.9282,Transit,5.11706716112103e-06,0.169503174369339,0.0001110987668036885,0,16.835,6.908685373606351,6.908685373606351,66.28024,0.166,6.908319087588942,13.77,294.528597,21.6957043,-4.05021,9.312
Kepler-1322 b,Kepler-1322,0.962867382,0.019,1.61,2.5921000000000003,3.4223602484472044,0.0,88.24,2651.424,1689.0,0.0335,1.6247,4.4,0.016856,1.800087703000387,5488.0,0.87,0.9,-0.07,-0.10053,4.52,4.47,1.74298,G,1350.32,0.712904,1,2,15.876,15.7753,Transit,1.7208844000887478e-119,0.6798545961773715,0.0001110987668036885,0,15.81,2.5921000000000003,2.5921000000000003,65.53498,0.14,2.590877165515489,14.075,293.2045009,3.7786283,-0.601849,9.381
Kepler-1322 c,Kepler-1322,6.459980011,0.0651,2.15492527,4.643702919284573,2.5569332156005573,0.0,89.95,142.68,881.0,0.04214,1.785,28.0,0.018766,1.714442466055078,5704.0,0.804,0.897,-0.3,-0.10053,4.575,0.4,1.50481,G,1350.32,0.712904,1,2,15.876,15.7753,Transit,3.5146649678570257e-23,0.6986702923240834,0.0001110987668036885,0,15.81,4.643702919284573,4.643702919284573,65.53498,0.1106,4.643701151093683,14.075,293.2045009,3.7786283,-0.601849,9.381
Kepler-1323 b,Kepler-1323,0.929906678,0.0195,1.52,2.3104,3.625,0.0,84.8,5067.603,1852.76875,0.0114,1.7428,3.89,0.009869,1.3500783842145827,6169.0,1.4,1.18,0.02,0.29462,4.21,3.55,0.757746,F,465.417,2.11996,1,1,12.444,12.344,Transit,9.896444066176833e-149,0.6638104583854577,0.0001110987668036885,0,12.41,2.3104,2.3104,66.23658,0.3651,2.300891314562338,11.087,292.8722515,31.7464825,-2.88743,9.601
Kepler-1324 b,Kepler-1324,4.115844679,0.044,1.51,2.2801,3.649006622516557,0.0,82.51,98.414,802.0,0.0438,1.385,7.3,0.018997,1.0646668009000342,4776.0,0.73,0.78,0.05,-0.67302,4.61,2.88,2.61821,K,481.667,2.04769,1,1,15.554,15.1336,Transit,6.362758412756393e-17,0.49396656615205814,0.0001110987668036885,0,15.141,2.2801,2.2801,61.20844,0.95,2.260645337214833,12.771,291.1849503,1.7959192,-1.66307,8.893
Kepler-1325 b,Kepler-1325,33.8786838,0.201,2.86,8.179599999999999,1.9265734265734265,0.0,88.81,18.153,510.0,0.0725,5.811,37.0,0.02868,1.696439019636674,5550.0,0.91,0.93,0.01,-0.13603,4.5,4.79,1.56839,G,973.368,0.998791,1,1,15.311,15.1289,Transit,8.792024978785724e-07,0.6874783478740545,0.0001110987668036885,0,15.16,8.179599999999999,8.179599999999999,64.1656,0.66,8.177835851593477,13.431,285.0171505,15.8473121,-11.7439,9.426
Kepler-1326 b,Kepler-1326,42.3514267,0.261,4.18,17.472399999999997,1.318181818181818,0.0,88.24,57.92,685.0,0.062,7.6356,26.3,0.022399,2.501172382598705,6725.0,1.74,1.45,0.02,0.52296,4.12,1.7,0.85604,F,698.326,1.40429,1,1,12.842,12.7411,Transit,3.9164177779044416e-19,0.5126986887021411,0.0001110987668036885,0,12.852,17.472399999999997,17.472399999999997,58.98037,0.79,17.46415731906671,11.3815,296.222199,7.7825669,7.47415,8.969
Kepler-1327 b,Kepler-1327,14.88801098,0.1186,1.8,3.24,3.0611111111111104,0.0,87.66,112.85,831.0,0.02605,5.062,17.55,0.015573,0.8305536940280152,5885.0,1.03,1.02,-0.03,0.0362,4.42,4.07,0.46146,G,678.069,1.4459,1,1,13.966,13.8837,Transit,3.6618557303073966e-19,0.6972227808072007,0.0001110987668036885,0,13.914,3.24,3.24,71.24295,0.65,3.23729827526983,12.172,289.0648073,23.5209262,-11.4087,9.337
Kepler-1328 b,Kepler-1328,4.52158888,0.0535,0.98,0.9279754353495197,5.432626550986252,0.0,89.38,323.28,1081.0,0.01067,3.4897,9.98,0.009444,0.3588762363080655,5780.0,0.99,1.0,0.0,0.2276,4.44,4.57,0.91999,G,813.543,1.20042,1,1,13.969,13.8033,Transit,1.0009777181598116e-38,0.6999990277784529,0.0001110987668036885,0,13.836,0.9279754353495197,0.9279754353495197,66.4881,0.0758,0.9279211052674878,12.282,284.6753857,7.7617497,-1.07454,8.929
Kepler-1329 b,Kepler-1329,9.33646594,0.074,2.17,4.7089,2.5391705069124426,0.0,88.24,26.22,553.0,0.1009,2.2637,23.0,0.028967,1.7794920083946375,4500.0,0.69,0.72,0.02,-0.77081,4.62,5.62,3.046339,K,588.037,1.67244,1,1,15.958,15.8498,Transit,3.4530657395585525e-06,0.3970125272770611,0.0001110987668036885,0,15.911,4.7089,4.7089,70.73965,0.71,4.706678555879745,13.358,281.6476437,20.5566833,-14.2266,9.328
Kepler-133 b,Kepler-133,8.129976,0.083,1.76,3.0976,3.1306818181818183,0.0,88.81,312.97,1073.0,0.01489,2.071,26.19,0.011417,0.9720735561641284,5736.0,1.425,1.02,0.282,0.4105,4.186,7.59,0.33482,G,653.6,1.50292,1,2,12.896,12.8415,Transit,1.7866966584680561e-38,0.6995713812778835,0.0001110987668036885,0,12.848,3.0976,3.0976,66.97539,0.36,3.096931920130074,11.26,297.2778906,11.5401208,-10.2002,9.48
Kepler-133 c,Kepler-133,31.517586,0.204,2.84,8.0656,1.940140845070423,0.0,88.24,51.39,644.0,0.0359,7.765,22.3,0.01869,1.6108112757223283,5736.0,1.425,1.02,0.12,0.4105,4.186,9.4,0.28483,G,653.6,1.50292,1,2,12.896,12.8415,Transit,2.156032875608925e-11,0.6995713812778835,0.0001110987668036885,0,12.848,8.0656,8.0656,66.97539,0.68,8.061795018009231,11.26,297.2778906,11.5401208,-10.2002,9.48
Kepler-1330 b,Kepler-1330,10.10769068,0.0933,1.65,2.7225,3.33939393939394,0.0,89.38,103.86,814.0,0.03248,3.657,20.79,0.016439,0.8217530604355366,5608.0,0.94,0.97,0.08,0.42575,4.48,4.9,1.66269,G,1720.48,0.552647,1,1,15.076,14.9451,Transit,7.397147848805266e-18,0.6930108203309486,0.0001110987668036885,0,15.017,2.7225,2.7225,61.00618,0.2545,2.7223406060735047,13.311,290.5767116,1.8035428,-0.67958,9.09
Kepler-1331 b,Kepler-1331,0.789161653,0.0142,1.05,1.1978443991707928,5.701434090859361,0.0,88.24,547.294,1243.0,0.02468,0.9052,6.662,0.014124,1.0314523316418749,4508.0,0.69,0.72,0.05,-0.90934,4.63,4.17,3.309511,K,319.197,3.10424,1,1,15.58,15.0318,Transit,8.80942488352757e-56,0.3998324613815663,0.0001110987668036885,0,15.031,1.1978443991707928,1.1978443991707928,60.57831,0.1898,1.1972793108492064,12.257,297.0737928,5.074385,4.16009,8.969
Kepler-1332 b,Kepler-1332,11.87456832,0.099,1.37,3.205280921059518,6.868406584019362,0.0,89.38,75.3,724.0,0.0232,1.9902,44.0,0.013815,0.929714627068646,5581.0,0.9,0.95,0.0,-0.13733,4.51,3.24,1.730519,G,528.685,1.86266,1,1,13.975,13.795,Transit,2.4058831615977447e-12,0.6906305271734589,0.0001110987668036885,0,13.756,3.205280921059518,3.205280921059518,64.66355,0.36,3.2050932618082686,12.026,291.0286411,11.7042736,10.0215,8.675
Kepler-1333 b,Kepler-1333,109.6471842,0.4277,2.81,7.896100000000001,1.9608540925266904,0.0,89.95,3.16,340.0,0.09711,6.248,137.76,0.02827,1.0994920257187517,5628.0,0.92,0.94,-0.04,-0.18777,4.49,4.57,4.11331,G,932.446,1.04501,1,1,15.421,15.1714,Transit,0.0008297729283913228,0.6945525567821704,0.0001110987668036885,0,15.162,7.896100000000001,7.896100000000001,61.40816,0.0395,7.896096993388181,13.212,293.5275797,11.6532365,-6.77245,9.455
Kepler-1334 b,Kepler-1334,15.64591713,0.1229,2.29,5.2441,2.4061135371179043,0.0,89.38,60.08,710.0,0.0621,4.012,28.88,0.023044,1.3973031325074634,5614.0,0.91,0.94,-0.03,0.0276,4.5,4.27,1.168073,G,1223.04,0.788915,1,1,15.461,15.171,Transit,5.709298421108735e-13,0.6934932081714014,0.0001110987668036885,0,15.241,5.2441,5.2441,71.96115,0.328,5.243792974218574,13.61,289.311532,12.1645215,4.907,9.548
Kepler-1335 b,Kepler-1335,6.26406846,0.06,1.45,3.954227100762263,7.146760039427633,0.0,87.66,101.27,758.0,0.0444,2.442,15.5,0.018068,1.631613681276766,4903.0,0.74,0.77,-0.07,-0.5555,4.6,4.9,3.75122,K,621.853,1.57956,1,1,15.248,15.3037,Transit,2.8896415581390585e-14,0.536592156662584,0.0001110987668036885,0,15.329,3.954227100762263,3.954227100762263,64.18224,0.65,3.95092980658114,13.156,284.8384394,15.1672171,3.59093,9.566
Kepler-1336 b,Kepler-1336,23.198681,0.156,1.98,3.9204,2.7828282828282824,0.0,89.95,28.95,583.0,0.025,9.729,17.7,0.013729,0.9161246202474356,5512.0,1.3,0.94,0.05,0.42052,4.18,12.3,0.221911,G,1126.64,0.859004,1,2,14.264,14.0381,Transit,6.780080952435417e-07,0.6830118979069812,0.0001110987668036885,0,14.056,3.9204,3.9204,66.00952,0.03,3.920398507222429,12.306,296.2776587,12.765006,-6.77248,9.362001
Kepler-1336 c,Kepler-1336,5.77721211,0.0631,1.71,2.9241,3.222222222222222,0.0,87.0,662.713,1260.0,0.01343,2.423,13.24,0.010969,1.084599233816512,5512.0,1.3,0.94,0.05,0.42052,4.18,12.3,0.221911,G,1126.64,0.859004,1,2,14.264,14.0381,Transit,3.1248408208963338e-58,0.6830118979069812,0.0001110987668036885,0,14.056,2.9241,2.9241,66.00952,0.692,2.920092622575849,12.306,296.2776587,12.765006,-6.77248,9.362001
Kepler-1337 b,Kepler-1337,24.4002549,0.1441,2.41,5.8081000000000005,2.2863070539419086,0.0,88.81,8.64,437.0,0.09341,2.875,37.6,0.032855,1.6240806788429258,4523.0,0.67,0.7,-0.09,-0.74221,4.64,4.27,1.6892,K,601.629,1.63392,1,1,16.21,15.8169,Transit,0.000738704740922386,0.40512540229991373,0.0001110987668036885,0,15.858,5.8081000000000005,5.8081000000000005,68.30708,0.8548,5.806847328676229,13.293,287.0091176,1.2659235,-0.861279,9.467
Kepler-1338 b,Kepler-1338,0.935118057,0.01937,0.92,0.7345391721452563,5.197602683642693,0.0,84.22,4523.1,1852.76875,0.00681,1.542,4.27,0.007711,0.4656085806255654,5909.0,1.05,1.04,0.0,0.24719,4.41,3.8,0.54,G,753.26,1.29886,1,1,13.699,13.5742,Transit,1.7213080289785738e-148,0.6958413260207718,0.0001110987668036885,0,13.615,0.7345391721452563,0.7345391721452563,63.95508,0.4318,0.7308047188156236,12.086,284.0422701,21.2063498,-7.20709,9.304
Kepler-1339 b,Kepler-1339,1.341555127,0.0233,0.71,0.281615069268389,4.335432640150271,0.0,89.38,3537.74,1852.76875,0.0059,1.7009,6.085,0.007001,0.1701661053058269,5586.0,0.93,0.94,0.01,0.18765,4.47,5.62,2.36868,G,371.049,2.66794,1,1,12.344,12.1235,Transit,1.5935865247933838e-148,0.6910971001132034,0.0001110987668036885,0,12.299,0.281615069268389,0.281615069268389,70.47124,0.059,0.2815985815799956,10.586,283.7457695,18.0777016,-14.5359,9.107
Kepler-134 b,Kepler-134,5.317429,0.06,2.0,4.0,2.755,0.0,89.38,299.5,1306.0,0.02842,2.901,14.122,0.015421,1.5101708236416194,5983.0,1.176,0.956,-0.17,0.06051,4.31,4.17,1.05,G,334.797,2.95812,1,2,12.318,12.2219,Transit,3.449445261835518e-64,0.6898597535135014,0.0001110987668036885,0,12.324,4.0,4.0,71.44407,0.12,3.999765812412863,10.893,284.7391156,19.1886473,12.8889,9.41
Kepler-134 c,Kepler-134,10.105785,0.092,1.26,2.351640965272471,6.477553079346739,0.0,89.38,128.086,1054.0,0.01116,2.059,36.57,0.009753,0.716771919435163,5983.0,1.176,0.956,-0.17,0.06051,4.31,4.17,1.05,G,334.797,2.95812,1,2,12.318,12.2219,Transit,2.8984602280697466e-36,0.6898597535135014,0.0001110987668036885,0,12.324,2.351640965272471,2.351640965272471,71.44407,0.14,2.351503283991604,10.893,284.7391156,19.1886473,12.8889,9.41
Kepler-1340 b,Kepler-1340,0.665026916,0.01523,1.55,2.4025000000000003,3.554838709677419,0.0,89.95,4606.7,1852.76875,0.01107,1.7384,3.009,0.009623,1.5009919010322543,6331.0,1.42,1.27,0.07,0.08683,4.24,2.4,1.09,F,981.779,0.990413,1,1,15.003,14.7546,Transit,8.39457048274375e-149,0.6294816195000174,0.0001110987668036885,0,14.758,2.4025000000000003,2.4025000000000003,61.97,0.0038,2.4024990851958696,13.172,296.2328099,2.6012357,2.57396,9.507
Kepler-1341 b,Kepler-1341,132.9968322,0.4498,2.99,8.940100000000001,1.8428093645484949,0.0,89.61,0.8,241.0,0.12754,7.469,103.8,0.037652,1.3106834897019206,4662.0,0.72,0.79,0.19,-0.63776,4.62,1.82,1.19696,K,476.957,2.06794,2,1,15.356,15.0181,Transit,0.0002180449439264891,0.4542421087317608,0.0001110987668036885,0,15.028,8.940100000000001,8.940100000000001,66.88924,0.703,8.939892893059346,12.617,280.5116813,7.3339534,-6.8529,8.774
Kepler-1342 b,Kepler-1342,2.215710358,0.0313,1.66,2.7556,3.319277108433735,0.0,88.81,638.56,1282.0,0.03393,1.8915,8.9,0.016693,1.4184919540413246,5527.0,0.9,0.93,0.03,-0.26092,4.51,4.37,2.72102,G,890.724,1.09517,1,1,15.726,15.3835,Transit,9.426846915117264e-61,0.684853528109983,0.0001110987668036885,0,15.392,2.7556,2.7556,62.63529,0.2195,2.755005681531002,13.374,297.0200549,4.7043161,-0.531015,9.55
Kepler-1343 b,Kepler-1343,3.35183158,0.0449,1.93,3.7249,2.8549222797927465,0.0,89.38,671.28,1298.0,0.04299,1.9405,13.19,0.019142,1.6470624414834667,5759.0,0.93,0.95,-0.16,0.19529,4.48,3.98,3.86246,G,1756.71,0.540401,1,1,15.617,15.5297,Transit,4.6147925292315036e-63,0.6999122624433888,0.0001110987668036885,0,15.526,3.7249,3.7249,70.0097,0.2047,3.7246819186641686,14.015,294.294483,1.6914331,-0.798515,9.148
Kepler-1344 b,Kepler-1344,4.7683049,0.0568,1.84,3.3856,2.994565217391304,0.0,89.95,522.81,1219.0,0.02546,3.2517,11.373,0.014656,1.2145828625586266,5981.0,1.13,1.09,0.06,0.14599,4.37,3.63,1.22394,G,853.959,1.14228,1,1,14.192,14.0269,Transit,1.0533003408456787e-53,0.6900552414698161,0.0001110987668036885,0,14.083,3.3856,3.3856,68.43238,0.04,3.3855987108591616,12.641,287.0862799,7.1711826,-0.0383658,9.024
Kepler-1345 b,Kepler-1345,44.6169557,0.26412,2.36,5.569599999999999,2.334745762711864,0.0,89.95,64.4,693.0,0.02272,7.632,45.07,0.013966,0.8345875746347567,6449.0,1.55,1.32,0.04,0.69266,4.18,2.24,0.23,F,1355.02,0.709146,1,1,13.775,13.705,Transit,2.323207626040421e-12,0.5986916281709358,0.0001110987668036885,0,13.791,5.569599999999999,5.569599999999999,66.27059,0.0993,5.569597879253657,12.243,292.4779428,3.2738748,-1.46016,9.471
Kepler-1346 b,Kepler-1346,3.40165668,0.044,1.58,2.4964000000000004,3.4873417721518987,0.0,88.81,552.42,1236.0,0.01689,1.7944,14.24,0.012046,0.9725630722284164,6133.0,1.21,1.14,0.04,-0.00806,4.33,3.09,1.329184,F,843.701,1.15658,1,1,14.625,14.462,Transit,2.497428562355476e-55,0.6700294418557647,0.0001110987668036885,0,14.497,2.4964000000000004,2.4964000000000004,65.65034,0.2439,2.495861584908548,13.003,291.841341,5.9811973,5.34773,8.945
Kepler-1347 b,Kepler-1347,14.00947528,0.104,1.03,1.1155723240058215,5.6251959595325065,0.0,89.95,34.32,617.0,0.01755,3.405,31.74,0.011842,0.3378145732222219,5193.0,0.79,0.82,-0.11,0.4072089576744491,4.57,5.62,3.08057,K,380.299,2.600815,1,1,13.557,13.4122,Transit,2.7152984091784675e-07,0.6215722840892806,0.0001110987668036885,0,13.38,1.1155723240058215,1.1155723240058215,59.48807,0.0683,1.115571899227395,11.412,299.6595903,5.4283021,1.96026,9.311
Kepler-1348 b,Kepler-1348,27.5722742,0.182,1.94,3.7636,2.8402061855670104,0.0,89.95,38.62,611.0,0.0312,5.292,41.0,0.016926,0.7761652799544738,5911.0,1.04,1.04,-0.01,0.20429,4.42,3.72,0.97237,G,1213.82,0.795085,1,1,14.871,14.6789,Transit,7.199715189391705e-08,0.6957137668042868,0.0001110987668036885,0,14.718,3.7636,3.7636,69.82004,0.1,3.763598566927439,13.193,292.0874126,8.3182966,-5.71611,9.253
Kepler-1349 b,Kepler-1349,2.12823928,0.0338,0.7,0.267216178045964,4.292598078814175,0.0,89.95,1875.33,1678.0,0.00257,3.305,4.975,0.004642,0.1203412296006537,6086.0,1.28,1.16,0.03,0.34263,4.29,2.88,0.51433,F,276.323,3.59023,1,1,11.209,11.0821,Transit,1.5512391386015691e-117,0.6773183821265101,0.0001110987668036885,0,11.126,0.267216178045964,0.267216178045964,70.2963,0.0176,0.2672160762975921,9.733,286.3385562,45.0160895,22.3029,9.445
Kepler-135 b,Kepler-135,6.00253,0.067,1.81,3.2761,3.044198895027624,0.0,89.38,462.88,1183.0,0.02008,3.952,11.834,0.013043,1.0282936082031129,6090.0,1.275,1.187,0.02,0.44809,4.271,6.76,0.87006,F,621.855,1.5798,1,2,12.794,12.6789,Transit,1.0697784315962305e-49,0.6767353867898072,0.0001110987668036885,0,12.73,3.2761,3.2761,59.91014,0.0,3.275908194511445,11.422,290.4950939,6.4882142,-2.43067,9.284
Kepler-135 c,Kepler-135,11.448708,0.103,1.16,1.7317873386937763,6.113250489592331,0.0,88.81,196.08,954.0,0.0076,5.047,17.22,0.008071,0.4382402374699535,6090.0,1.275,1.187,0.02,0.44809,4.271,2.62,0.73661,F,621.855,1.5798,1,2,12.794,12.6789,Transit,1.3661094056809907e-27,0.6767353867898072,0.0001110987668036885,0,12.73,1.7317873386937763,1.7317873386937763,59.91014,0.57,1.7314138326697666,11.422,290.4950939,6.4882142,-2.43067,9.284
Kepler-1350 b,Kepler-1350,4.4968604,0.0413,2.52,6.3504000000000005,2.1865079365079363,0.0,88.81,19.34,535.0,0.235,1.7864,19.1,0.044016,3.6645991993231273,3827.0,0.53,0.55,-0.06,-1.2834,4.74,4.57,4.982298,K,340.691,2.90756,1,2,16.577,16.2331,Transit,1.8336849789923315e-06,0.18668324827386915,0.0001110987668036885,0,16.283,6.3504000000000005,6.3504000000000005,67.92172,0.323,6.349030367250137,13.042,288.250611,24.6960217,3.72878,9.5
Kepler-1350 c,Kepler-1350,1.766789062,0.0222,1.73,2.9929,3.184971098265896,0.0,89.38,66.95,730.0,0.11194,1.3395,10.348,0.030453,2.3584540805475327,3827.0,0.53,0.55,-0.06,-1.2834,4.74,4.57,6.71495,K,340.691,2.90756,1,2,16.577,16.2331,Transit,5.072016701918795e-13,0.18668324827386915,0.0001110987668036885,0,16.283,2.9929,2.9929,67.92172,0.1039,2.992724774992615,13.042,288.250611,24.6960217,3.72878,9.5
Kepler-1351 b,Kepler-1351,0.916140768,0.0156,0.65,0.2031325028358864,4.075594321805131,0.0,89.38,421.965,1210.0,0.01023,1.1495,6.16,0.008969,0.1696544420839706,4439.0,0.67,0.7,-0.03,-0.98254,4.64,4.17,5.27372,K,202.782,4.90251,1,1,14.328,14.0866,Transit,3.814729733638369e-52,0.37560509836154726,0.0001110987668036885,0,14.107,0.2031325028358864,0.2031325028358864,62.41036,0.0551,0.2031206100582093,11.425,293.6084289,61.027892,-48.2772,9.523
Kepler-1352 b,Kepler-1352,1.877882748,0.03,0.89,0.6497451173508033,5.078373086763993,0.0,87.58,1977.35,1701.0,0.00475,2.327,5.89,0.006543,0.3138928260298573,6118.0,1.16,1.11,0.0,0.263,4.35,3.16,1.09423,F,670.829,1.46181,1,1,13.338,13.2495,Transit,2.978636152601894e-121,0.6724592038087753,0.0001110987668036885,0,13.295,0.6497451173508033,0.6497451173508033,69.20796,0.248,0.6491656433818986,11.869,290.6937988,13.5925037,10.5596,9.421
Kepler-1353 b,Kepler-1353,24.7543966,0.153,1.8,3.24,3.0611111111111104,0.0,89.38,13.7,491.0,0.06146,3.532,46.2,0.023092,0.8536707728621679,4776.0,0.72,0.76,-0.06,-0.6146,4.61,4.68,3.04244,K,593.384,1.65711,1,1,15.734,15.5059,Transit,0.0007666727777807541,0.49396656615205814,0.0001110987668036885,0,15.514,3.24,3.24,62.20247,0.5501,3.23981030805442,13.124,295.7353911,8.2373521,8.15372,9.241
Kepler-1354 b,Kepler-1354,76.613377,0.3522,2.97,8.820900000000002,1.8552188552188555,0.0,88.81,18.86,463.0,0.0496,9.762,41.2,0.022243,1.2028450894673697,6168.0,1.24,1.16,0.03,0.30208,4.31,2.95,0.561193,F,1119.45,0.864732,1,1,14.59,14.3687,Transit,4.498060321849577e-06,0.663990495284496,0.0001110987668036885,0,14.357,8.820900000000002,8.820900000000002,58.75088,0.7571,8.81899753818291,12.765,291.2451266,12.0215695,-6.35181,9.078
Kepler-1355 b,Kepler-1355,1.289588112,0.0224,1.46,4.056071166697495,7.181226054550058,0.0,86.63,1040.23,1448.0,0.0286,1.4219,6.82,0.015692,2.5906721778056614,5352.0,0.83,0.88,-0.04,-0.32922,4.55,4.27,3.61292,G,911.269,1.06907,1,1,15.595,15.452,Transit,4.110448541525251e-82,0.6572522158783467,0.0001110987668036885,0,15.471,4.056071166697495,4.056071166697495,71.13726,0.401,4.049057180608068,13.646,283.7414249,1.6205966,-1.61824,9.411
Kepler-1356 b,Kepler-1356,0.634002937,0.0136,1.53,2.3409,3.601307189542483,0.0,87.66,2059.81,1718.0,0.03772,0.9237,5.25,0.017715,1.9875203409913995,5106.0,0.78,0.82,-0.02,-0.4863,4.58,4.9,2.629678,K,845.228,1.15512,1,1,15.887,15.7195,Transit,2.3795552014006586e-124,0.5984125117072686,0.0001110987668036885,0,15.76,2.3409,2.3409,64.03908,0.2174,2.338948003882452,13.583,290.9953825,15.2050445,6.29027,8.912
Kepler-1357 b,Kepler-1357,3.0091324,0.041,1.28,2.492739454742262,6.549355695547991,0.0,89.38,432.97,1219.0,0.0207,2.269,9.3,0.012882,1.158901171753553,5597.0,0.9,0.93,-0.06,-0.14555,4.5,4.57,2.16164,G,1015.69,0.95603,1,1,15.322,15.2205,Transit,3.9202663778561297e-53,0.6920823751873837,0.0001110987668036885,0,15.273,2.492739454742262,2.492739454742262,70.47899,0.13,2.4925935125826952,13.6,291.5480665,11.8579888,-2.89686,9.342
Kepler-1358 b,Kepler-1358,7.06317341,0.0656,1.12,1.5209210961543589,5.96491438693692,0.0,88.31,98.834,827.0,0.02072,2.261,18.92,0.013006,0.578414559520621,5181.0,0.79,0.82,-0.08,-0.41347,4.57,5.13,2.533218,K,546.998,1.79947,1,1,14.693,14.5403,Transit,2.6393857477770435e-18,0.6185185665420839,0.0001110987668036885,0,14.572,1.5209210961543589,1.5209210961543589,64.84905,0.56,1.520259529898334,12.45,286.1705469,1.5857058,-0.482141,8.926
Kepler-1359 b,Kepler-1359,59.4970952,0.2769,2.83,8.0089,1.946996466431095,0.0,89.71,4.36,369.0,0.12621,5.602,79.8,0.035616,1.5483518532499574,4709.0,0.72,0.78,0.11,-0.7173,4.62,2.34,2.71881,K,614.859,1.59854,1,1,15.987,15.7534,Transit,0.00041410825478116286,0.4707317134205083,0.0001110987668036885,0,15.768,8.0089,8.0089,63.08652,0.406,8.008797412917447,13.4,289.538818,5.4957382,-3.67303,9.355
Kepler-136 b,Kepler-136,11.5789,0.106,2.05,19.8,12.663542316565348,0.0,89.33,193.48,951.0,0.02434,2.855,30.85,0.014458,4.975653234568133,6165.0,1.355,1.193,0.14,0.46678,4.244,2.75,4.1443,F,420.818,2.34776,2,2,11.822,11.7544,Transit,2.7878456118204156e-28,0.6645281301363712,0.0001110987668036885,0,12.459,19.8,19.8,62.02178,0.39,19.79864626210481,10.466,296.4673039,3.4480292,-2.0911,8.728
Kepler-136 c,Kepler-136,16.399235,0.133,1.99,3.9601,2.768844221105528,0.0,88.81,162.044,817.0,0.0225,3.502,28.0,0.01394,0.8899994094770043,6165.0,1.355,1.185,0.0002,0.46678,4.244,2.0,0.50562,F,420.818,2.34776,2,2,11.822,11.7544,Transit,1.5293067933167878e-18,0.6645281301363712,0.0001110987668036885,0,12.459,3.9601,3.9601,62.02178,0.1,3.959245899053173,10.466,296.4673039,3.4480292,-2.0911,8.728
Kepler-1360 b,Kepler-1360,40.5286413,0.2866,3.4,11.56,1.6205882352941177,0.0,89.34,178.81,933.0,0.03607,10.526,28.16,0.017422,1.635137880634773,6778.0,1.83,1.51,0.06,0.92337,4.09,1.55,0.25729,F,1516.27,0.630932,1,1,14.007,13.8804,Transit,6.097237181805155e-31,0.4946537945004013,0.0001110987668036885,0,13.913,11.56,11.56,63.61909,0.325,11.559233052488882,12.449,300.3440482,9.4211548,-5.26823,7.804
Kepler-1361 b,Kepler-1361,3.57554956,0.0431,0.86,0.5723270461344239,4.957931415159476,0.0,83.65,299.19,1061.0,0.00965,2.463,7.06,0.009991,0.2693617530265655,5131.0,0.79,0.83,0.0,-0.43672,4.57,4.9,2.32001,K,389.143,2.54086,1,1,14.096,13.9169,Transit,7.5158596091449635e-37,0.6053035016243475,0.0001110987668036885,0,13.93,0.5723270461344239,0.5723270461344239,69.0904,0.7877,0.5688157142514302,11.931,283.5653603,11.0353324,8.11222,9.324
Kepler-1362 b,Kepler-1362,136.205626,0.46,2.6,6.760000000000001,2.1192307692307693,0.0,89.95,0.94,251.0,0.12828,5.491,179.5,0.032384,0.97503198674677,4857.0,0.74,0.8,0.06,-0.60131,4.6,3.09,5.89731,K,731.298,1.33936,1,1,16.05,15.8246,Transit,0.004319089518483159,0.5214180973489078,0.0001110987668036885,0,15.839,6.760000000000001,6.760000000000001,62.32476,0.4104,6.759997425982967,13.546,288.5385574,6.2727858,-1.92559,9.384
Kepler-1363 b,Kepler-1363,2.94194094,0.0363,1.25,2.283321405816946,6.441523684378304,0.0,89.95,225.15,988.0,0.03083,2.0333,11.24,0.015565,1.2237062481983785,4839.0,0.72,0.76,-0.09,-0.62622,4.61,4.17,3.10018,K,541.714,1.8174,1,1,15.454,15.2923,Transit,2.250537322319231e-30,0.515391708221377,0.0001110987668036885,0,15.29,2.283321405816946,2.283321405816946,67.88778,0.0296,2.2833205363926576,12.949,296.9964872,24.5618713,-9.91165,8.948
