pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_orbincl,pl_insol,pl_eqt,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_spectype,sy_dist,sy_plx,sy_snum,sy_pnum,sy_vmag,sy_gaiamag,discoverymethod,HSI,SCI,OSF,is_habitable,sy_kepmag,pl_masse,pl_cmasse,elat,pl_imppar,pl_msinie,sy_w1mag,ra,sy_pm,sy_pmra,sy_w4mag
KOI-12 b,KOI-12,17.855182,0.154,9.049332515454054,349.613,0.7350607444600933,0.34,88.95,186.24,942.0,0.91536,7.42939,18.89,0.09049,800.0,6820.0,1.4,1.5,0.09,0.62645,4.34,1.5,0.8,F,399.398,2.4753,1,2,11.51,11.2535,Transit,7.683997811278457e-83,0.4801405848648275,0.5407243286225467,0,11.353,349.613,349.613,60.27427,0.371,349.5542945047485,10.189,297.4537402,3.9994855,3.04112,9.201
KOI-1257 b,KOI-1257,86.647661,0.382,9.049332515454054,366.2115375,2.1,0.772,89.66,4.24,511.0,0.8226,4.3419,167.911,0.081335,105.48452306775556,5520.0,1.13,0.99,0.27,1.0636605397519447,4.32,9.3,0.99,G5 V,380.299,2.600815,2,1,14.818,14.6419,Transit,4.1886993562995097e-60,0.6840067835495018,0.215441937319845,0,14.651,460.83,460.83,65.56864,0.0155,460.8218862421363,12.579,291.2250888,16.3901937,-6.7631,8.951
KOI-13 b,KOI-13,1.763588,0.03641,9.049332515454054,366.2115375,3.6,0.00064,86.77,37958.27,1852.76875,0.45989,3.3168,4.5007,0.087373,1085.8382777179347,7175.0,1.74,1.5575,0.2,1.51365125,4.2,0.58,0.49629,A,519.096,1.9053,3,1,9.791,10.3678,Transit,9.895770932063335e-205,0.3554690984075664,0.8211301910828026,0,9.958,2949.4624,2949.4624,68.38366,0.2536,2923.9,9.386,286.9713876,16.381947,-4.40141,9.162
KOI-134 b,KOI-134,67.1277,0.363,9.049332515454054,346.4329636,1.0941065043357767,0.16,89.58,45.0,659.0,0.41581,11.3,46.2,0.06618,43.98179216148896,6160.0,1.667,1.407,0.427,0.62325,4.11,2.4,1.32,F9V,1159.21,0.833862,1,2,13.773,13.6323,Transit,2.4284104138660707e-65,0.6654159138324668,0.7264895543363692,0,13.675,346.4329636,346.4329636,64.81566,0.386,346.4236559384115,12.344,295.586598,6.6556348,-2.31576,9.434
KOI-142 b,KOI-142,10.91647,0.098,3.438,9.5,1.29,0.05561,90.97,68.563,758.0,0.1487,3.7285,15.95,0.03515,2.7,5466.0,0.897,0.99,0.27,-0.16507,4.44584,1.86,1.501719,G,376.863,2.62461,1,3,13.209,13.1048,Transit,3.105732625175911e-19,0.6767353867898072,0.9421876374562741,0,13.113,9.5,9.5,61.55856,0.7699,11.3568015,11.428,291.1481028,5.0864493,1.1144,9.299
KOI-1599.01,KOI-1599,20.4415,0.14728,1.9,4.6,3.695290858725762,0.014,89.78,44.8,660.0,0.03119,6.642,32.63,0.018,1.0619160052414465,5823.0,0.972,1.02,0.06,0.16196,4.472,4.7,0.39768,G,1131.64,0.855436,1,2,14.795,14.854,Transit,7.458802299583537e-10,0.6995079854941201,0.2340298279806796,0,14.802,4.6,4.6,59.65082,0.5131,4.599966090030492,12.969,298.3738383,2.3766644,-0.790836,8.947
KOI-1599.02,KOI-1599,13.6088,0.112293,1.9,9.0,7.229916897506927,0.0114,88.6,76.81,755.0,0.03761,5.175,24.89,0.0181,2.378656254532312,5833.0,0.972,1.02,0.06,0.16196,4.31556,4.7,0.901161,G,1131.64,0.855436,1,2,14.795,14.854,Transit,1.2211877188010309e-14,0.6992651429395401,0.19989332505983512,0,14.802,9.0,9.0,59.65082,1.19,8.997313408030648,12.969,298.3738383,2.3766644,-0.790836,8.947
KOI-1783.01,KOI-1783,134.4628,0.50775,8.86,71.0,0.56,0.0,89.4413,5.7,372.0,0.5044,5.874,94.8,0.07102,8.4403309548014,5922.0,1.143,1.076,0.11,0.21302,4.3,4.07,0.88206,G,865.73,1.12637,1,2,13.978,13.9061,Transit,7.563508701384708e-55,0.6949781005326693,0.0001110987668036885,0,13.929,71.0,71.0,67.9572,0.9239,70.99662450872535,12.567,289.3414629,18.0179028,2.65176,9.37
KOI-1783.02,KOI-1783,284.215,0.50775,5.44,15.0,0.51,0.0,89.38,2.49,298.0,0.1763,7.8753,143.4,0.0436,1.3894384899887666,5922.0,1.143,1.076,0.11,0.21302,4.3,0.2,1.15157,G,865.73,1.12637,1,2,13.978,13.9061,Transit,6.474182558505207e-18,0.6949781005326693,0.0001110987668036885,0,13.929,15.0,15.0,67.9572,0.888,14.999121796548238,12.567,289.3414629,18.0179028,2.65176,9.37
KOI-1831 d,Kepler-324,34.169,0.1949,1.13,2.23,9.95,0.0,89.62,11.67,475.0,0.01832,5.1691,48.562056,0.012235,0.4711205345332489,5233.0,0.835,0.901,0.08,-0.30825,4.53,3.39,1.85161,G,501.574,1.96487,1,4,14.222,14.0909,Transit,0.00706450537222291,0.6314044692948205,0.0001110987668036885,0,14.122,2.23,2.23,71.11765,0.319,2.229950954947488,12.246,286.4714473,22.4629261,-2.19729,9.467
KOI-1833 d,Kepler-968,7.685,0.0634,2.58,11.02,4.5,0.0,86.87,27.35,613.0,0.1175,1.4346,17.43,0.041382,4.606996465774297,4413.0,0.667,0.681,-0.58,-0.7626,4.682,4.1,1.69524,K,290.324,3.41557,1,3,14.626,14.2499,Transit,2.5596725402897327e-09,0.3665471674495641,0.0001110987668036885,0,14.265,11.02,11.02,71.74536,0.951,11.003560560706946,11.763,285.6025889,5.1564455,-4.75029,8.978
KOI-1843.03,Kepler-974,0.1768913,0.005,0.61,8.0,194.20127675884763,0.0,72.0,1199.076448168248,1654.0,0.015,0.65,1.9,0.01116,14.546313386800604,3757.0,0.45,0.46,0.0,0.0299769112042062,4.8,4.1,4.0,M,134.311,7.41656,1,2,15.295,14.4126,Transit,1.7568733419574933e-113,0.169503174369339,0.0001110987668036885,0,14.404,8.0,8.0,62.35155,0.7382072643401522,7.608452130361228,10.94,285.0131082,41.1922884,0.690538,9.238
KOI-217 b,KOI-217,3.90512,0.0477,9.049332515454054,154.80336400000002,0.4428548464877029,0.0,89.8,300.157,1061.59,1.756,2.9136919,11.8844,0.135684,65.05508114984784,5545.0,0.86,0.95,0.21,-0.16872,4.45342,1.7,2.08224,G,914.699,1.06473,1,1,15.257,15.1013,Transit,4.0427138830371285e-93,0.686928346613345,0.0001110987668036885,0,15.127,154.80336400000002,154.80336400000002,65.86127,0.0053,154.80242088493134,13.311,294.8654667,2.5768478,-2.3429,9.671
KOI-2513.01,KOI-2513,19.00547,0.5,2.80224517,366.2115375,2000.0,0.36,89.7,78.19,758.0,0.05424,1.843,100.0,0.022,2.0,5900.0,1.2,0.91,-0.37,1.51365125,4.3,8.0,0.8,G,1369.87,0.7299962770189873,1,1,14.913,14.809,Transit,1.3660638123831326e-17,0.696391693107477,0.5907698619248472,0,14.839,7310.053361,7310.053361,66.27977,1.228,7309.95315659723,13.345,293.6688776,6.3620088,2.73515,9.223
