pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_dens,st_teff,st_rad,st_mass,st_lum,pl_rade_original,pl_bmasse_original,pl_orbper_original,pl_eqt_original,pl_dens_original,st_teff_original,st_rad_original,st_mass_original,st_lum_original,habitable
TOI-700 d,-0.053229458237196,-0.1227152091663114,-0.0054239749969172,-2.038152265184343,-0.0198281281290884,-2.0894525773222177,-0.4197999628155862,0.0459694481495149,0.0471078624014497,1.32965711,188.15536,37.42368382742,247.18,1.325,3482.0,0.419457,0.959,-0.08612,1
TOI-2285 b,-0.0490256086183255,-0.1227152091663114,-0.0054290254802115,-1.899740592759544,-0.0198281281290884,-2.0221840676318803,-0.3959619960623977,0.0459694481495149,0.0471078624014497,1.57811359,188.15536,27.2672015846,287.08,1.325,3546.0,0.460014,0.959,-0.08612,1
TOI-700 e,-0.0596669810404315,-0.1227152091663114,-0.0054287557187539,-1.948930505415776,-0.0198281281290884,-2.0894525773222177,-0.4197999628155862,0.0459694481495149,0.0471078624014497,0.94918578,188.15536,27.80968975735,272.9,1.325,3482.0,0.419457,0.959,-0.08612,1
TOI-715 b,-0.0495012867113525,-0.1227152091663114,-0.0054329932717302,-2.0838732136194014,-0.0198281281290884,-2.5172382561342053,-0.5252784252173156,-2.41406647785874,0.0471078624014497,1.55,188.15536,19.288004,234.0,1.325,3075.0,0.24,0.225,-0.08612,1
TOI-2095 c,-0.0512351562775441,-0.1227152091663114,-0.0054285754294828,-1.8526320586360163,-0.0198281281290884,-1.8119699748495768,-0.394086439391307,0.0459694481495149,0.0471078624014497,1.44752461,188.15536,28.17225006579,300.66,1.325,3746.0,0.463205,0.959,-0.08612,1
TOI-2095 c,-0.0532236565853501,-0.3275897479162397,-0.0054285753947068,-1.865328467685509,-0.0198281281290884,-1.798306058818727,-0.4077255157161767,-1.6934837474884743,-3.7434397317297607,1.33,7.4,28.17232,297.0,1.325,3759.0,0.44,0.44,-1.45892,1
Kepler-296 d,-0.051193273017715,-0.1227152091663114,-0.0054327136254815,-1.8826732887913733,-0.0198281281290884,-2.0526651110853145,-0.4488690340415753,-1.8945766024755253,0.0471078624014497,1.45,188.15536,19.85037041,292.0,1.325,3517.0,0.37,0.38,-0.08612,1
Kepler-296 d,-0.0500088826032612,-0.1227152091663114,-0.0054327136630053,-1.865328467685509,-0.0198281281290884,-2.043205476910111,-0.4412280949240013,-1.84765493631188,0.0471078624014497,1.52,188.15536,19.85029495,297.0,1.325,3526.0,0.383,0.394,-0.08612,1
Kepler-62 e,-0.0496704853419887,-0.1227152091663114,-0.0053817253360696,-2.0110249649747707,-0.0198281281290884,-0.6967842126394561,-0.3130954235677598,-1.0030649453662666,0.0471078624014497,1.54,188.15536,122.38742,255.0,1.325,4807.0,0.601,0.646,-0.08612,1
LP 890-9 c,-0.0525976216519959,-0.3073012527721746,-0.0054383789421899,-1.9520525732148315,-0.0198281281290884,-2.753729110514297,-0.5748857530267963,-2.7726820692523138,-7.560549875289542,1.367,25.3,8.457463,272.0,1.325,2850.0,0.1556,0.118,-2.84134,1
