pl_name,habitability_probability,habitability_score,predicted_class,actual_label,rank
Kepler-387 c,3.4994523e-06,0.00034994524,0,0,5548
Kepler-372 b,3.4989753e-06,0.00034989754,0,0,5549
Kepler-372 b,3.4989753e-06,0.00034989754,0,0,5550
Kepler-372 b,3.4989753e-06,0.00034989754,0,0,5551
Kepler-1963 b,3.490503e-06,0.0003490503,0,0,5552
Kepler-1934 b,3.490503e-06,0.0003490503,0,0,5553
Kepler-1963 b,3.490503e-06,0.0003490503,0,0,5554
Kepler-1963 b,3.490503e-06,0.0003490503,0,0,5555
Kepler-1934 b,3.490503e-06,0.0003490503,0,0,5556
Kepler-1934 b,3.490503e-06,0.0003490503,0,0,5557
Kepler-1934 b,3.490503e-06,0.0003490503,0,0,5558
Kepler-1963 b,3.490503e-06,0.0003490503,0,0,5559
Kepler-763 c,3.4898042e-06,0.00034898042,0,0,5560
Kepler-763 c,3.4898042e-06,0.00034898042,0,0,5561
Kepler-763 c,3.4898042e-06,0.00034898042,0,0,5562
Kepler-1299 b,3.489671e-06,0.0003489671,0,0,5563
Kepler-1299 b,3.489671e-06,0.0003489671,0,0,5564
Kepler-1299 b,3.489671e-06,0.0003489671,0,0,5565
Kepler-1674 b,3.489598e-06,0.0003489598,0,0,5566
Kepler-1674 b,3.489598e-06,0.0003489598,0,0,5567
Kepler-1674 b,3.489598e-06,0.0003489598,0,0,5568
Kepler-1674 b,3.489598e-06,0.0003489598,0,0,5569
Kepler-1613 b,3.489002e-06,0.0003489002,0,0,5570
Kepler-1613 b,3.489002e-06,0.0003489002,0,0,5571
Kepler-1613 b,3.489002e-06,0.0003489002,0,0,5572
Kepler-1655 b,3.4886564e-06,0.00034886564,0,0,5573
Kepler-1655 b,3.4886564e-06,0.00034886564,0,0,5574
Kepler-1655 b,3.4886564e-06,0.00034886564,0,0,5575
Kepler-1380 b,3.4867203e-06,0.00034867204,0,0,5576
Kepler-1380 b,3.4867203e-06,0.00034867204,0,0,5577
Kepler-1380 b,3.4867203e-06,0.00034867204,0,0,5578
Kepler-770 c,3.4842374e-06,0.00034842372,0,0,5579
Kepler-293 c,3.4835298e-06,0.00034835297,0,0,5580
Kepler-227 c,3.4835298e-06,0.00034835297,0,0,5581
Kepler-293 c,3.4835298e-06,0.00034835297,0,0,5582
Kepler-293 c,3.4835298e-06,0.00034835297,0,0,5583
Kepler-227 c,3.4835298e-06,0.00034835297,0,0,5584
Kepler-227 c,3.4835298e-06,0.00034835297,0,0,5585
Kepler-227 c,3.4835298e-06,0.00034835297,0,0,5586
Kepler-293 c,3.4835298e-06,0.00034835297,0,0,5587
Kepler-194 d,3.4835298e-06,0.00034835297,0,0,5588
Kepler-938 b,3.4835298e-06,0.00034835297,0,0,5589
Kepler-1486 b,3.4835298e-06,0.00034835297,0,0,5590
Kepler-656 c,3.4775385e-06,0.00034775384,0,0,5591
Kepler-1394 b,3.4773295e-06,0.00034773294,0,0,5592
Kepler-992 b,3.4761858e-06,0.0003476186,0,0,5593
Kepler-1150 b,3.4730178e-06,0.00034730177,0,0,5594
Kepler-215 d,3.4644634e-06,0.00034644632,0,0,5595
TOI-6109 c,3.4615734e-06,0.00034615735,0,0,5596
Kepler-1607 b,3.457034e-06,0.0003457034,0,0,5597
Kepler-1224 b,3.457034e-06,0.0003457034,0,0,5598
Kepler-1224 b,3.457034e-06,0.0003457034,0,0,5599
Kepler-1224 b,3.457034e-06,0.0003457034,0,0,5600
Kepler-1607 b,3.457034e-06,0.0003457034,0,0,5601
Kepler-1199 b,3.457034e-06,0.0003457034,0,0,5602
Kepler-1199 b,3.457034e-06,0.0003457034,0,0,5603
Kepler-1607 b,3.457034e-06,0.0003457034,0,0,5604
Kepler-1607 b,3.457034e-06,0.0003457034,0,0,5605
Kepler-1199 b,3.457034e-06,0.0003457034,0,0,5606
Kepler-647 b,3.457034e-06,0.0003457034,0,0,5607
Kepler-1445 b,3.451822e-06,0.0003451822,0,0,5608
Kepler-274 c,3.4503937e-06,0.00034503936,0,0,5609
Kepler-274 c,3.4503937e-06,0.00034503936,0,0,5610
Kepler-274 c,3.4503937e-06,0.00034503936,0,0,5611
Kepler-237 b,3.4500383e-06,0.00034500382,0,0,5612
Kepler-237 b,3.4500383e-06,0.00034500382,0,0,5613
Kepler-237 b,3.4500383e-06,0.00034500382,0,0,5614
Kepler-1312 c,3.4443283e-06,0.00034443283,0,0,5615
Kepler-1312 c,3.4443283e-06,0.00034443283,0,0,5616
Kepler-1312 c,3.4443283e-06,0.00034443283,0,0,5617
Kepler-1670 b,3.4436384e-06,0.00034436386,0,0,5618
Kepler-1670 b,3.4436384e-06,0.00034436386,0,0,5619
Kepler-1670 b,3.4436384e-06,0.00034436386,0,0,5620
TOI-125 d,3.4436384e-06,0.00034436386,0,0,5621
Kepler-821 b,3.4425186e-06,0.00034425186,0,0,5622
Kepler-821 b,3.4425186e-06,0.00034425186,0,0,5623
Kepler-1379 b,3.4425186e-06,0.00034425186,0,0,5624
Kepler-1055 b,3.4425186e-06,0.00034425186,0,0,5625
Kepler-821 b,3.4425186e-06,0.00034425186,0,0,5626
WASP-107 b,3.4419147e-06,0.00034419147,0,0,5627
Kepler-998 b,3.4377385e-06,0.00034377386,0,0,5628
Kepler-362 c,3.4376437e-06,0.00034376438,0,0,5629
Kepler-430 b,3.4376437e-06,0.00034376438,0,0,5630
Kepler-430 b,3.4376437e-06,0.00034376438,0,0,5631
Kepler-430 b,3.4376437e-06,0.00034376438,0,0,5632
Kepler-758 e,3.437332e-06,0.0003437332,0,0,5633
Kepler-758 e,3.437332e-06,0.0003437332,0,0,5634
Kepler-93 b,3.437332e-06,0.0003437332,0,0,5635
Kepler-758 e,3.437332e-06,0.0003437332,0,0,5636
Kepler-1302 b,3.43726e-06,0.000343726,0,0,5637
Kepler-1302 b,3.43726e-06,0.000343726,0,0,5638
Kepler-217 c,3.43726e-06,0.000343726,0,0,5639
Kepler-217 c,3.43726e-06,0.000343726,0,0,5640
Kepler-1302 b,3.43726e-06,0.000343726,0,0,5641
Kepler-217 c,3.43726e-06,0.000343726,0,0,5642
Kepler-776 b,3.434563e-06,0.0003434563,0,0,5643
Kepler-28 b,3.4291043e-06,0.0003429104,0,0,5644
Kepler-105 c,3.4184043e-06,0.00034184044,0,0,5645
Kepler-1370 b,3.4182415e-06,0.00034182414,0,0,5646
Kepler-1370 b,3.4182415e-06,0.00034182414,0,0,5647
Kepler-887 b,3.4182415e-06,0.00034182414,0,0,5648
Kepler-508 b,3.4182415e-06,0.00034182414,0,0,5649
Kepler-784 b,3.4182415e-06,0.00034182414,0,0,5650
Kepler-1370 b,3.4182415e-06,0.00034182414,0,0,5651
Kepler-1857 b,3.418111e-06,0.0003418111,0,0,5652
Kepler-1857 b,3.418111e-06,0.0003418111,0,0,5653
Kepler-1857 b,3.418111e-06,0.0003418111,0,0,5654
Kepler-224 c,3.4158331e-06,0.0003415833,0,0,5655
Kepler-224 c,3.4158331e-06,0.0003415833,0,0,5656
Kepler-224 c,3.4158331e-06,0.0003415833,0,0,5657
Kepler-876 b,3.4089146e-06,0.00034089145,0,0,5658
Kepler-332 b,3.4089146e-06,0.00034089145,0,0,5659
Kepler-332 b,3.4089146e-06,0.00034089145,0,0,5660
Kepler-876 b,3.4089146e-06,0.00034089145,0,0,5661
Kepler-332 b,3.4089146e-06,0.00034089145,0,0,5662
Kepler-876 b,3.4089146e-06,0.00034089145,0,0,5663
Kepler-1431 b,3.4089146e-06,0.00034089145,0,0,5664
Kepler-1673 b,3.407153e-06,0.00034071528,0,0,5665
Kepler-1715 b,3.407153e-06,0.00034071528,0,0,5666
Kepler-1715 b,3.407153e-06,0.00034071528,0,0,5667
Kepler-1715 b,3.407153e-06,0.00034071528,0,0,5668
Kepler-1715 b,3.407153e-06,0.00034071528,0,0,5669
Kepler-1673 b,3.407153e-06,0.00034071528,0,0,5670
Kepler-1673 b,3.407153e-06,0.00034071528,0,0,5671
Kepler-1673 b,3.407153e-06,0.00034071528,0,0,5672
Kepler-1184 b,3.406607e-06,0.00034066068,0,0,5673
Kepler-1184 b,3.406607e-06,0.00034066068,0,0,5674
Kepler-1184 b,3.406607e-06,0.00034066068,0,0,5675
Kepler-1722 b,3.4063344e-06,0.00034063344,0,0,5676
Kepler-1722 b,3.4063344e-06,0.00034063344,0,0,5677
Kepler-1722 b,3.4063344e-06,0.00034063344,0,0,5678
Kepler-207 b,3.403558e-06,0.0003403558,0,0,5679
Kepler-374 b,3.403558e-06,0.0003403558,0,0,5680
Kepler-280 b,3.403558e-06,0.0003403558,0,0,5681
Kepler-551 b,3.402373e-06,0.0003402373,0,0,5682
Kepler-1187 b,3.3987833e-06,0.00033987832,0,0,5683
Kepler-1187 b,3.3987833e-06,0.00033987832,0,0,5684
Kepler-1187 b,3.3987833e-06,0.00033987832,0,0,5685
Kepler-1461 b,3.3987767e-06,0.00033987768,0,0,5686
Kepler-1461 b,3.3987767e-06,0.00033987768,0,0,5687
Kepler-1461 b,3.3987767e-06,0.00033987768,0,0,5688
Kepler-1244 b,3.398336e-06,0.0003398336,0,0,5689
Kepler-1055 b,3.3933616e-06,0.00033933617,0,0,5690
Kepler-1055 b,3.3933616e-06,0.00033933617,0,0,5691
Kepler-1055 b,3.3933616e-06,0.00033933617,0,0,5692
Kepler-1098 b,3.3933616e-06,0.00033933617,0,0,5693
Kepler-1098 b,3.3933616e-06,0.00033933617,0,0,5694
Kepler-1098 b,3.3933616e-06,0.00033933617,0,0,5695
Kepler-906 b,3.3933518e-06,0.00033933518,0,0,5696
Kepler-906 b,3.3933518e-06,0.00033933518,0,0,5697
Kepler-906 b,3.3933518e-06,0.00033933518,0,0,5698
Kepler-495 b,3.3860426e-06,0.00033860427,0,0,5699
Kepler-495 b,3.3860426e-06,0.00033860427,0,0,5700
Kepler-495 b,3.3860426e-06,0.00033860427,0,0,5701
Kepler-1909 b,3.3836184e-06,0.00033836183,0,0,5702
Kepler-129 b,3.383212e-06,0.0003383212,0,0,5703
Kepler-129 b,3.383212e-06,0.0003383212,0,0,5704
Kepler-256 e,3.383212e-06,0.0003383212,0,0,5705
Kepler-1158 b,3.383212e-06,0.0003383212,0,0,5706
Kepler-129 b,3.383212e-06,0.0003383212,0,0,5707
Kepler-48 d,3.381009e-06,0.00033810092,0,0,5708
Kepler-169 d,3.3798324e-06,0.00033798325,0,0,5709
Kepler-927 b,3.3784597e-06,0.00033784597,0,0,5710
Kepler-927 b,3.3784597e-06,0.00033784597,0,0,5711
Kepler-1493 b,3.3784597e-06,0.00033784597,0,0,5712
Kepler-927 b,3.3784597e-06,0.00033784597,0,0,5713
Kepler-927 b,3.3784597e-06,0.00033784597,0,0,5714
Kepler-1067 c,3.3747015e-06,0.00033747015,0,0,5715
Kepler-79 d,3.3739102e-06,0.00033739101,0,0,5716
Kepler-224 c,3.369823e-06,0.00033698228,0,0,5717
Kepler-121 c,3.3696913e-06,0.00033696913,0,0,5718
Kepler-121 c,3.3696913e-06,0.00033696913,0,0,5719
Kepler-121 c,3.3696913e-06,0.00033696913,0,0,5720
Kepler-1012 b,3.3693057e-06,0.00033693056,0,0,5721
Kepler-1290 b,3.3693057e-06,0.00033693056,0,0,5722
Kepler-1843 b,3.3605897e-06,0.00033605896,0,0,5723
Kepler-1490 b,3.3494266e-06,0.00033494266,0,0,5724
Kepler-1358 b,3.3466265e-06,0.00033466265,0,0,5725
Kepler-1358 b,3.3466265e-06,0.00033466265,0,0,5726
Kepler-1358 b,3.3466265e-06,0.00033466265,0,0,5727
Kepler-1358 b,3.3466265e-06,0.00033466265,0,0,5728
TOI-1235 b,3.3443896e-06,0.00033443896,0,0,5729
Kepler-246 b,3.3406793e-06,0.00033406794,0,0,5730
Kepler-1446 b,3.336359e-06,0.0003336359,0,0,5731
Kepler-1446 b,3.336359e-06,0.0003336359,0,0,5732
Kepler-1446 b,3.336359e-06,0.0003336359,0,0,5733
Kepler-619 d,3.3362762e-06,0.00033362763,0,0,5734
Kepler-1860 b,3.3355761e-06,0.0003335576,0,0,5735
Kepler-102 d,3.3351405e-06,0.00033351404,0,0,5736
Kepler-102 d,3.3351405e-06,0.00033351404,0,0,5737
Kepler-102 d,3.3351405e-06,0.00033351404,0,0,5738
Kepler-1693 b,3.3299348e-06,0.00033299348,0,0,5739
Kepler-1693 b,3.3299348e-06,0.00033299348,0,0,5740
Kepler-1693 b,3.3299348e-06,0.00033299348,0,0,5741
Kepler-1928 b,3.3295282e-06,0.00033295283,0,0,5742
Kepler-250 c,3.3289377e-06,0.00033289377,0,0,5743
Kepler-239 b,3.3275855e-06,0.00033275856,0,0,5744
Kepler-239 b,3.3275855e-06,0.00033275856,0,0,5745
Kepler-239 b,3.3275855e-06,0.00033275856,0,0,5746
Kepler-1409 b,3.3267668e-06,0.0003326767,0,0,5747
Kepler-825 b,3.3263545e-06,0.00033263545,0,0,5748
Kepler-1346 b,3.3263545e-06,0.00033263545,0,0,5749
Kepler-825 b,3.3263545e-06,0.00033263545,0,0,5750
Kepler-825 b,3.3263545e-06,0.00033263545,0,0,5751
Kepler-1406 b,3.3247306e-06,0.00033247308,0,0,5752
Kepler-1406 b,3.3247306e-06,0.00033247308,0,0,5753
Kepler-1406 b,3.3247306e-06,0.00033247308,0,0,5754
Kepler-1954 b,3.3235513e-06,0.00033235512,0,0,5755
Kepler-1831 b,3.3216375e-06,0.00033216373,0,0,5756
Kepler-1831 b,3.3216375e-06,0.00033216373,0,0,5757
Kepler-1812 b,3.3216375e-06,0.00033216373,0,0,5758
Kepler-1831 b,3.3216375e-06,0.00033216373,0,0,5759
Kepler-1745 b,3.3201648e-06,0.00033201647,0,0,5760
Kepler-975 c,3.3183858e-06,0.0003318386,0,0,5761
Kepler-975 c,3.3183858e-06,0.0003318386,0,0,5762
Kepler-975 c,3.3183858e-06,0.0003318386,0,0,5763
Kepler-306 d,3.3150457e-06,0.00033150456,0,0,5764
Kepler-398 d,3.3090064e-06,0.00033090063,0,0,5765
Kepler-1310 b,3.3088486e-06,0.00033088485,0,0,5766
Kepler-1310 b,3.3088486e-06,0.00033088485,0,0,5767
Kepler-1310 b,3.3088486e-06,0.00033088485,0,0,5768
Kepler-1143 b,3.3086847e-06,0.00033086847,0,0,5769
HD 260655 c,3.305745e-06,0.0003305745,0,0,5770
Kepler-1061 b,3.303895e-06,0.0003303895,0,0,5771
Kepler-1061 b,3.303895e-06,0.0003303895,0,0,5772
Kepler-1061 b,3.303895e-06,0.0003303895,0,0,5773
Kepler-1343 b,3.303457e-06,0.0003303457,0,0,5774
Kepler-1180 b,3.3030474e-06,0.00033030473,0,0,5775
Kepler-1180 b,3.3030474e-06,0.00033030473,0,0,5776
Kepler-1180 b,3.3030474e-06,0.00033030473,0,0,5777
Kepler-1180 b,3.3030474e-06,0.00033030473,0,0,5778
K2-5 b,3.3028869e-06,0.0003302887,0,0,5779
Kepler-1619 b,3.2994333e-06,0.00032994332,0,0,5780
Kepler-1619 b,3.2994333e-06,0.00032994332,0,0,5781
Kepler-1619 b,3.2994333e-06,0.00032994332,0,0,5782
Kepler-1363 b,3.2990115e-06,0.00032990114,0,0,5783
Kepler-1406 b,3.2975993e-06,0.00032975993,0,0,5784
Kepler-1332 b,3.2975993e-06,0.00032975993,0,0,5785
GPX-1 b,3.2959078e-06,0.00032959078,0,0,5786
K2-19 d,3.2959078e-06,0.00032959078,0,0,5787
Kepler-106 d,3.2956248e-06,0.00032956246,0,0,5788
Kepler-106 d,3.2956248e-06,0.00032956246,0,0,5789
Kepler-106 d,3.2956248e-06,0.00032956246,0,0,5790
Kepler-760 b,3.2922637e-06,0.00032922637,0,0,5791
Kepler-760 b,3.2922637e-06,0.00032922637,0,0,5792
Kepler-559 b,3.2922637e-06,0.00032922637,0,0,5793
K2-292 b,3.2922637e-06,0.00032922637,0,0,5794
Kepler-760 b,3.2922637e-06,0.00032922637,0,0,5795
KOI-94 b,3.2921537e-06,0.00032921537,0,0,5796
Kepler-256 b,3.2915823e-06,0.00032915824,0,0,5797
Kepler-285 b,3.2915823e-06,0.00032915824,0,0,5798
Kepler-255 d,3.2915823e-06,0.00032915824,0,0,5799
Kepler-1107 b,3.2915823e-06,0.00032915824,0,0,5800
Kepler-256 b,3.2915823e-06,0.00032915824,0,0,5801
Kepler-255 d,3.2915823e-06,0.00032915824,0,0,5802
Kepler-256 b,3.2915823e-06,0.00032915824,0,0,5803
Kepler-255 d,3.2915823e-06,0.00032915824,0,0,5804
Kepler-1107 b,3.2915823e-06,0.00032915824,0,0,5805
Kepler-1107 b,3.2915823e-06,0.00032915824,0,0,5806
Kepler-262 b,3.290625e-06,0.00032906252,0,0,5807
Kepler-262 b,3.290625e-06,0.00032906252,0,0,5808
Kepler-262 b,3.290625e-06,0.00032906252,0,0,5809
TOI-2134 b,3.2893763e-06,0.00032893763,0,0,5810
Kepler-172 b,3.2887583e-06,0.00032887585,0,0,5811
Kepler-1537 b,3.2887583e-06,0.00032887585,0,0,5812
Kepler-1537 b,3.2887583e-06,0.00032887585,0,0,5813
Kepler-172 b,3.2887583e-06,0.00032887585,0,0,5814
Kepler-1537 b,3.2887583e-06,0.00032887585,0,0,5815
Kepler-172 b,3.2887583e-06,0.00032887585,0,0,5816
Kepler-168 b,3.2859243e-06,0.00032859243,0,0,5817
Kepler-168 b,3.2859243e-06,0.00032859243,0,0,5818
Kepler-168 b,3.2859243e-06,0.00032859243,0,0,5819
Kepler-549 d,3.2836847e-06,0.00032836848,0,0,5820
Kepler-818 b,3.2762994e-06,0.00032762994,0,0,5821
Kepler-1133 b,3.2757275e-06,0.00032757275,0,0,5822
Kepler-1133 b,3.2757275e-06,0.00032757275,0,0,5823
Kepler-1133 b,3.2757275e-06,0.00032757275,0,0,5824
TOI-712 b,3.2748467e-06,0.00032748468,0,0,5825
Kepler-1838 b,3.2746093e-06,0.00032746093,0,0,5826
Kepler-1882 b,3.2746093e-06,0.00032746093,0,0,5827
Kepler-1713 b,3.2746093e-06,0.00032746093,0,0,5828
Kepler-1713 b,3.2746093e-06,0.00032746093,0,0,5829
Kepler-1882 b,3.2746093e-06,0.00032746093,0,0,5830
Kepler-1713 b,3.2746093e-06,0.00032746093,0,0,5831
Kepler-1713 b,3.2746093e-06,0.00032746093,0,0,5832
Kepler-1882 b,3.2746093e-06,0.00032746093,0,0,5833
Kepler-354 b,3.2681107e-06,0.00032681107,0,0,5834
Kepler-875 b,3.2673938e-06,0.0003267394,0,0,5835
Kepler-292 f,3.2673938e-06,0.0003267394,0,0,5836
Kepler-875 b,3.2673938e-06,0.0003267394,0,0,5837
Kepler-875 b,3.2673938e-06,0.0003267394,0,0,5838
Kepler-290 c,3.2647465e-06,0.00032647466,0,0,5839
Kepler-290 c,3.2647465e-06,0.00032647466,0,0,5840
Kepler-290 c,3.2647465e-06,0.00032647466,0,0,5841
TOI-1064 b,3.2645066e-06,0.00032645065,0,0,5842
Kepler-1906 b,3.2637752e-06,0.0003263775,0,0,5843
Kepler-1050 b,3.2637256e-06,0.00032637257,0,0,5844
Kepler-1050 b,3.2637256e-06,0.00032637257,0,0,5845
Kepler-1050 b,3.2637256e-06,0.00032637257,0,0,5846
Kepler-848 b,3.263486e-06,0.00032634859,0,0,5847
Kepler-1131 b,3.263486e-06,0.00032634859,0,0,5848
Kepler-848 b,3.263486e-06,0.00032634859,0,0,5849
Kepler-164 b,3.263486e-06,0.00032634859,0,0,5850
Kepler-918 b,3.263486e-06,0.00032634859,0,0,5851
Kepler-918 b,3.263486e-06,0.00032634859,0,0,5852
Kepler-1131 b,3.263486e-06,0.00032634859,0,0,5853
Kepler-918 b,3.263486e-06,0.00032634859,0,0,5854
Kepler-848 b,3.263486e-06,0.00032634859,0,0,5855
Kepler-164 b,3.263486e-06,0.00032634859,0,0,5856
Kepler-1131 b,3.263486e-06,0.00032634859,0,0,5857
Kepler-164 b,3.263486e-06,0.00032634859,0,0,5858
Kepler-1009 b,3.2618307e-06,0.00032618307,0,0,5859
Kepler-149 b,3.2551898e-06,0.00032551898,0,0,5860
Kepler-1542 d,3.2538612e-06,0.00032538612,0,0,5861
Kepler-1542 d,3.2538612e-06,0.00032538612,0,0,5862
Kepler-48 d,3.2538583e-06,0.00032538583,0,0,5863
Kepler-341 e,3.2538583e-06,0.00032538583,0,0,5864
Kepler-48 d,3.2538583e-06,0.00032538583,0,0,5865
Kepler-48 d,3.2538583e-06,0.00032538583,0,0,5866
Kepler-1602 b,3.2439093e-06,0.00032439095,0,0,5867
Kepler-1602 b,3.2439093e-06,0.00032439095,0,0,5868
Kepler-1602 b,3.2439093e-06,0.00032439095,0,0,5869
Kepler-1471 b,3.2413457e-06,0.00032413457,0,0,5870
TOI-1117 b,3.2390808e-06,0.00032390808,0,0,5871
Kepler-1139 b,3.2351663e-06,0.00032351664,0,0,5872
Kepler-1139 b,3.2351663e-06,0.00032351664,0,0,5873
Kepler-1139 b,3.2351663e-06,0.00032351664,0,0,5874
Kepler-1818 b,3.2307355e-06,0.00032307356,0,0,5875
Kepler-1818 b,3.2307355e-06,0.00032307356,0,0,5876
Kepler-1818 b,3.2307355e-06,0.00032307356,0,0,5877
Kepler-207 d,3.2306461e-06,0.00032306463,0,0,5878
Kepler-207 d,3.2306461e-06,0.00032306463,0,0,5879
Kepler-207 d,3.2306461e-06,0.00032306463,0,0,5880
Kepler-320 b,3.2293372e-06,0.00032293372,0,0,5881
Kepler-431 b,3.2293372e-06,0.00032293372,0,0,5882
Kepler-320 b,3.2293372e-06,0.00032293372,0,0,5883
Kepler-431 b,3.2293372e-06,0.00032293372,0,0,5884
Kepler-431 b,3.2293372e-06,0.00032293372,0,0,5885
Kepler-320 b,3.2293372e-06,0.00032293372,0,0,5886
Kepler-736 b,3.2273697e-06,0.00032273697,0,0,5887
Kepler-949 c,3.2263017e-06,0.00032263016,0,0,5888
Kepler-949 c,3.2263017e-06,0.00032263016,0,0,5889
Kepler-1991 c,3.2263017e-06,0.00032263016,0,0,5890
Kepler-949 c,3.2263017e-06,0.00032263016,0,0,5891
Kepler-949 c,3.2263017e-06,0.00032263016,0,0,5892
TOI-6041 b,3.2263017e-06,0.00032263016,0,0,5893
Kepler-1322 c,3.224973e-06,0.0003224973,0,0,5894
Kepler-607 c,3.2245455e-06,0.00032245455,0,0,5895
Kepler-607 c,3.2245455e-06,0.00032245455,0,0,5896
Kepler-607 c,3.2245455e-06,0.00032245455,0,0,5897
TOI-1246 e,3.2245455e-06,0.00032245455,0,0,5898
Kepler-1776 b,3.2245455e-06,0.00032245455,0,0,5899
Kepler-1697 b,3.2245455e-06,0.00032245455,0,0,5900
EPIC 249893012 d,3.2245455e-06,0.00032245455,0,0,5901
Kepler-226 d,3.2200312e-06,0.00032200312,0,0,5902
Kepler-226 d,3.2200312e-06,0.00032200312,0,0,5903
Kepler-339 c,3.2200312e-06,0.00032200312,0,0,5904
Kepler-339 c,3.2200312e-06,0.00032200312,0,0,5905
Kepler-226 d,3.2200312e-06,0.00032200312,0,0,5906
Kepler-339 c,3.2200312e-06,0.00032200312,0,0,5907
Kepler-1162 b,3.2161768e-06,0.00032161767,0,0,5908
Kepler-192 c,3.2161768e-06,0.00032161767,0,0,5909
Kepler-1162 b,3.2161768e-06,0.00032161767,0,0,5910
Kepler-192 c,3.2161768e-06,0.00032161767,0,0,5911
Kepler-192 c,3.2161768e-06,0.00032161767,0,0,5912
Kepler-1162 b,3.2161768e-06,0.00032161767,0,0,5913
Kepler-1848 b,3.2152227e-06,0.00032152227,0,0,5914
Kepler-208 e,3.2146802e-06,0.00032146802,0,0,5915
Kepler-208 e,3.2146802e-06,0.00032146802,0,0,5916
Kepler-208 e,3.2146802e-06,0.00032146802,0,0,5917
Kepler-984 b,3.214496e-06,0.0003214496,0,0,5918
Kepler-11 f,3.214496e-06,0.0003214496,0,0,5919
Kepler-1031 b,3.2129362e-06,0.00032129363,0,0,5920
Kepler-1141 b,3.2129362e-06,0.00032129363,0,0,5921
Kepler-1438 b,3.2129362e-06,0.00032129363,0,0,5922
Kepler-1438 b,3.2129362e-06,0.00032129363,0,0,5923
Kepler-1438 b,3.2129362e-06,0.00032129363,0,0,5924
Kepler-1560 b,3.2129362e-06,0.00032129363,0,0,5925
Kepler-1031 b,3.2129362e-06,0.00032129363,0,0,5926
Kepler-1031 b,3.2129362e-06,0.00032129363,0,0,5927
Kepler-1416 b,3.2129362e-06,0.00032129363,0,0,5928
Kepler-1416 b,3.2129362e-06,0.00032129363,0,0,5929
Kepler-1560 b,3.2129362e-06,0.00032129363,0,0,5930
Kepler-1560 b,3.2129362e-06,0.00032129363,0,0,5931
Kepler-1141 b,3.2129362e-06,0.00032129363,0,0,5932
Kepler-1141 b,3.2129362e-06,0.00032129363,0,0,5933
Kepler-1338 b,3.2129362e-06,0.00032129363,0,0,5934
Kepler-1338 b,3.2129362e-06,0.00032129363,0,0,5935
Kepler-1416 b,3.2129362e-06,0.00032129363,0,0,5936
Kepler-1561 b,3.2129362e-06,0.00032129363,0,0,5937
Kepler-1560 b,3.2129362e-06,0.00032129363,0,0,5938
Kepler-1561 b,3.2129362e-06,0.00032129363,0,0,5939
Kepler-1561 b,3.2129362e-06,0.00032129363,0,0,5940
Kepler-1561 b,3.2129362e-06,0.00032129363,0,0,5941
Kepler-1338 b,3.2129362e-06,0.00032129363,0,0,5942
Kepler-1339 b,3.2129362e-06,0.00032129363,0,0,5943
Kepler-1615 b,3.2125502e-06,0.000321255,0,0,5944
Kepler-1615 b,3.2125502e-06,0.000321255,0,0,5945
Kepler-1615 b,3.2125502e-06,0.000321255,0,0,5946
Kepler-616 b,3.2118733e-06,0.0003211873,0,0,5947
Kepler-616 b,3.2118733e-06,0.0003211873,0,0,5948
Kepler-616 b,3.2118733e-06,0.0003211873,0,0,5949
K2-220 b,3.2118733e-06,0.0003211873,0,0,5950
K2-285 d,3.2118733e-06,0.0003211873,0,0,5951
Kepler-338 b,3.2118733e-06,0.0003211873,0,0,5952
Kepler-338 b,3.2118733e-06,0.0003211873,0,0,5953
Kepler-338 b,3.2118733e-06,0.0003211873,0,0,5954
Kepler-1286 b,3.2118733e-06,0.0003211873,0,0,5955
Kepler-885 b,3.2118733e-06,0.0003211873,0,0,5956
Kepler-1286 b,3.2118733e-06,0.0003211873,0,0,5957
Kepler-1286 b,3.2118733e-06,0.0003211873,0,0,5958
Kepler-885 b,3.2118733e-06,0.0003211873,0,0,5959
Kepler-1286 b,3.2118733e-06,0.0003211873,0,0,5960
Kepler-340 b,3.2118733e-06,0.0003211873,0,0,5961
Kepler-885 b,3.2118733e-06,0.0003211873,0,0,5962
Kepler-376 c,3.2118733e-06,0.0003211873,0,0,5963
Kepler-410 A b,3.2118733e-06,0.0003211873,0,0,5964
K2-277 b,3.2087169e-06,0.00032087168,0,0,5965
Kepler-1254 b,3.2046953e-06,0.00032046952,0,0,5966
Kepler-1254 b,3.2046953e-06,0.00032046952,0,0,5967
Kepler-1254 b,3.2046953e-06,0.00032046952,0,0,5968
Kepler-639 b,3.2037174e-06,0.00032037174,0,0,5969
Kepler-37 d,3.2029538e-06,0.0003202954,0,0,5970
Kepler-1876 b,3.2012376e-06,0.00032012377,0,0,5971
Kepler-1856 b,3.199858e-06,0.0003199858,0,0,5972
Kepler-1856 b,3.199858e-06,0.0003199858,0,0,5973
Kepler-1856 b,3.199858e-06,0.0003199858,0,0,5974
Kepler-1297 b,3.18897e-06,0.000318897,0,0,5975
Kepler-1297 b,3.18897e-06,0.000318897,0,0,5976
Kepler-1297 b,3.18897e-06,0.000318897,0,0,5977
Kepler-1446 b,3.181294e-06,0.0003181294,0,0,5978
Kepler-1367 b,3.1795348e-06,0.00031795347,0,0,5979
Kepler-700 b,3.1785708e-06,0.00031785708,0,0,5980
