pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,st_spectype
2.338,,,,,,5105.0,,,
2.6,,17.46067,0.121,593.0,,5215.0,,,
2.18,,17.460812,0.124,,,5100.0,,,
2.53,,17.46085263,0.1225,619.0,,5257.0,,-0.02,
2.32,,17.46087931,0.1236,568.0,,5103.0,,0.04,
2.26,,17.46085263,0.12512,,,5105.0,,0.12,
,,17.46082827,,,,5031.0,-0.39579,,
2.53,,17.46085263,0.1225,619.0,,5257.0,,-0.02,
,26.7,17.460879,,,9.4,,,,
,,17.46087931,,,,5031.0,-0.39579,,
3.03,,36.2761238,0.2012,445.0,,5103.0,,0.04,
3.31,21.6,36.276,,,,,,,
3.24,,36.27594657,,,,5174.0,,0.05,
,,36.27537574,,,,5031.0,-0.39579,,
3.5,,36.27594657,0.1995,485.0,,5257.0,,-0.02,
3.125,,36.27594657,0.20375,,,5105.0,,0.12,
3.03,,36.277108,0.202,,,5100.0,,,
,5.46083,36.27612,,,0.0111,,,,
,,36.2761238,,,,5031.0,-0.39579,,
3.5,,36.27594657,0.1995,485.0,,5257.0,,-0.02,
3.5,,36.27594657,0.1995,485.0,,5257.0,,-0.02,
3.1,,36.28011,0.197,465.0,,5215.0,,,
3.058,,,,,,5105.0,,,
,,3.219814777,,,,5031.0,-0.39579,,
1.92,,3.219821056,0.0397,1088.0,,5257.0,,-0.02,
,1806.36,3.2198148,,,902.0,,,,
1.92,,3.219821056,0.0397,1088.0,,5257.0,,-0.02,
,,3.2198211967,,,,5031.0,-0.39579,,
1.72,,3.219792,0.039,1044.0,,5215.0,,,
1.708,,,,,,5105.0,,,
1.69,,3.219814777,0.04,998.0,,5103.0,,0.04,
1.75,,3.219821056,,,,5174.0,,0.05,
1.712,,3.219821056,0.04053,,,5105.0,,0.12,
1.92,,3.219821056,0.0397,1088.0,,5257.0,,-0.02,
,,4.601811819,,,,5084.0,-0.41338,,
2.35,,4.601811819,0.0501,896.0,,4986.0,,0.16,
,,4.60181733,,,,5084.0,-0.41338,,
2.34,,4.60182,0.052,,,5206.0,,,
,,4.6018132238,,,,5084.0,-0.41338,,
2.21,,4.601816855,0.05137,,,5088.0,,0.2,
2.164,,,,,,5088.0,,,
2.2,,4.601836,0.049,890.0,,5122.0,,,
2.56,,4.601816855,,,,5434.0,,0.01,
2.37,,4.601816855,0.052,906.0,,5202.0,,0.14,
2.37,,4.601816855,0.052,906.0,,5202.0,,0.14,
2.37,,4.601816855,0.052,906.0,,5202.0,,0.14,
,,11.187370327,,,,5084.0,-0.41338,,
,,11.18701801,,,,5084.0,-0.41338,,
1.7,,11.18714042,,,,5434.0,,0.01,
,,11.18719905,,,,5084.0,-0.41338,,
1.46,,11.18714,0.089,661.0,,5122.0,,,
1.55,,11.18719905,0.0907,667.0,,4986.0,,0.16,
1.56,,11.18714042,0.094,674.0,,5202.0,,0.14,
1.453,,11.18714042,0.09287,,,5088.0,,0.2,
1.56,,11.18714042,0.094,674.0,,5202.0,,0.14,
1.56,,11.18714042,0.094,674.0,,5202.0,,0.14,
1.43,,,,,,5088.0,,,
1.5,,11.187161,0.095,,,5206.0,,,
1.641,,3.336125104,0.04201,,,5060.0,,0.3,
1.65,,3.336125104,0.042,975.0,,5094.0,,0.21,
1.74,,3.336123113,0.0418,970.0,,5097.0,,0.21,
1.64,,3.33616,0.042,,,5100.0,,,
1.784,,,,,,5060.0,,,
,,3.3361570009,,,,4929.0,-0.42165,,
,,3.336123113,,,,4929.0,-0.42165,,
1.66,,3.336125104,,,,5130.0,,0.05,
1.65,,3.336125104,0.042,975.0,,5094.0,,0.21,
1.45,,3.336205,0.04,910.0,,5010.0,,,
1.65,,3.336125104,0.042,975.0,,5094.0,,0.21,
,,3.33611851,,,,4929.0,-0.42165,,
4.35,,9.439460801,,,,5130.0,,0.05,
,,9.43946119,,,,4929.0,-0.42165,,
4.34,,9.439460801,0.084,690.0,,5094.0,,0.21,
4.34,,9.439460801,0.084,690.0,,5094.0,,0.21,
4.34,,9.439460801,0.084,690.0,,5094.0,,0.21,
3.8,,9.439451,0.08,643.0,,5010.0,,,
4.16,,9.439459486,0.0837,686.0,,5097.0,,0.21,
,,9.4394661625,,,,4929.0,-0.42165,,
,,9.439459486,,,,4929.0,-0.42165,,
4.282,,,,,,5060.0,,,
4.325,,9.439460801,0.08404,,,5060.0,,0.3,
4.09,,9.439452,0.084,,,5100.0,,,
4.974,,20.47735749,0.14081,,,5060.0,,0.3,
3.007,,,,,,5060.0,,,
,,20.48379491,,,,4929.0,-0.42165,,
3.9,,20.476536,0.134,497.0,,5010.0,,,
,,20.47748843,,,,4929.0,-0.42165,,
5.07,,20.47735749,,,,5130.0,,0.05,
5.0,,20.47735749,0.1408,533.0,,5094.0,,0.21,
5.0,,20.47735749,0.1408,533.0,,5094.0,,0.21,
2.92,,20.47748843,0.1402,530.0,,5097.0,,0.21,
3.94,,20.477912,0.14,,,5100.0,,,
5.0,,20.47735749,0.1408,533.0,,5094.0,,0.21,
2.915,,6.308203234,0.06302,,,4973.0,,0.17,
3.02,,6.308205,0.066,,,5190.0,,,
,,6.3082100625,,,,5175.0,-0.41834,0.18,
3.16,,6.308203234,0.0654,810.0,,5130.0,,0.48,
3.16,,6.308203234,0.0654,810.0,,5130.0,,0.48,
2.782,,,,,,4973.0,,,
2.96,,6.308201629,0.0654,819.0,,5191.0,,0.34,
,,6.308201629,,,,5175.0,-0.41834,0.18,
3.22,,6.308207,0.065,839.0,,5190.0,,,
3.16,,6.308203234,0.0654,810.0,,5130.0,,0.48,
3.14,,6.308203234,,,,5182.0,,0.2,
,,6.30820589,,,,5175.0,-0.41834,0.18,
4.14,,16.23947096,0.1229,598.0,,5191.0,,0.34,
4.07,,16.239494,0.123,,,5190.0,,,
,,16.2394945697,,,,5175.0,-0.41834,0.18,
,,16.23947096,,,,5175.0,-0.41834,0.18,
4.53,,16.23952,0.122,613.0,,5190.0,,,
3.883,,,,,,4973.0,,,
4.22,,16.23946714,0.1229,591.0,,5130.0,,0.48,
,,16.23946261,,,,5175.0,-0.41834,0.18,
4.22,,16.23946714,0.1229,591.0,,5130.0,,0.48,
4.12,,16.23946714,,,,5182.0,,0.2,
3.902,,16.23946714,0.11837,,,4973.0,,0.17,
4.22,,16.23946714,0.1229,591.0,,5130.0,,0.48,
,,3.3065702702,,,,3635.0,-1.38396,,
1.2,,3.306562,0.035,629.0,,3803.0,,,
1.0,,3.306548978,,,,3632.0,,-0.34,
1.134,,,,,,3565.0,,,
1.15,,3.31,,,,,,,
0.96,,3.3065691,0.03303,562.0,,3568.0,,0.02,M2 V
1.09,,3.306548978,0.0331,561.0,,3568.0,,0.02,
1.09,,3.306548978,0.0331,561.0,,3568.0,,0.02,
0.99,,3.30656751,,,,3635.0,-1.38396,,
1.09,,3.306539,0.035,,,3568.0,,,
0.91,,3.306551643,0.0331,554.0,,3561.0,,0.0,
1.045,,,,,,3630.0,-1.49485,,
,,3.306551643,,,,3635.0,-1.38396,,
1.09,,3.306548978,0.0331,561.0,,3568.0,,0.02,
0.95,,3.307,,,,3587.0,,-0.1,
,,3.30654812,,,,3635.0,-1.38396,,
1.394,,,,,,3630.0,-1.49485,,
1.57,,7.113726,0.058,489.0,,3803.0,,,
1.27,,7.11372736,0.0551,435.0,,3568.0,,0.02,
1.27,,7.114,,,,3587.0,,-0.1,
,,7.11373257,,,,3635.0,-1.38396,,
,,7.1137758566,,,,3635.0,-1.38396,,
1.16,,7.11373257,0.0551,429.0,,3561.0,,0.0,
1.27,,7.11372736,0.0551,435.0,,3568.0,,0.02,
,,7.11375572,,,,3635.0,-1.38396,,
1.51,,7.113702,0.058,,,3568.0,,,
1.27,,7.11372736,0.0551,435.0,,3568.0,,0.02,
1.17,,7.11372736,,,,3632.0,,-0.34,
1.28,,7.11388016,0.05504,435.0,,3568.0,,0.02,M2 V
1.25,,7.11369666,,,,3635.0,-1.38396,,
1.46,,7.11,,,,,,,
1.447,,,,,,3565.0,,,
1.24,,15.368,,,,3587.0,,-0.1,
1.17,,15.36834908,,,,3635.0,-1.38396,,
1.41,,15.37,,,,,,,
1.394,,,,,,3630.0,-1.49485,,
,,15.36845737,,,,3635.0,-1.38396,,
1.57,,15.368459,0.097,,,3568.0,,,
1.54,,15.36829,0.096,380.0,,3803.0,,,
,,15.36844007,,,,3635.0,-1.38396,,
1.08,,15.36843606,,,,3632.0,,-0.34,
,,15.3684408753,,,,3635.0,-1.38396,,
1.11,,15.36845737,0.0922,332.0,,3561.0,,0.0,
1.33,,15.36812973,0.09198,336.0,,3568.0,,0.02,M2 V
1.21,,15.36843606,0.0921,336.0,,3568.0,,0.02,
1.21,,15.36843606,0.0921,336.0,,3568.0,,0.02,
1.382,,,,,,3565.0,,,
1.21,,15.36843606,0.0921,336.0,,3568.0,,0.02,
2.704,,6.238534771,0.0694451968,,3.009133,,,,
,,6.23853555,,,,6212.0,0.46678,-0.01,
2.64,,6.238534771,0.0703,1193.0,,6270.0,,-0.04,
2.704,,6.238534771,0.0695,,,6285.0,,-0.04,
2.64,,6.238534771,0.0703,1193.0,,6270.0,,-0.04,
2.702,,6.2385369,,,,6212.0,0.46678,-0.01,
2.71,9.6,6.2385,,,2.5,6270.0,,-0.04,
,8.74028119,6.2385347882,,,,6354.0,,,F8
,,6.238535444,,,,6212.0,0.46678,-0.01,
3.4,,6.2385593,0.07,1313.0,,6103.0,,,
2.6,4036.3,6.2385,0.068,,,6190.0,,0.01,
2.64,,6.238534771,0.0703,1193.0,,6270.0,,-0.04,
2.6,9.0,6.239,,,,,,,
2.71,,,,,,6285.0,,,
,,6.2385326915,,,,6212.0,0.46678,-0.01,
2.58,,6.238534771,,,,6212.0,0.46678,-0.01,
2.748,8.7,6.238297,,,2.32,,,,
2.97282834,,6.23875501335,,1255.46,,6212.0,,,
,1.63,6.2385354,,,0.43,,,,
2.53,,6.238535444,0.0685,1185.0,,6267.0,,-0.06,
,,12.7203749057,,,,6212.0,0.46678,-0.01,
,,12.72037372,,,,6212.0,0.46678,-0.01,
,,12.720370263,,,,6212.0,0.46678,-0.01,
4.59,,12.720374354,,,,6212.0,0.46678,-0.01,
5.095,,,,,,6285.0,,,
4.5,1322.12,12.7204,0.11,,,6190.0,,0.01,
,15.2239807,12.720370495,,,,6354.0,,,F8
4.627,,12.720374354,0.1117,,,6285.0,,-0.04,
4.627,,12.72037435,0.1116658582,,1.338589,,,,
,,12.7203724,,,,6354.0,0.4216,0.11,
4.75,,12.720370263,0.1101,934.0,,6267.0,,-0.06,
4.51,,12.720374354,0.113,941.0,,6270.0,,-0.04,
4.51,,12.720374354,0.113,941.0,,6270.0,,-0.04,
6.51,,12.720365,0.113,1033.0,,6103.0,,,
5.217,15.2,12.7207,,,0.588,,,,
4.51,,12.720374354,0.113,941.0,,6270.0,,-0.04,
5.154,,12.7203678,,,,6212.0,0.46678,-0.01,
4.96046,,12.72038,,705.0,,6212.0,,,
5.2,24.6,12.7204,,,0.9,6270.0,,-0.04,
4.5,14.3,12.72,,,,,,,
,2.34531,12.7203703,,,0.0022,,,,
,,122.4,,,,6354.0,,,F8
,89.9,123.0,,,,6270.0,,-0.04,
,,91.605187,0.4164221832,,,,,,
,71.9,122.4,,,,,,,
,,4.1480865119,,,,5015.0,-0.45709,,
,,4.14810719,,,,5015.0,-0.45709,,
1.16,,4.14808732,0.0479,928.0,,5162.0,,0.06,
1.16,,4.14808732,0.0479,928.0,,5162.0,,0.06,
1.13,,4.148141,0.048,,,5160.0,,,
1.12,,4.14808732,,,,5097.0,,0.02,
0.99,,4.14787,0.046,912.0,,5099.0,,,
0.975,,,,,,5007.0,,,
1.16,,4.14808732,0.0479,928.0,,5162.0,,0.06,
1.087,,4.14808732,0.04704,,,5007.0,,0.01,
1.08,,4.14810719,0.0469,938.0,,5029.0,,0.14,
,,7.15681552,,,,5015.0,-0.45709,,
2.41,,7.15681773,0.0689,773.0,,5162.0,,0.06,
,,7.15682722,,,,5015.0,-0.45709,,
2.269,,7.15681773,0.06767,,,5007.0,,0.01,
2.28,,7.156804,0.069,,,5160.0,,,
,,7.1568177584,,,,5015.0,-0.45709,,
2.41,,7.15681773,0.0689,773.0,,5162.0,,0.06,
2.3,,7.156816,0.066,761.0,,5099.0,,,
2.41,,7.15681773,0.0689,773.0,,5162.0,,0.06,
2.41,,7.15681773,,,,5097.0,,0.02,
2.238,,,,,,5007.0,,,
2.47,,7.15681552,0.0675,782.0,,5029.0,,0.14,
2.098,,17.64830992,0.1235,,,5007.0,,0.01,
2.23,,17.64830992,0.1257,573.0,,5162.0,,0.06,
2.24,,17.64830992,,,,5097.0,,0.02,
2.43,,17.64830851,0.1232,579.0,,5029.0,,0.14,
2.18,,17.648312,0.127,,,5160.0,,,
,,17.64830851,,,,5015.0,-0.45709,,
,,17.64816096,,,,5015.0,-0.45709,,
2.205,,,,,,5007.0,,,
2.5,,17.64822,0.121,562.0,,5099.0,,,
2.23,,17.64830992,0.1257,573.0,,5162.0,,0.06,
2.23,,17.64830992,0.1257,573.0,,5162.0,,0.06,
,,17.6482492968,,,,5015.0,-0.45709,,
1.8,,4.79091735,0.0546,1151.0,,5883.0,,-0.16,
1.8,,4.79091735,0.0546,1151.0,,5883.0,,-0.16,
1.36,,4.79090809,0.0525,990.0,,5527.0,,-0.18,
1.66,,4.790873,0.055,1153.0,,5870.0,,,
1.357,,4.79091735,0.05354,,,5492.0,,-0.06,
,,4.7909835139,,,,5536.0,-0.17197,,
1.49,,4.79091735,,,,5622.0,,-0.02,
1.33,,4.790936,0.053,,,5526.0,,,
,,4.79090809,,,,5536.0,-0.17197,,
1.8,,4.79091735,0.0546,1151.0,,5883.0,,-0.16,
1.297,,,,,,5492.0,,,
3.59,,16.5141282,0.1245,762.0,,5883.0,,-0.16,
2.596,,,,,,5492.0,,,
,,16.51410989,,,,5536.0,-0.17197,,
3.08,,16.5141282,,,,5622.0,,-0.02,
2.72,,16.51410989,0.1199,655.0,,5527.0,,-0.18,
3.59,,16.5141282,0.1245,762.0,,5883.0,,-0.16,
2.77,,16.514043,0.122,,,5526.0,,,
2.704,,16.5141282,0.1222,,,5492.0,,-0.06,
,,16.51413217,,,,5536.0,-0.17197,,
,,16.5140863295,,,,5536.0,-0.17197,,
3.6,,16.51395,0.125,765.0,,5870.0,,,
3.59,,16.5141282,0.1245,762.0,,5883.0,,-0.16,
3.003,,,,,,5492.0,,,
3.8,,30.13254,0.187,625.0,,5870.0,,,
4.25,,30.1329303,0.1859,624.0,,5883.0,,-0.16,
4.25,,30.1329303,0.1859,624.0,,5883.0,,-0.16,
2.77,,30.133001,0.182,,,5526.0,,,
,,30.13275708,,,,5536.0,-0.17197,,
3.14,,30.1329298,0.179,536.0,,5527.0,,-0.18,
4.25,,30.1329303,0.1859,624.0,,5883.0,,-0.16,
,,30.1328857684,,,,5536.0,-0.17197,,
3.199,,30.1329303,0.18245,,,5492.0,,-0.06,
,,30.1329298,,,,5536.0,-0.17197,,
3.58,,30.1329303,,,,5622.0,,-0.02,
3.89,,99.6409653,0.4126,419.0,,5883.0,,-0.16,
,,99.6415962,,,,5536.0,-0.17197,,
2.52,,,,,,5492.0,,,
2.64,,99.6415962,0.3973,360.0,,5527.0,,-0.18,
3.89,,99.6409653,0.4126,419.0,,5883.0,,-0.16,
,,99.64127656,,,,5536.0,-0.17197,,
3.89,,99.6409653,0.4126,419.0,,5883.0,,-0.16,
2.926,,99.6409653,0.40501,,,5492.0,,-0.06,
3.27,,99.6409653,,,,5622.0,,-0.02,
4.1,,99.6368,0.414,420.0,,5870.0,,,
2.77,,99.640161,0.404,,,5526.0,,,
,,6.6683341536,,,,4458.0,-0.78566,,
1.2,,6.66834872,0.0588,588.0,,4208.0,,-0.19,
1.23,,6.668391,0.058,,,4208.0,,,
1.18,,6.66833241,0.0589,587.0,,4201.0,,-0.2,
1.26,,6.668391,0.059,608.0,,4397.0,,,
,,6.66833241,,,,4458.0,-0.78566,,
1.37,,6.66834872,,,,4542.0,,-0.13,
1.386,,,,,,4208.0,,,
1.2,,6.66834872,0.0588,588.0,,4208.0,,-0.19,
,,6.66836145,,,,4458.0,-0.78566,,
1.2,,6.66834872,0.0588,588.0,,4208.0,,-0.19,
2.38,,10.84844792,0.0813,500.0,,4208.0,,-0.19,
2.38,,10.84844792,0.0813,500.0,,4208.0,,-0.19,
2.757,,,,,,4208.0,,,
2.34,,10.8484518,0.0815,499.0,,4201.0,,-0.2,
2.3,,10.848507,0.081,519.0,,4397.0,,,
,,10.8484597403,,,,4458.0,-0.78566,,
2.15,,10.848463,0.08,,,4208.0,,,
,,10.8484518,,,,4458.0,-0.78566,,
2.67,,10.84844792,,,,4542.0,,-0.13,
2.4,,10.84846973,0.08145,501.0,,4208.0,,-0.19,M0 V
2.38,,10.84844792,0.0813,500.0,,4208.0,,-0.19,
,,10.84844155,,,,4458.0,-0.78566,,
1.69,,3.78403393,0.0455,959.0,,5216.0,,0.06,
1.7,,3.78402867,0.0452,949.0,,5196.0,,0.04,
1.63,,3.783986,0.046,,,5208.0,,,
1.69,,3.78403393,0.0455,959.0,,5216.0,,0.06,
1.77,,3.78403393,,,,5216.0,,0.03,
,,3.7840235272,,,,5017.0,-0.38741,,
,,3.78402867,,,,5017.0,-0.38741,,
1.69,,3.78403393,0.0455,959.0,,5216.0,,0.06,
1.791,,,,,,5081.0,,,
1.71,,3.78403393,0.04521,,,5081.0,,0.15,
1.7,,3.784064,0.044,911.0,,5148.0,,,
2.75,,10.28192877,,,,5216.0,,0.03,
,,10.28194593,,,,5017.0,-0.38741,,
2.53,,10.28194593,0.088,680.0,,5196.0,,0.04,
2.65,,10.281951,0.089,,,5208.0,,,
2.656,,,,,,5081.0,,,
2.7,,10.28192877,0.0885,687.0,,5216.0,,0.06,
2.734,,10.28192877,0.08805,,,5081.0,,0.15,
2.7,,10.28192877,0.0885,687.0,,5216.0,,0.06,
,,10.2820341549,,,,5017.0,-0.38741,,
2.5,,10.281925,0.086,652.0,,5148.0,,,
,,10.28193397,,,,5017.0,-0.38741,,
2.7,,10.28192877,0.0885,687.0,,5216.0,,0.06,
,,18.1199086766,,,,5017.0,-0.38741,,
2.9,,18.11978,0.126,538.0,,5148.0,,,
3.17,,18.11989364,0.1291,569.0,,5216.0,,0.06,
,,18.11989941,,,,5017.0,-0.38741,,
,,18.11993039,,,,5017.0,-0.38741,,
3.17,,18.11989364,0.1291,569.0,,5216.0,,0.06,
3.17,,18.119869,0.13,,,5208.0,,,
3.199,,18.11989364,0.12844,,,5081.0,,0.15,
3.098,,,,,,5081.0,,,
3.29,,18.11989364,,,,5216.0,,0.03,
3.17,,18.11989364,0.1291,569.0,,5216.0,,0.06,
2.95,,18.11993039,0.1284,563.0,,5196.0,,0.04,
4.0,,5.826659,0.064,994.0,,5956.0,,,
,,5.826657508,,,,5616.0,-0.12491,,
3.68,,5.826659194,0.0629,983.0,,5941.0,,-0.22,
,,5.826663494,,,,5616.0,-0.12491,,
,,5.82665582,,,,5616.0,-0.12491,,
3.68,,5.826659194,0.0629,983.0,,5941.0,,-0.22,
3.87,,5.826662,0.064,,,5957.0,,,
3.745,,5.826659194,0.06004,,,5503.0,,-0.13,
3.73,,5.826659194,,,,5611.0,,-0.06,
3.594,,,,,,5503.0,,,
3.68,,5.826659194,0.0629,983.0,,5941.0,,-0.22,
4.09,,5.826657508,0.0622,1013.0,,5561.0,,0.16,
2.28,,12.41217869,0.1041,764.0,,5941.0,,-0.22,
2.58,,12.41216347,0.103,787.0,,5561.0,,0.16,
,,12.41199824,,,,5616.0,-0.12491,,
2.28,,12.41217869,0.1041,764.0,,5941.0,,-0.22,
2.28,,12.41217869,0.1041,764.0,,5941.0,,-0.22,
2.32,,12.41217869,0.09938,,,5503.0,,-0.13,
,,12.4123415659,,,,5616.0,-0.12491,,
2.09,3.2,12.412,,,,,,,
2.15,,12.412183,0.105,,,5957.0,,,
,,12.41216347,,,,5616.0,-0.12491,,
2.37,,12.41217869,,,,5611.0,,-0.06,
2.52,,12.41211,0.106,772.0,,5956.0,,,
2.264,,,,,,5503.0,,,
2.6,,18.74653971,0.137,666.0,,5941.0,,-0.22,
,,18.74649011,,,,5616.0,-0.12491,,
,,18.7462415,,,,5616.0,-0.12491,,
2.6,,18.74653971,0.137,666.0,,5941.0,,-0.22,
2.65,,18.74653971,,,,5611.0,,-0.06,
,,18.7463864719,,,,5616.0,-0.12491,,
3.05,,18.74649011,0.1355,686.0,,5561.0,,0.16,
2.89,,18.74656,0.139,674.0,,5956.0,,,
2.6,,18.74653971,0.137,666.0,,5941.0,,-0.22,
2.653,,18.74653971,0.13084,,,5503.0,,-0.13,
,,18.746,,,,,,,
2.676,,,,,,5503.0,,,
2.5,,18.746477,0.139,,,5957.0,,,
1.622,,,,,,5332.0,,,
1.55,,5.71462004,0.0628,923.0,,5569.0,,0.21,
,,5.7146572906,,,,5130.94,-0.18311,0.3386,
1.51,,5.71462004,,,,5431.0,,0.02,
1.78,,5.71462396,0.0597,971.0,,5344.0,,0.16,
1.55,,5.714606,0.063,,,5573.0,,,
1.61,,5.71442,0.06,878.0,,5463.0,,,
1.55,,5.71462004,0.0628,923.0,,5569.0,,0.21,
1.55,,5.71462004,0.0628,923.0,,5569.0,,0.21,
,,5.71462396,,,,5130.94,-0.18311,0.3386,
3.01,,9.94603603,0.0908,768.0,,5569.0,,0.21,
2.92,,9.94603603,,,,5431.0,,0.02,
3.01,,9.94603603,0.0908,768.0,,5569.0,,0.21,
3.12,,9.94602357,0.0864,807.0,,5344.0,,0.16,
,,9.94603588,,,,5130.94,-0.18311,0.3386,
2.9,,9.946049,0.087,729.0,,5463.0,,,
,,9.94602357,,,,5130.94,-0.18311,0.3386,
,,9.9460117964,,,,5130.94,-0.18311,0.3386,
2.99,,9.946047,0.092,,,5573.0,,,
2.853,,,,,,5332.0,,,
3.01,,9.94603603,0.0908,768.0,,5569.0,,0.21,
1.37,,1.045622658,0.0202,1628.0,,5569.0,,0.21,
1.37,,1.045622658,0.0202,1628.0,,5569.0,,0.21,
1.28,,1.045632,0.019,1561.0,,5463.0,,,
1.45,,1.04562195,0.0192,1710.0,,5344.0,,0.16,
1.323,,,,,,5332.0,,,
,,1.04562195,,,,5130.94,-0.18311,0.3386,
1.37,,1.045622658,0.0202,1628.0,,5569.0,,0.21,
,,1.0456064258,,,,5130.94,-0.18311,0.3386,
1.32,,1.045622658,,,,5431.0,,0.02,
1.6,,1.620467836,,,,5607.0,,0.12,
,,1.620467654,,,,5571.0,-0.0591,,
1.59,,1.620493,0.027,,,5551.0,,,
1.37,,1.620467836,0.0277,1545.0,,5936.0,,0.07,
1.236,,,,,,5608.0,,,
1.37,,1.620467836,0.0277,1545.0,,5936.0,,0.07,
1.11,,1.620436,0.027,1487.0,,5870.0,,,
,,1.6204790995,,,,5571.0,-0.0591,,
1.57,,1.620467654,0.0265,1681.0,,5553.0,,0.16,
1.37,,1.620467836,0.0277,1545.0,,5936.0,,0.07,
1.363,,1.620467836,0.02735,,,5608.0,,0.26,
,,3.388012244,,,,5571.0,-0.0591,,
2.15,,3.38802,0.045,,,5551.0,,,
2.1,,3.388011854,,,,5607.0,,0.12,
1.79,,3.388011854,0.0453,1209.0,,5936.0,,0.07,
1.783,,3.388011854,0.0447,,,5608.0,,0.26,
1.54,,3.388008,0.044,1165.0,,5870.0,,,
1.662,,,,,,5608.0,,,
1.79,,3.388011854,0.0453,1209.0,,5936.0,,0.07,
2.11,,3.388012244,0.0434,1315.0,,5553.0,,0.16,
,,3.3879865138,,,,5571.0,-0.0591,,
1.79,,3.388011854,0.0453,1209.0,,5936.0,,0.07,
2.48,,5.839172,0.064,,,5551.0,,,
1.65,,5.83908991,0.0651,1008.0,,5936.0,,0.07,
,,5.83909761,,,,5571.0,-0.0591,,
2.0,,5.83908991,,,,5607.0,,0.12,
2.06,,5.83909761,0.0624,1097.0,,5553.0,,0.16,
1.65,,5.83908991,0.0651,1008.0,,5936.0,,0.07,
1.625,,,,,,5608.0,,,
1.54,,5.839061,0.063,973.0,,5870.0,,,
1.645,,5.83908991,0.06427,,,5608.0,,0.26,
1.65,,5.83908991,0.0651,1008.0,,5936.0,,0.07,
,,5.8391425708,,,,5571.0,-0.0591,,
1.8,,10.68167916,0.0973,825.0,,5936.0,,0.07,
,,10.6816951,,,,5571.0,-0.0591,,
1.8,,10.68167916,0.0973,825.0,,5936.0,,0.07,
2.3,,10.6816951,0.0933,897.0,,5553.0,,0.16,
1.8,,10.68167916,0.0973,825.0,,5936.0,,0.07,
1.799,,10.68167916,0.09614,,,5608.0,,0.26,
2.14,,10.68167916,,,,5607.0,,0.12,
2.35,,10.681572,0.096,,,5551.0,,,
1.62,,10.68176,0.095,793.0,,5870.0,,,
,,10.6817188037,,,,5571.0,-0.0591,,
,,10.68164811,,,,5571.0,-0.0591,,
1.812,,,,,,5608.0,,,
2.74,,2.382652873,0.0333,1237.0,,5188.0,,0.32,
,,2.382652873,,,,4972.0,-0.37756,,
2.67,,2.382652169,0.0333,1237.0,,5188.0,,0.32,
,,2.38265264,,,,4972.0,-0.37756,,
2.201,,2.382652169,0.03391,,,5118.0,,0.4,
2.0,,2.382666,0.032,1079.0,,5058.0,,,
2.61,,2.382667,0.034,,,5180.0,,,
2.67,,2.382652169,0.0333,1237.0,,5188.0,,0.32,
,,2.3826432093,,,,4972.0,-0.37756,,
2.22,,2.382652169,,,,5209.0,,0.04,
2.67,,2.382652169,0.0333,1237.0,,5188.0,,0.32,
,,6.5814785507,,,,4972.0,-0.37756,,
3.932,,6.581478842,0.06677,,,5118.0,,0.4,
4.56,,6.581477136,0.0656,881.0,,5188.0,,0.32,
3.99,,6.581478842,,,,5209.0,,0.04,
5.41,,6.581484,0.066,,,5180.0,,,
,,6.581477136,,,,4972.0,-0.37756,,
3.4,,6.581501,0.062,775.0,,5058.0,,,
4.77,,6.581478842,0.0656,881.0,,5188.0,,0.32,
4.77,,6.581478842,0.0656,881.0,,5188.0,,0.32,
4.77,,6.581478842,0.0656,881.0,,5188.0,,0.32,
,,6.58148439,,,,4972.0,-0.37756,,
4.69,,24.66459711,,,,5209.0,,0.04,
,,24.66461416,,,,4972.0,-0.37756,,
5.67,,24.66459711,0.1582,568.0,,5188.0,,0.32,
5.67,,24.66459711,0.1582,568.0,,5188.0,,0.32,
,,24.6643939784,,,,4972.0,-0.37756,,
4.2,,24.66454,0.15,498.0,,5058.0,,,
5.67,,24.66459711,0.1582,568.0,,5188.0,,0.32,
4.95,,24.664551,0.16,,,5180.0,,,
,,24.66454505,,,,4972.0,-0.37756,,
4.664,,24.66459711,0.16109,,,5118.0,,0.4,
5.34,,24.66461416,0.1582,567.0,,5188.0,,0.32,
4.12,,13.19721496,0.1027,641.0,,4954.0,,0.44,
,,13.19721444,,,,4837.57,-0.57541,0.3031,
3.1,,13.197244,0.097,562.0,,4821.0,,,
4.12,,13.19721496,0.1027,641.0,,4954.0,,0.44,
3.59,,13.19721496,,,,4951.0,,0.1,
4.06,,13.19722,0.103,,,4942.0,,,
,,13.19720694,,,,4837.57,-0.57541,0.3031,
4.18,,13.19720694,0.1027,642.0,,4954.0,,0.44,
,,13.1972874648,,,,4837.57,-0.57541,0.3031,
4.12,,13.19721496,0.1027,641.0,,4954.0,,0.44,
3.494,,,,,,4944.0,,,
3.72,,33.6529701,0.1916,470.0,,4954.0,,0.44,
2.4,,33.65304,0.181,412.0,,4821.0,,,
3.05,,33.6528474,0.1916,470.0,,4954.0,,0.44,
,,33.65292978,,,,4837.57,-0.57541,0.3031,
3.61,,33.653079,0.193,,,4942.0,,,
,,33.6529404693,,,,4837.57,-0.57541,0.3031,
