pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,st_spectype
12.25,,6.56918,0.0687,957.0,,5705.0,,0.13,
12.33083015,,6.56920797691,,212.68,,5712.0,,,
13.56286665,295.58041851,6.569188,0.068,962.0,0.66,5585.0,,0.1,G6 V
1.493,5.16,0.28,,,8.5,4599.0,,0.06,
1.51,4.97,0.2803244,0.00747,2103.0,7.93,4570.0,,0.0,
1.51,5.08,0.2803244,,,8.2,4599.0,-0.75,-0.06,
1.54,5.31,0.2803226,0.00716,2039.0,8.0,4373.0,,0.03,K7 V
1.64829,,0.2803246,,2211.0,,4477.0,,,
7.0,7.4,7.7485,,,,4599.0,-0.75,-0.06,
7.0,8.0,7.7485,0.0683,695.0,0.081,4570.0,,0.0,
2.25,5.6,2.6698,0.0248,,2.702,3385.0,-1.82391,-0.02,M3.0 V
1.38,,2.644259,,,,,,,
2.2,,2.644646,0.0266,,,3385.0,-1.82391,-0.02,M3.0 V
1.83,,2.64484,,,,3359.0,-1.91475,,
2.05,5.77,2.6446,,,3.69,3385.0,,,
1.47,,2.643528,,,,,,,
10.7,,2.644845,,,,,,,
,,2.645,,,,3359.0,-1.91475,,
2.15,,2.644661,0.0259,534.0,,3398.0,,-0.01,
2.59,7.1,3.9663,0.0327,,2.246,3385.0,-1.82391,-0.02,M3.0 V
2.19,7.49,4.00498,,,3.92,3385.0,,,
1.38,,0.961917,0.0159,,,3672.0,-1.29243,0.19,
0.82,,0.961916,,,,,,,
0.73,,0.961918,,,,3775.0,,-0.1,
1.47286006,,0.961939,0.01575,1077.0,,3690.0,-1.25181,-0.02,
1.33,,4.38395,0.0454,,,4079.0,-0.99568,-0.11,
0.701,,4.38393,,,,,,,
1.73,,6.9226,0.0616,,,4079.0,-0.99568,-0.11,
0.9,,6.92251,,,,,,,
0.88,,9.75833,,,,,,,
1.64,,9.7579,0.0774,,,4079.0,-0.99568,-0.11,
1.64,,11.332,0.083,,,3745.0,-1.3098,0.11,M1.0 V
2.48,,11.8104,0.091,676.0,,5131.0,,-0.46,
3.1,,11.808398,,,,4992.0,,,
2.84,,11.8097,0.0946,,,5314.0,,,
3.08,,11.81004,,,,,,,
2.0,,10.59357,0.0727,,,3499.0,-1.58503,0.09,M2.5 V
1.71,,10.59366,,,,,,,
1.054,,3.83553,,,,,,,
1.49,,3.835476,0.0373,566.0,,3695.0,,-0.19,
1.5,,3.835376,,,,,,,
1.35,,3.835592,0.0365,,,3585.0,-1.55284,-0.32,M1.5 V
2.81,,32.6527,0.1735,,,3940.0,-1.06048,0.09,M0.0 V
2.29,,32.6479,0.1716,337.0,,4044.0,,0.12,
2.0,,7.51574,0.0614,497.0,,3845.0,,-0.09,
2.0,,7.51554,0.0601,,,3720.0,-1.36653,-0.26,M3.0 V
1.99,,3.67626,0.0405,715.0,,4097.0,,0.21,
2.23,,3.67635,0.0408,,,3978.0,-1.01773,0.19,M0.0 V
2.1,,7.95478,0.0683,,,3978.0,-1.01773,0.19,M0.0 V
2.07,,7.95486,0.0677,552.0,,4097.0,,0.21,
1.8,,6.342,0.0562,708.0,,4258.0,,-0.3,
1.55,,6.34365,0.0546,,,3919.0,-1.22915,-0.42,
1.95,,13.85402,0.092,,,3919.0,-1.22915,-0.42,
2.2098839,,13.85327454047,,450.75,,3893.47,,,
,,13.853487,,,,3919.0,-1.22915,-0.42,
2.6,,13.85,0.0946,583.0,,4258.0,,-0.3,
1.9,,40.718,0.1937,381.0,,4258.0,,-0.3,
1.64,,40.6835,0.1886,,,3919.0,-1.22915,-0.42,
1.14414279,,0.813149,,,,4460.0,,-0.33,
1.1,,0.813143,,,,4460.0,,-0.33,
1.15,,0.81314,0.0149,1347.0,,4597.0,,-0.25,
0.935,1.14,0.3652575,0.00962,2432.0,7.7,5334.0,,0.02,G9 V
1.0,,0.365261,,,,5456.0,,0.13,
1.05548088,,0.365257,,,,5456.0,,0.13,
,,25.942,0.165,587.0,,5334.0,,0.02,G9 V
,,66.5,0.309,429.1,,5334.0,,0.02,G9 V
2.64,,10.06049,0.0887,794.0,,5503.0,,0.07,
2.63456976,,10.062106,,,,5489.0,,0.07,
1.28,,5.90279,0.0622,948.0,,5503.0,,0.07,
2.26,,12.42205,0.1013,684.0,,5425.0,,-0.07,
2.20753881,,12.421078,,,,5419.0,,-0.1,
2.02,,7.6188,0.0667,658.0,,4742.0,,-0.33,K3 V
2.13,,7.62067,0.0662,710.0,,4761.0,,-0.4,
1.87,,7.62117,,,,,,,
1.96,,7.61856,0.06696,,,4800.0,,,
2.39,,7.6196574,,,,4620.0,,,
2.54,,19.07863,0.1229,485.0,,4742.0,,-0.33,K3 V
2.58,,19.07454,,,,4620.0,,,
1.84,,19.0702,,,,,,,
2.14,,19.07536,0.122,523.0,,4761.0,,-0.4,
2.19,,19.077,0.1235,,,4800.0,,,
3.17824034,,3.705871,,,,5649.0,,0.07,
6.11721229,,9.283188,,,,4972.0,,-0.03,
1.44,,9.45889,0.0795,631.0,,4842.0,,-0.17,
1.48630496,,9.457747,,,,4885.0,,-0.09,
2.46610713,,6.673117,,,,4937.0,,0.14,
1.81,,17.355681,,,,5894.0,,,
1.93,,17.3678,,,,,,,
3.24925008,,17.355066,,,,5791.0,,-0.23,
1.27443657,,2.354992,,,,5185.0,,-0.05,
1.55409035,,4.382745,,,,5185.0,,-0.05,
3.19087767,,14.06660140645,,629.38,,5141.67,,,
2.64809498,,14.101361,,,,5185.0,,-0.05,
2.19,,8.52695,0.0858,1140.0,,5960.0,,0.09,
1.82322896,,8.527219,,,,5922.0,,0.05,
2.34,,9.9785275,,,,5908.0,,,
2.05153324,,9.9783319274,,1062.3,,6073.5,,,
2.2642141,,9.97857,0.0999,1131.0,,6141.0,0.43616,0.425,
2.36509493,,9.978541,0.0932,1220.0,,6310.0,0.50651,-0.456,
2.3,6.5,9.97748,0.091,1174.0,2.87,6011.0,,-0.4,
2.13,,9.975403,,,,6063.0,,,
2.8191657,,9.977481,,,,5908.0,,-0.45,
2.14446231,,15.853989,,,,5554.0,,-0.13,
2.34,,15.85412,,,,5495.0,,,
2.19,,15.8523,,,,,,,
1.86,,15.8523,,766.35,,5502.7,,,
1.41,,6.37961,,,,5347.0,,,
1.27328671,,6.380803,,,,5548.0,,0.26,
1.341,,6.38092,,,,,,,
2.23,,17.96753,0.119,487.0,,4320.0,,0.15,
1.78,,17.96832,,,,,,,
2.15,,17.968216,,,,4151.0,,,
1.94750799,,17.969079,,,,4382.0,,-0.35,
2.03,,17.969029,0.117,,,4118.41,,,
1.53,,17.9654,0.1088,,,4102.0,,,
1.41817537,,7.576544,,,,5748.0,,-0.11,
1.62,,7.5734,,,,,,,
1.5,,7.5767206,,,,5749.0,,,
2.01,,12.3988,,,,,,,
1.92,,12.400731,,,,5749.0,,,
1.8017647,,12.400047,,,,5748.0,,-0.11,
2.68657205,,5.628466,,,,5250.0,,-0.09,
3.71,,5.6228,,,,,,,
1.23,,5.6315915,,,,5032.0,,,
1.8,,14.317001,,,,5449.0,,,
1.69,,14.3181,,,,,,,
1.66608079,,14.316941,,,,5569.0,,-0.06,
3.41,,29.626402,,,,5449.0,,,
3.20569097,,29.62682,,,,5569.0,,-0.06,
3.02,,29.6245,,,,,,,
,,29.626,,,,5547.0,-0.20215,,
1.60826194,,5.868699,,,,5580.0,,-0.25,
,,5.86639571,,,,5573.35,-0.05981,-0.533,
2.59,,19.564,,,,4581.0,,,
,,19.5661401,,,,4246.81,-0.77269,-0.0294,
2.6,,19.562307,0.126,455.0,,4455.0,,0.113,
3.28708684,,19.56204579364,,464.01,,4246.8,,,
2.49179901,,19.562743,,,,4500.0,,-0.24,
2.59,,19.56325,,,,4246.81,-0.77269,-0.0294,
2.78,,19.56236,,,,,,,
2.03803688,,9.525988,,,,5909.0,,0.05,
1.49090097,,5.329439,,,,5428.0,,0.15,
1.55,,5.32944,,,,,,,
2.1162048,,14.155185,,,,6063.0,,0.41,
3.54381082,,8.75470797754,,840.29,,5888.0,,,
3.83,,8.74809,,,,,,,
3.55790985,,8.747818,,,,5525.0,,0.09,
,,5.17110937,,,,5071.98,-0.52287,0.1991,
2.12,,5.17222,,,,,,,
2.51267885,,5.172191,,,,5015.0,,0.03,
2.28,,32.9418,0.1506,,,3496.0,,,
2.24,,32.94488,0.1491,272.0,,3503.0,,0.09,
1.4,,32.94171,,,,,,,
2.61,8.63,32.940045,0.1591,254.9,2.67,3457.0,-1.59688,,
,,32.92801934,,,,3464.0,-1.59122,,
2.17,,32.947328,,,,3440.0,,,
2.38,7.96,32.93963,0.143,235.0,3.3,3457.0,,,
2.461,7.2,32.94112,,281.0,2.28,3449.0,,0.0,
2.53362939,,32.93737167947,,260.44,,3464.0,,,
2.279,,32.939614,0.1429,,,3457.0,,0.123,M2.5 V
2.37,8.92,32.939623,0.1429,284.0,4.11,3457.0,,0.12,
,,8.962,0.06,363.0,,3457.0,,,
2.31,,8.867209,0.0753,731.0,,5358.0,,-0.54,
4.4,,8.867259,,,,,,,
2.51,,8.86638,,,,,,,
2.52,,8.8656511,0.0734,802.0,,5306.0,,-0.5,
,,8.866,,,,5368.0,-0.43904,,
4.28539694,,8.86528860869,,691.34,,5368.0,,,
2.46597575,11.41003981,8.865663,0.0756,797.5,4.16,5365.0,-0.41341,-0.578,
2.24179614,11.44182265,8.8665,0.075,729.0,5.6,5110.0,,-0.65,K2 V
2.13,9.4,8.8656,,672.0,4.6,5166.0,,-0.71,
2.41012773,,8.865932,,,,5263.0,,-0.59,
2.84,,6.894256,0.0706,962.0,,5608.0,,0.23,
,,6.893,,,,5573.0,-0.01252,,
2.70624391,,6.894252,,,,5609.0,,0.42,
2.83587212,,6.893813,0.0714,1015.0,,5520.0,-0.04431,0.385,
2.8,,6.894287,,,,,,,
2.69,,6.8941,,949.0,,5528.0,,0.18,
,,6.89424037,,,,5573.0,-0.01252,,
3.17,,6.89442,,,,,,,
2.76,,4.736837,0.0529,885.0,,5165.0,,0.09,
2.71257333,20.97667486,4.7369696,0.05174,965.8,5.7,5128.0,-0.41117,0.022,
,,4.73730765,,,,5180.6,-0.39158,0.155,
2.93924,,4.7369669,,1166.0,,5069.2,,,
2.76720668,,4.736884,,,,5159.0,,-0.01,
2.69,20.0,4.7369683,0.0526,969.0,5.6,5170.0,-0.40782,0.12,
,,4.737,,,,5180.6,-0.39158,0.155,
2.86,,4.736893,,,,,,,
2.9,,4.736834,,,,,,,
2.7,,4.7369729,0.0519,982.0,,5181.0,,-0.02,
1.46,,0.469287,,,,,,,
1.1,,0.469285,,,,5482.0,,0.09,
2.59929571,,0.469269,,,,5482.0,,0.09,
2.3,,10.787992,,,,5482.0,,0.09,
2.7,,10.792613,,,,,,,
2.87,,10.792635,0.0932,787.0,,5519.0,,0.09,
2.51134498,,10.793471,,,,5482.0,,0.09,
3.45,,10.79274,,,,,,,
,,10.792,,,,5436.47,-0.13179,0.0642,
,,10.7930529,,,,5436.47,-0.13179,0.0642,
5.2,,22.6302,,,,,,,
2.3,,22.620344,,,,5482.0,,0.09,
2.54112738,,22.629496,,,,5482.0,,0.09,
2.86,,22.631964,0.1527,615.0,,5519.0,,0.09,
17.4,,22.634594,,,,,,,
1.6,,16.995848,,,,,,,
1.4,,16.996,,,,,,,
,,16.99291698,,,,5237.31,-0.39912,-0.021,
1.47,,16.9780102,0.1685,533.0,,5245.0,,-0.1,
1.53786409,,16.993435,,,,5252.0,,-0.22,
,,16.994,,,,5237.31,-0.39912,-0.021,
1.55,,16.995731,0.1229,580.0,,5220.0,,-0.07,
1.19,,10.6161,,,,,,,
1.31284773,,10.616646,,,,5722.0,,-0.05,
1.15,,10.616384,,809.0,,5788.0,,-0.1,
2.79551948,,52.714072,,,,,,,
2.39,,52.713494,,477.0,,5788.0,,-0.1,
2.48,,52.7099,,,,,,,
3.17207779,,41.474219,,,,5784.0,,0.06,
3.45,,41.4661,,,,,,,
1.3,,0.77392,0.0164,1815.0,,5484.0,,0.23,
1.2,,0.77401,,,,5438.0,,0.0,
1.3833597,,0.773981,,,,5477.0,,0.26,
1.5,,0.773987,,,,,,,
1.8,,2.871348,,,,,,,
1.9,,2.87162,,,,,,,
1.4,,2.871512,,,,5438.0,,0.0,
1.70058746,,2.871788,,,,5477.0,,0.26,
1.8,,2.872042,0.0392,1173.0,,5484.0,,0.23,
,,7.15451552,,,,5374.67,-0.19607,0.266,
3.17,,7.14921,0.072,865.0,,5484.0,,0.23,
3.22104537,,7.149079,,,,5477.0,,0.26,
,,7.15,,,,5374.67,-0.19607,0.266,
2.4,,7.149584,,,,5438.0,,0.0,
3.4,,7.149336,,,,,,,
3.51,,7.14998,,,,,,,
2.25541631,,13.608341,,,,5477.0,,0.26,
2.69,,13.60496,,,,,,,
2.38,,13.609878,0.1106,698.0,,5484.0,,0.23,
1.9,,13.606629,,,,5438.0,,0.0,
2.5,,13.608511,,,,,,,
1.25908622,,1.742983,,,,5982.0,,0.16,
1.35,,1.742169,0.0289,1692.0,,5977.0,,-0.01,
2.9,,7.809757,,,,,,,
2.83,,7.810253,0.0785,1026.0,,5977.0,,-0.01,
2.62511304,,7.807595,,,,5982.0,,0.16,
,,7.81110453,,,,5906.9,0.21087,-0.063,
2.79,,7.80905,,,,,,,
2.70889,,7.8092052,,1085.0,,5906.9,,,
,,7.809,,,,5906.9,0.21087,-0.063,
1.403,,2.58812,,1203.0,,5442.0,,-0.1,
1.52,,2.588309,0.0361,1197.0,,5519.0,,0.0,
1.51234354,,5.1763,,,,5503.0,,-0.01,
1.587,,2.58819,,,,,,,
2.31,,6.67932,,877.0,,5442.0,,-0.1,
2.48429818,,6.67934,,,,5503.0,,-0.01,
2.6,,6.679224,,,,,,,
2.58,,6.67913,,,,,,,
,,6.679,,,,5468.0,-0.21855,,
,,6.67773603,,,,5468.0,-0.21855,,
2.5,,6.679195,0.068,872.0,,5519.0,,0.0,
6.67,,7.919454,,,,,,,
6.751484,,7.919493,,,,5391.0,,-0.03,
7.46,,7.9194979,,,,5368.0,,,
8.2,,7.91952,0.0775,,,5748.0,,,
7.11,,7.91943,0.0735,913.0,,5519.0,,-0.27,
7.23,,7.919454,0.077,,,5230.0,,0.38,
7.0,32.4,7.9222,,779.0,0.52,5322.0,,0.06,
7.0,32.4,7.9222,,,,5322.0,,0.06,
,,7.920978,,,,5430.0,,0.1,G9 V
7.34,,7.920994,,,,5345.0,,0.07,
,54.4,7.91951,,,,5250.0,,0.1,
7.74,28.5,7.9194,,,0.334,5430.0,,0.1,
6.59307857,,7.9177855286,,782.72,,5322.0,,,
,,7.91952314,,,,5322.0,-0.29196,0.05,
7.74,,7.9194,0.074,854.0,,5430.0,,0.1,G9 V
7.46,44.0,7.921101,0.0762,,0.492,5390.0,,0.19,
4.51,15.9,11.90727,0.1001,,0.94,5390.0,,0.19,
4.43,,11.90767,,,,5368.0,,,
4.05161714,,11.907625,,,,5391.0,,-0.03,
4.1,10.8,11.8993,,,,5322.0,,0.06,
4.86,,11.90715,0.0971,745.0,,5430.0,,0.1,G9 V
4.37,,12.0028,,,,5345.0,,0.07,
4.1,10.8,11.8993,,679.0,0.87,5322.0,,0.06,
4.86,25.6,11.90715,,,1.18,5430.0,,0.1,
4.31,,11.90691,0.0965,797.0,,5519.0,,-0.27,
4.21,,11.90701,0.1032,,,5230.0,,0.38,
4.1,,23.81486,,,,,,,
,7.5,11.9066,,,,5250.0,,0.1,
4.93,,11.90724,0.1017,,,5748.0,,,
1.26,,2.5084894,,,,5368.0,,,
1.15876577,,2.508283,,,,5391.0,,-0.03,
1.22,,2.50858,0.036,,,5748.0,,,
1.14,14.0,2.50856,,,51.4,5430.0,,0.1,
1.11,10.0,2.5081,,1142.0,40.0,5322.0,,0.06,
1.11,10.0,2.5081,,,,5322.0,,0.06,
1.14,,2.50856,0.0344,1252.0,,5430.0,,0.1,G9 V
,,10.099,,,,5605.6,-0.06781,-0.74,
0.91,,10.1016,,,,,,,
1.35673729,,10.098858,,,,5631.0,,-0.19,
1.09308317,,21.574023,,,,5631.0,,-0.19,
1.57889322,,2.858646,,,,5176.0,,0.31,
1.63,,2.85847,,,,,,,
,,2.85794855,,,,5012.0,-0.34502,,
,,2.858,,,,5012.0,-0.34502,,
1.47,,4.16328,,,,,,,
1.52,,4.162817,0.049,939.0,,5222.0,,0.15,
1.57477412,,4.163221,,,,5252.0,,0.05,
,,4.163,,,,5163.0,-0.36021,,
4.18,,14.78708,,,,,,,
,,14.786,,,,5576.0,-0.07572,,
3.3,,14.786747,,,,,,,
4.01454158,,14.787207,,,,5623.0,,0.21,
3.95,,14.786889,0.1184,739.0,,5817.0,,0.0,
3.64229858,,39.721386,,,,5979.0,,0.1,
3.63,,39.7268,,,,,,,
,,39.699,,,,6212.0,0.36302,,
3.0,,15.852989,,,,,,,
,,15.854,,,,5750.93,-0.01196,-0.114,
3.13,,15.852975,0.1208,720.0,,5713.0,,-0.1,
2.94026258,,15.853543,,,,5712.0,,-0.09,
3.29,,15.85388,,,,,,,
2.68,,28.4707,,,,,,,
2.57581891,,28.482786,,,,5712.0,,-0.09,
3.59970536,,48.324222,,,,6045.0,,0.01,
2.56,,8.357881,0.0806,848.0,,5667.0,,0.08,
,,8.35470947,,,,5627.0,-0.11379,,
,,8.358,,,,5627.0,-0.11379,,
2.5015294,,8.357954,,,,5675.0,,-0.01,
2.5,,8.357441,,,,,,,
,,17.043,,,,5183.84,-0.40084,0.094,
4.189,,17.0428683,,715.8,,5212.9,,,
,,17.042849,,,,5262.0,,-0.16,
4.28,,17.04354,,,,,,,
4.11850271,,17.043179,,,,5262.0,,-0.16,
1.423,,3.3596055,,1229.9,,5212.9,,,
,,3.359,,,,5183.84,-0.40084,0.094,
2.82,,7.44976,,,,,,,
,,7.45,,,,5183.84,-0.40084,0.094,
2.438,,7.4500177,,943.2,,5212.9,,,
,,7.4500372,,,,5262.0,,-0.16,
1.593,,3.225369,,,,,,,
,,3.225,,,,4550.0,-0.72122,,
3.17053923,,,,609.33,,4550.0,,,
1.87,,3.225338,0.0385,861.0,,4648.0,,-0.11,
1.73,6.9,3.2253993,0.0382,913.0,7.2,4491.0,-0.73283,-0.01,
1.74,7.1,3.225286,,842.0,6.5,4507.0,,-0.04,
1.9,,3.225349,,,,,,,
1.88203097,,3.225423,,,,4681.0,,-0.23,
2.67,12.6,7.37442,,639.0,3.21,4507.0,,-0.04,
2.83685639,,7.374497,,,,4681.0,,-0.23,
2.85,12.4,7.3744897,0.0662,694.0,2.9,4491.0,-0.73283,-0.01,
2.45,,7.37426,,,,,,,
2.78,,7.374694,0.0668,653.0,,4648.0,,-0.11,
,,7.3744828,,,,4681.0,,-0.23,
,,7.374,,,,4550.0,-0.72122,,
3.0,,7.374689,,,,,,,
1.38,,2.85009,,,,,,,
,,2.85,,,,5017.84,-0.4288,-0.01,
1.3643987,,2.849883,,,,5233.0,,-0.04,
1.47,,1.059806,,,,,,,
1.40006712,,1.05979,,,,5507.0,,0.13,
3.28568401,,22.779878,,,,5507.0,,0.13,
3.39,,22.7768,,,,,,,
,349.6112477,4700.0,4.16,,,,,,
,368.68095212,4700.0,4.11,,,,,,
2.30165603,,3.405164,,,,5491.0,,0.27,
2.31,,3.405087,,,,,,,
1.37068602,,9.695101,,,,5000.0,,-0.07,
1.26549392,,9.6952,0.0824,738.4,,5026.0,-0.47237,-0.021,
1.37,,9.6897,,,,,,,
2.76,,7.05647,,,,,,,
3.17214154,,7.055908,0.0738,1148.0,,5783.0,0.19866,0.21,
3.04584393,,7.055784,,,,5755.0,,0.07,
1.99552771,,26.672263,,,,5890.0,,-0.26,
2.209,,26.682,,,,,,,
2.79522879,,18.294549,,,,5043.0,,-0.14,
3.59,,12.4904,,,,,,,
2.60585269,,12.48749,,,,5522.0,,0.11,
1.67866113,,4.190948,,,,5582.0,,-0.11,
1.75,,4.19121,,,,,,,
1.67462172,,4.19097,0.04878,1122.0,,5500.0,-0.20135,-0.064,
0.86850263,,2.080615,,,,4720.0,,-0.06,
1.7,,9.32448,,,,,,,
1.59,,9.32414,0.0731,500.0,2.7,4043.0,,-0.11,M0.0
1.25,,9.32389,0.0699,,,4006.0,,,
1.89,,9.3251498,,,,4024.0,,,
1.84,,9.325038,0.076,,,4222.06,,,
2.49,,15.50192,0.107,,,4222.06,,,
2.29,,15.504102,,,,4024.0,,,
1.53,,15.50116,0.098,,,4006.0,,,
1.92,,15.5012,0.1026,420.0,5.4,4043.0,,-0.11,M0.0
,,15.4941223,,,,4047.0,-0.98492,,
2.17,,15.50195,,,,,,,
0.86,,0.57023,,,,5500.0,,0.0,
0.81864346,,0.570233,,,,5396.0,,0.05,
1.33162691,,0.669561,0.01419,1873.0,,5117.0,-0.383,0.134,
1.3,,0.669532,,,,5360.0,,-0.04,
1.44,,0.669573,,,,,,,
1.37466396,,0.669558,,,,5221.0,,0.11,
2.6,,9.795546,,,,,,,
2.82375991,,9.79565352601,,552.14,,4147.0,,,
2.65,,9.795647,,,,4349.0,,,
2.39257704,,9.7954,,,,4349.0,,-0.33,
2.52,,9.79551,0.0785,542.0,,4272.0,,0.03,
2.57,,9.79546,,,,,,,
1.51398464,,8.13087,,,,5794.0,,0.25,
2.6,,8.59627,,,,,,,
2.21567504,,8.596531,,,,5768.0,,0.12,
2.5,,8.596724,,,,,,,
2.51,,8.59656,,1001.0,,5875.0,,0.04,
2.43,,8.596802,0.0834,1006.0,,5854.0,,0.05,
2.63,,8.26947,,,,,,,
2.12381238,,8.269648,,,,5704.0,,0.11,
1.63,,2.174829,,,,,,,
1.75,8.0,2.1748,0.028,1103.0,8.2,4503.0,-0.72125,0.0,K5 V
1.7,,2.174769,,,,,,,
1.79105,,2.1747824,,1013.0,,4542.0,,,
1.66,6.1,2.174789,,967.0,7.0,4495.0,,0.08,
1.67844825,,2.174789,,,,4591.0,,-0.18,
1.63,,2.174782,0.0298,992.0,,4658.0,,-0.06,
3.36,,14.0721,,,,,,,
3.57854073,,14.074524,,,,5967.0,,0.04,
2.79,,8.68055,,,,,,,
2.56948149,,8.679885,,,,5757.0,,0.25,
1.47,,3.9009,,,,,,,
1.34762583,,3.901287,,,,5753.0,,0.13,
1.43839723,,6.66767,,,,5753.0,,0.13,
1.66,,6.6674,,,,,,,
2.84,,11.13878,,,,,,,
2.57634456,,11.137278,,,,5753.0,,0.13,
2.3,,0.381073,,,,3879.0,,0.032,
3.0,,1.143201,0.01604,,,3865.0,,,
4.31,,0.381087,,,,3830.0,,0.03,
5.4,,0.3810654,,,,,,,
2.5,444.962,0.381078,0.0088,2100.0,,3830.0,,0.03,M0 V
4.75,,0.381078,0.009,,,3879.18,,,
4.61,,0.38107852,,,,3892.0,,,
2.21473364,,13.682511,,,,5599.0,,0.06,
2.62,,13.68275,,,,,,,
2.3,,13.683038,,,,,,,
2.39,,13.683256,0.1104,758.0,,5660.0,,0.04,
2.37,,13.68186,,761.0,,5612.0,,-0.05,
1.98,,2.398982,,,,,,,
1.67890272,,2.399094,,,,5716.0,,0.13,
2.39,,15.387063,0.1211,801.0,,6058.0,,-0.21,
2.22325951,,15.388825,,,,5934.0,,-0.3,
2.53826377,,15.3886606556,,779.17,,6101.0,,,
2.1,,15.386796,,,,,,,
2.35,8.7,15.38857,0.1206,871.0,3.68,5942.0,,-0.315,
2.41,5.7,15.3863,,801.0,2.0,5961.0,,-0.25,
0.90973766,,0.50557,,,,5859.0,,0.19,
0.89,,0.50565,0.0127,2271.0,,5835.0,,0.12,
0.89,,0.50557,,,,5859.0,,0.19,
1.6195921,,4.564169,,,,5859.0,,0.19,
1.5,,4.562546,,,,5859.0,,0.19,
1.57,,4.56327,0.0549,1091.0,,5835.0,,0.12,
1.56,,4.47904,0.0516,1002.0,,5620.0,,-0.19,
1.66378993,,4.478591,,,,5614.0,,-0.22,
2.41,,10.09489,0.0886,764.0,,5620.0,,-0.19,
2.5054075,,10.09607,,,,,,,
3.49,,15.87209,0.134,902.0,,5742.0,,0.38,
2.66099554,,15.871455,,,,5733.0,,0.47,
3.60929179,,15.8723,0.1409,923.0,,5520.0,0.38202,0.486,
1.53899305,,3.27109,0.04095,1187.0,,5288.0,-0.25337,-0.05,
1.54,,3.27108,0.0413,1120.0,,5424.0,,-0.03,
1.48696454,,3.271106,,,,5397.0,,-0.08,
1.66551298,,13.621832,,,,5673.0,,-0.1,
1.38434336,,2.698368,,,,4764.0,,-0.13,
1.21,,2.69828,0.0338,914.0,,4715.0,,-0.25,
1.14,,0.58426,0.0131,1818.0,,5315.0,,-0.09,
1.197,2.49,0.584,,,8.0,5185.0,,-0.06,
1.164,2.59,0.584249,0.012888,1960.0,8.9,5185.0,,-0.06,
1.0,,0.584216,,,,5315.0,,-0.09,
1.26,2.55,0.584272,,1763.0,7.6,5163.0,,0.04,
1.2547759,,0.58424,,,,5231.0,,-0.03,
2.04,7.0,8.3262,,727.0,5.1,5163.0,,0.04,
2.12,21.3,8.32834,0.07577,800.0,12.8,5185.0,,-0.06,
2.03,,8.32727,0.0769,750.0,,5315.0,,-0.09,
2.16480482,,8.32801,,,,5231.0,,-0.03,
1.93420564,,2.860636,,,,6002.0,,0.21,
1.96,,2.86041,0.0409,1529.0,,5945.0,,0.1,
2.5,,13.841901,,,,5695.0,,0.14,
2.79,,13.84457,,,,,,,
,,11.16844233,,,,6154.0,0.23805,0.1,
11.859122,123.00021,11.168459,0.0991,1001.0,0.405,5888.0,0.21643,0.051,
12.77,,11.1684037,,1171.0,,5981.0,,,
11.209,126.49634,11.168454,0.10356,1030.0,,6154.0,0.23805,0.1,
1.398,,2.46746,0.03317,1040.0,,4950.0,-0.52288,0.07,K3
1.343,11.26,2.4675,0.03308,1121.0,26.26,5033.0,,-0.09,
1.315,2.4,2.467583,0.03293,1127.0,5.7,4796.0,,-0.082,K3
1.272,4.6,7.06024,0.0664,794.0,12.4,4796.0,,-0.082,K3
1.335,,7.06142,0.06687,728.0,,4950.0,-0.52288,0.07,K3
1.281,12.81,7.06005,0.06666,790.0,33.91,5033.0,,-0.09,
2.64,,24.3662,0.1527,482.0,,4950.0,-0.52288,0.07,K3
2.363,10.3,24.3681,0.1516,525.0,4.3,4796.0,,-0.082,K3
,,24.36543,,,,4950.0,-0.52288,0.07,K3
2.358,21.14,24.3645,0.15224,523.0,8.85,5033.0,,-0.09,
18.49485,508.528,2.18056,0.037,1884.0,0.44,6257.0,,0.14,F6 V
16.06246934,434.15360396,2.18053332,0.03552,1759.0,0.577,6180.0,0.3032,0.337,
,,2.18053435,,,,6257.0,,0.14,F6 V
,,2.1805577,,,,6099.0,,0.0,F9 V
,,2.180533,,,,6257.0,,0.14,F6 V
,,2.1805338,,,,,,,
16.80885305,,2.18052771326,,1654.4,,6599.0,,,
16.19697711,433.20011874,2.18053539,0.03558,1828.0,0.562,6360.0,0.37107,0.137,
18.405178,392.83788,2.1805577,0.0353,1838.0,0.37,6099.0,,0.0,F9 V
,,3.2046909,,,,5630.0,,0.34,G2 V
,,3.2047072,,,,5342.0,,,
14.5717,273.3338,3.20466,0.046,1587.0,0.56,5630.0,,0.34,G2 V
1.1,,5.24,0.0441,502.0,,3420.0,-1.79588,-0.1,M3.0 V
1.0,,7.775,0.0576,427.0,,3420.0,-1.79588,-0.1,M3.0 V
1.1,,10.115,0.0685,399.0,,3420.0,-1.79588,-0.1,M3.0 V
5.68,21.0,20.8851,0.154,767.0,0.63,5743.0,0.15836,0.42,G3
7.07,,20.88526,0.1577,,,5717.0,,,
4.05,,20.885075,,,,5071.0,,,
5.83,,20.88508,0.1542,709.0,,5743.0,,0.42,G9 V
5.4,19.0,20.88977,,686.0,0.64,5625.0,,0.34,
5.94,,20.88506,,,,,,,
5.68,19.8,20.8851,,,0.59,5743.0,,0.42,
