planet_radius_earth,planet_mass_earth,orbital_period_days,semi_major_axis_AU,equilibrium_temp_K,planet_density,star_temp_K,star_luminosity,star_metallicity,star_type
2.3,154.306465,4.5143746528,0.10086,797.0,1.33,5975.64,0.12216,0.12,G0 V
2.3,154.306465,3.77359871,0.10086,797.0,1.33,6192.0,0.11956,-0.0039,G0 V
1.413,154.306465,10.3392924,0.10086,797.0,1.33,6222.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,3.7736645089,0.10086,797.0,1.33,6192.0,0.11956,-0.0039,G0 V
1.53,154.306465,3.77360059,0.10086,797.0,1.33,5976.0,-0.0828599999999999,-0.08,G0 V
2.3,154.306465,8.18182189,0.10086,797.0,1.33,6192.0,0.11956,-0.0039,G0 V
2.3,154.306465,8.18180095,0.10086,797.0,1.33,6192.0,0.11956,-0.0039,G0 V
2.3,154.306465,8.1818710054,0.10086,797.0,1.33,6192.0,0.11956,-0.0039,G0 V
1.936,154.306465,10.3392924,0.10086,797.0,1.33,6222.0,-0.0828599999999999,-0.0039,G0 V
1.84,154.306465,8.1818246,0.10086,797.0,1.33,5976.0,-0.0828599999999999,-0.08,G0 V
2.3,154.306465,4.4875801584,0.10086,797.0,1.33,6160.28,0.34865,-0.3294,G0 V
2.3,154.306465,4.48758768,0.10086,797.0,1.33,6160.28,0.34865,-0.3294,G0 V
1.526,154.306465,4.48758907,0.05202,797.0,1.33,6010.0,-0.0828599999999999,-0.32,G0 V
1.532,154.306465,10.3392924,0.10086,797.0,1.33,6010.0,-0.0828599999999999,-0.0039,G0 V
1.25,154.306465,4.48758907,0.10086,797.0,1.33,6079.0,-0.0828599999999999,-0.12,G0 V
2.3,154.306465,51.9291979953,0.10086,797.0,1.33,5565.0,0.23172,-0.0039,G0 V
2.3,154.306465,51.92920654,0.10086,797.0,1.33,5565.0,0.23172,-0.0039,G0 V
2.3,154.306465,51.92916268,0.10086,797.0,1.33,5565.0,0.23172,-0.0039,G0 V
1.51,154.306465,0.567857136,0.10086,797.0,1.33,5039.0,-0.0828599999999999,-0.02,G0 V
2.3,154.306465,0.567856484,0.10086,797.0,1.33,4954.0,-0.54299,-0.0039,G0 V
2.3,154.306465,0.5678570418,0.10086,797.0,1.33,4954.0,-0.54299,-0.0039,G0 V
1.32,154.306465,10.3392924,0.10086,797.0,1.33,4965.0,-0.0828599999999999,-0.0039,G0 V
1.379,154.306465,0.567857136,0.01228,797.0,1.33,4965.0,-0.0828599999999999,-0.08,G0 V
2.11,154.306465,6.88337562,0.10086,797.0,1.33,5698.0,-0.0828599999999999,0.03,G0 V
2.3,154.306465,6.8833761,0.10086,797.0,1.33,5575.0,0.04004,-0.0039,G0 V
2.35,154.306465,10.3392924,0.10086,797.0,1.33,5686.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,6.8833857,0.10086,797.0,1.33,5575.0,0.04004,-0.0039,G0 V
2.3,154.306465,6.8833687809,0.10086,797.0,1.33,5575.0,0.04004,-0.0039,G0 V
2.83,154.306465,9.77,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.56,154.306465,9.77045194,0.10086,797.0,1.33,4082.0,-0.0828599999999999,-0.23,G0 V
2.714,154.306465,10.3392924,0.10086,797.0,1.33,4003.0,-1.10237,-0.0039,G0 V
2.38,154.306465,9.77042372,0.10086,797.0,1.33,4648.0,-0.0828599999999999,-0.25,G0 V
2.3,154.306465,9.77044998,0.10086,797.0,1.33,4648.0,-0.0828599999999999,-0.25,G0 V
2.3,154.306465,9.7704486,0.10086,797.0,1.33,4648.0,-0.0828599999999999,-0.25,G0 V
2.04,154.306465,20.0901,0.10086,797.0,1.33,4648.0,-0.0828599999999999,-0.25,G0 V
2.3,154.306465,20.09017037,0.10086,797.0,1.33,4648.0,-0.0828599999999999,-0.25,G0 V
2.327,154.306465,10.3392924,0.10086,797.0,1.33,4003.0,-1.10237,-0.0039,G0 V
2.3,154.306465,20.09015098,0.10086,797.0,1.33,4648.0,-0.0828599999999999,-0.25,G0 V
2.2,154.306465,20.09020088,0.10086,797.0,1.33,4082.0,-0.0828599999999999,-0.23,G0 V
2.3,154.306465,20.0903131858,0.10086,797.0,1.33,4648.0,-0.0828599999999999,-0.25,G0 V
2.36,154.306465,20.09,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,5.16979783,0.10086,797.0,1.33,4648.0,-0.0828599999999999,-0.25,G0 V
1.94,154.306465,5.169796,0.051,797.0,1.33,4648.0,-0.0828599999999999,-0.0039,G0 V
1.95,154.306465,5.169809946,0.10086,797.0,1.33,4082.0,-0.0828599999999999,-0.23,G0 V
2.3,154.306465,5.169804269,0.10086,797.0,1.33,4648.0,-0.0828599999999999,-0.25,G0 V
2.133,154.306465,10.3392924,0.10086,797.0,1.33,4003.0,-1.10237,-0.0039,G0 V
2.3,154.306465,5.1698149493,0.10086,797.0,1.33,4648.0,-0.0828599999999999,-0.25,G0 V
1.78,154.306465,5.16981333,0.10086,797.0,1.33,4648.0,-0.0828599999999999,-0.25,G0 V
1.7,154.306465,11.29695137,0.10086,797.0,1.33,6037.0,-0.0828599999999999,-0.02,G0 V
2.3,154.306465,11.29689442,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,11.2969239773,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,5.62154315,0.10086,797.0,1.33,5750.35,0.01191,-0.12,G0 V
1.443,154.306465,10.3392924,0.10086,797.0,1.33,5688.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,5.6215322497,0.10086,797.0,1.33,5750.35,0.01191,-0.12,G0 V
2.3,154.306465,5.62154483,0.10086,797.0,1.33,5750.35,0.01191,-0.12,G0 V
1.304,154.306465,5.62153941,0.05984,797.0,1.33,5688.0,-0.0828599999999999,-0.08,G0 V
1.27,154.306465,5.62153941,0.10086,797.0,1.33,5732.0,-0.0828599999999999,0.02,G0 V
2.3,154.306465,7.13971043,0.10086,797.0,1.33,5705.0,0.07025,-0.0039,G0 V
2.06,154.306465,7.1396941,0.10086,797.0,1.33,5596.0,-0.0828599999999999,-0.08,G0 V
2.3,154.306465,7.13969705,0.10086,797.0,1.33,5705.0,0.07025,-0.0039,G0 V
2.3,154.306465,7.1397223708,0.10086,797.0,1.33,5705.0,0.07025,-0.0039,G0 V
2.495,154.306465,10.3392924,0.10086,797.0,1.33,6025.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,18.75470238,0.10086,797.0,1.33,4328.0,-0.79309,-0.0039,G0 V
2.02,154.306465,18.7546998,0.10086,797.0,1.33,4339.0,-0.0828599999999999,-0.18,G0 V
2.3,154.306465,18.75463164,0.10086,797.0,1.33,4328.0,-0.79309,-0.0039,G0 V
2.3,154.306465,18.7542247156,0.10086,797.0,1.33,4328.0,-0.79309,-0.0039,G0 V
2.18,154.306465,18.75,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.97,154.306465,13.32,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,13.32381364,0.10086,797.0,1.33,4423.0,-0.7453,-0.0039,G0 V
2.02,154.306465,13.32388301,0.10086,797.0,1.33,4554.0,-0.0828599999999999,-0.13,G0 V
2.3,154.306465,13.32389352,0.10086,797.0,1.33,4423.0,-0.7453,-0.0039,G0 V
2.3,154.306465,13.3237667377,0.10086,797.0,1.33,4423.0,-0.7453,-0.0039,G0 V
2.3,154.306465,11.41898219,0.10086,797.0,1.33,5855.0,0.32995,-0.0039,G0 V
2.79,154.306465,11.41909375,0.10086,797.0,1.33,5954.0,-0.0828599999999999,0.08,G0 V
2.3,154.306465,11.41911886,0.10086,797.0,1.33,5855.0,0.32995,-0.0039,G0 V
2.73,154.306465,11.36112327,0.10086,797.0,1.33,5895.0,-0.0828599999999999,-0.01,G0 V
2.3,154.306465,11.36113254,0.10086,797.0,1.33,5871.0,0.04883,-0.0039,G0 V
2.597,154.306465,10.3392924,0.10086,797.0,1.33,6246.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,11.3611265,0.10086,797.0,1.33,5871.0,0.04883,-0.0039,G0 V
2.3,154.306465,11.3611763269,0.10086,797.0,1.33,5871.0,0.04883,-0.0039,G0 V
2.3,154.306465,16.56057486,0.10086,797.0,1.33,5608.0,-0.27122,-0.0039,G0 V
2.3,154.306465,16.56062577,0.10086,797.0,1.33,5608.0,-0.27122,-0.0039,G0 V
2.9,154.306465,10.3392924,0.10086,797.0,1.33,5815.0,-0.0828599999999999,-0.0039,G0 V
2.56,154.306465,16.56059504,0.10086,797.0,1.33,5403.0,-0.0828599999999999,-0.18,G0 V
2.3,154.306465,16.5605986894,0.10086,797.0,1.33,5608.0,-0.27122,-0.0039,G0 V
2.3,154.306465,15.7495672336,0.10086,797.0,1.33,5773.0,-0.09867,-0.0039,G0 V
2.326,154.306465,10.3392924,0.10086,797.0,1.33,6189.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,15.74958583,0.10086,797.0,1.33,5773.0,-0.09867,-0.0039,G0 V
2.73,154.306465,15.74957994,0.10086,797.0,1.33,5770.0,-0.0828599999999999,-0.06,G0 V
2.3,154.306465,15.74953307,0.10086,797.0,1.33,5773.0,-0.09867,-0.0039,G0 V
2.966,154.306465,37.8144514,0.2316,797.0,1.33,5936.0,-0.0828599999999999,0.14,G0 V
2.3,154.306465,37.8153630753,0.10086,797.0,1.33,5927.07,0.43706,0.1024,G0 V
3.487,154.306465,10.3392924,0.10086,797.0,1.33,5936.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,37.8145288,0.10086,797.0,1.33,5927.07,0.43706,0.1024,G0 V
2.3,154.306465,37.8145252,0.10086,797.0,1.33,5927.07,0.43706,0.1024,G0 V
2.57,154.306465,37.8144514,0.10086,797.0,1.33,6058.0,-0.0828599999999999,0.29,G0 V
2.3,154.306465,8.72585478,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,8.72584878,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.23,154.306465,8.726,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
3.03,154.306465,8.72585936,0.10086,797.0,1.33,6039.0,-0.0828599999999999,-0.07,G0 V
2.3,154.306465,8.7260568809,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,12.88291395,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
3.14,154.306465,12.88296485,0.10086,797.0,1.33,6039.0,-0.0828599999999999,-0.07,G0 V
2.36,154.306465,12.883,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,12.88294333,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.38,154.306465,4.224537,0.052,797.0,1.33,6031.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,4.2245513231,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.45,154.306465,4.22451369,0.10086,797.0,1.33,6039.0,-0.0828599999999999,-0.07,G0 V
2.3,154.306465,4.22453631,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.6,154.306465,27.434389,0.181,797.0,1.33,6031.0,-0.0828599999999999,-0.0039,G0 V
2.54,154.306465,27.4345883,0.10086,797.0,1.33,6039.0,-0.0828599999999999,-0.07,G0 V
2.3,154.306465,27.43467112,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,27.4345973,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,27.4346861749,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,44.5520266,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,44.5503219781,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.2,154.306465,44.552169,0.25,797.0,1.33,6031.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,44.5518416,0.10086,797.0,1.33,6039.0,-0.0828599999999999,-0.07,G0 V
2.3,154.306465,44.55148169,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,124.41987924,0.10086,797.0,1.33,5177.0,-0.36224,-0.0039,G0 V
2.3,154.306465,124.4197175,0.10086,797.0,1.33,5177.0,-0.36224,-0.0039,G0 V
2.3,154.306465,1.219568047,0.10086,797.0,1.33,4668.0,-0.61238,-0.0039,G0 V
2.3,154.306465,1.21956877,0.10086,797.0,1.33,4668.0,-0.61238,-0.0039,G0 V
1.6,154.306465,1.21956827,0.10086,797.0,1.33,4848.0,-0.0828599999999999,-0.02,G0 V
2.3,154.306465,1.2195702174,0.10086,797.0,1.33,4668.0,-0.61238,-0.0039,G0 V
1.523,154.306465,10.3392924,0.10086,797.0,1.33,4836.0,-0.0828599999999999,-0.0039,G0 V
2.59,154.306465,2.053879821,0.10086,797.0,1.33,5830.0,-0.0828599999999999,0.05,G0 V
2.3,154.306465,2.0538959725,0.10086,797.0,1.33,5621.0,-0.04723,-0.0039,G0 V
2.29,154.306465,10.3392924,0.10086,797.0,1.33,5631.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,2.05388429,0.10086,797.0,1.33,5621.0,-0.04723,-0.0039,G0 V
2.3,154.306465,2.05388477,0.10086,797.0,1.33,5621.0,-0.04723,-0.0039,G0 V
1.55,154.306465,2.61,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
1.68,154.306465,2.613020856,0.10086,797.0,1.33,4128.0,-0.0828599999999999,-0.24,G0 V
2.3,154.306465,0.92785928,0.10086,797.0,1.33,4655.78,-0.60474,-0.193,G0 V
2.3,154.306465,0.9278597146,0.10086,797.0,1.33,4655.78,-0.60474,-0.193,G0 V
2.04,154.306465,0.927859821,0.10086,797.0,1.33,4913.0,-0.0828599999999999,0.01,G0 V
2.3,154.306465,0.927859786,0.10086,797.0,1.33,4655.78,-0.60474,-0.193,G0 V
1.768,154.306465,10.3392924,0.10086,797.0,1.33,4773.0,-0.0828599999999999,-0.0039,G0 V
1.838,154.306465,0.927859821,0.01668,797.0,1.33,4773.0,-0.0828599999999999,-0.11,G0 V
2.3,154.306465,19.80787763,0.10086,797.0,1.33,5494.0,-0.21715,-0.0039,G0 V
2.48,154.306465,19.80792185,0.10086,797.0,1.33,5579.0,-0.0828599999999999,0.0,G0 V
2.3,154.306465,19.8079159859,0.10086,797.0,1.33,5494.0,-0.21715,-0.0039,G0 V
2.052,154.306465,10.3392924,0.10086,797.0,1.33,5781.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,19.80778729,0.10086,797.0,1.33,5494.0,-0.21715,-0.0039,G0 V
2.3,154.306465,2.3432387029,0.10086,797.0,1.33,4746.0,-0.5065,-0.0039,G0 V
1.18,154.306465,2.343231895,0.10086,797.0,1.33,4940.0,-0.0828599999999999,0.15,G0 V
2.3,154.306465,2.343230566,0.10086,797.0,1.33,4746.0,-0.5065,-0.0039,G0 V
1.7,154.306465,6.91134416,0.10086,797.0,1.33,5695.0,-0.0828599999999999,0.15,G0 V
2.3,154.306465,6.91134223,0.10086,797.0,1.33,5654.59,0.59369,0.1036,G0 V
2.919,154.306465,10.3392924,0.10086,797.0,1.33,5722.0,-0.0828599999999999,-0.0039,G0 V
2.926,154.306465,6.91134416,0.07586,797.0,1.33,5722.0,-0.0828599999999999,0.19,G0 V
2.3,154.306465,6.91134979,0.10086,797.0,1.33,5654.59,0.59369,0.1036,G0 V
2.3,154.306465,6.9112988536,0.10086,797.0,1.33,5654.59,0.59369,0.1036,G0 V
2.3,154.306465,394.6249514,0.10086,797.0,1.33,5994.9,0.60507,0.098,G0 V
2.3,154.306465,8.30540302,0.10086,797.0,1.33,5495.0,-0.2123,-0.0039,G0 V
2.074,154.306465,8.3053749,0.07885,797.0,1.33,5520.0,-0.0828599999999999,0.12,G0 V
1.97,154.306465,8.306,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,8.305,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,8.3055997633,0.10086,797.0,1.33,5495.0,-0.2123,-0.0039,G0 V
2.3,154.306465,8.30537702,0.10086,797.0,1.33,5495.0,-0.2123,-0.0039,G0 V
2.12,154.306465,8.3053749,0.10086,797.0,1.33,5499.0,-0.0828599999999999,0.0,G0 V
1.684,154.306465,10.3392924,0.10086,797.0,1.33,5520.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,12.51353325,0.10086,797.0,1.33,5495.0,-0.2123,-0.0039,G0 V
1.879,154.306465,12.51366754,0.10363,797.0,1.33,5520.0,-0.0828599999999999,0.12,G0 V
2.18,154.306465,12.513,0.10086,797.0,1.33,5613.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,12.51374906,0.10086,797.0,1.33,5495.0,-0.2123,-0.0039,G0 V
1.865,154.306465,10.3392924,0.10086,797.0,1.33,5520.0,-0.0828599999999999,-0.0039,G0 V
1.93,154.306465,12.51366754,0.10086,797.0,1.33,5499.0,-0.0828599999999999,0.0,G0 V
1.386,154.306465,10.3392924,0.10086,797.0,1.33,5520.0,-0.0828599999999999,-0.0039,G0 V
1.239,154.306465,17.9133739,0.13162,797.0,1.33,5520.0,-0.0828599999999999,0.12,G0 V
1.2,154.306465,17.91323,0.13,797.0,1.33,5436.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,17.9134215,0.10086,797.0,1.33,5495.0,-0.2123,-0.0039,G0 V
2.3,154.306465,17.9138906166,0.10086,797.0,1.33,5495.0,-0.2123,-0.0039,G0 V
2.3,154.306465,25.2150826381,0.10086,797.0,1.33,5495.0,-0.2123,-0.0039,G0 V
1.186,154.306465,10.3392924,0.10086,797.0,1.33,5520.0,-0.0828599999999999,-0.0039,G0 V
1.178,154.306465,25.2152875,0.16533,797.0,1.33,5520.0,-0.0828599999999999,0.12,G0 V
1.27,154.306465,25.216751,0.163,797.0,1.33,5436.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,25.2149143,0.10086,797.0,1.33,5495.0,-0.2123,-0.0039,G0 V
1.25,154.306465,25.2152875,0.10086,797.0,1.33,5499.0,-0.0828599999999999,0.0,G0 V
2.3,154.306465,7.19304935,0.10086,797.0,1.33,5797.0,0.17325,-0.0039,G0 V
1.78,154.306465,7.19303878,0.10086,797.0,1.33,5932.0,-0.0828599999999999,0.03,G0 V
1.881,154.306465,10.3392924,0.10086,797.0,1.33,6197.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,7.1930165947,0.10086,797.0,1.33,5797.0,0.17325,-0.0039,G0 V
1.547,154.306465,10.3392924,0.10086,797.0,1.33,5822.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,8.50698069,0.10086,797.0,1.33,5585.0,-0.273,-0.0039,G0 V
1.68,154.306465,8.50699658,0.10086,797.0,1.33,5455.0,-0.0828599999999999,-0.07,G0 V
2.3,154.306465,8.5068669229,0.10086,797.0,1.33,5585.0,-0.273,-0.0039,G0 V
2.54,154.306465,44.9309804,0.10086,797.0,1.33,6100.0,-0.0828599999999999,0.22,G0 V
2.3,154.306465,44.9306143925,0.10086,797.0,1.33,6224.98,0.827,0.096,G0 V
2.3,154.306465,44.93097027,0.10086,797.0,1.33,6224.98,0.827,0.096,G0 V
2.3,154.306465,44.9306706,0.10086,797.0,1.33,6224.98,0.827,0.096,G0 V
1.573,154.306465,7.16892463,0.079,797.0,1.33,6318.0,-0.0828599999999999,0.12,G0 V
1.69,154.306465,7.16892463,0.10086,797.0,1.33,6350.0,-0.0828599999999999,0.07,G0 V
2.3,154.306465,7.1690901176,0.10086,797.0,1.33,6376.52,0.51032,0.1268,G0 V
1.604,154.306465,10.3392924,0.10086,797.0,1.33,6318.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,7.16893064,0.10086,797.0,1.33,6376.52,0.51032,0.1268,G0 V
2.3,154.306465,7.16893749,0.10086,797.0,1.33,6376.52,0.51032,0.1268,G0 V
2.3,154.306465,7.88663595,0.10086,797.0,1.33,5597.0,0.33305,-0.0039,G0 V
2.3,154.306465,7.886632468,0.10086,797.0,1.33,5597.0,0.33305,-0.0039,G0 V
2.3,154.306465,8.0276822757,0.10086,797.0,1.33,5368.0,-0.02166,-0.0039,G0 V
2.3,154.306465,8.027681123,0.10086,797.0,1.33,5368.0,-0.02166,-0.0039,G0 V
2.3,154.306465,8.02768225,0.10086,797.0,1.33,5368.0,-0.02166,-0.0039,G0 V
2.3,154.306465,85.3514875,0.10086,797.0,1.33,5612.0,-0.07143,-0.0039,G0 V
2.3,154.306465,85.3514661016,0.10086,797.0,1.33,5612.0,-0.07143,-0.0039,G0 V
2.3,154.306465,85.35141921,0.10086,797.0,1.33,5612.0,-0.07143,-0.0039,G0 V
2.3,154.306465,76.1365582568,0.10086,797.0,1.33,5576.31,-0.1131,0.039,G0 V
2.3,154.306465,76.13616356,0.10086,797.0,1.33,5576.31,-0.1131,0.039,G0 V
2.3,154.306465,76.13622222,0.10086,797.0,1.33,5576.31,-0.1131,0.039,G0 V
2.793,154.306465,10.3392924,0.10086,797.0,1.33,4923.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,20.38179859,0.10086,797.0,1.33,4898.0,-0.55638,-0.0039,G0 V
2.3,154.306465,20.381496177,0.10086,797.0,1.33,4898.0,-0.55638,-0.0039,G0 V
3.09,154.306465,20.38177573,0.10086,797.0,1.33,5020.0,-0.0828599999999999,-0.02,G0 V
2.3,154.306465,20.38174802,0.10086,797.0,1.33,4898.0,-0.55638,-0.0039,G0 V
2.813,154.306465,20.38177573,0.13157,797.0,1.33,4923.0,-0.0828599999999999,-0.19,G0 V
2.556,154.306465,10.3392924,0.10086,797.0,1.33,5868.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,5.1013840913,0.10086,797.0,1.33,5529.64,-0.15726,-0.0044,G0 V
2.3,154.306465,5.10137737,0.10086,797.0,1.33,5529.64,-0.15726,-0.0044,G0 V
3.24,154.306465,5.101379454,0.10086,797.0,1.33,5836.0,-0.0828599999999999,0.09,G0 V
2.3,154.306465,5.101375725,0.10086,797.0,1.33,5529.64,-0.15726,-0.0044,G0 V
2.3,154.306465,3.949627144,0.10086,797.0,1.33,4931.85,-0.42701,0.3539,G0 V
2.261,154.306465,10.3392924,0.10086,797.0,1.33,5160.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,3.9496212329,0.10086,797.0,1.33,4931.85,-0.42701,0.3539,G0 V
2.28,154.306465,3.949631375,0.10086,797.0,1.33,5047.0,-0.0828599999999999,0.01,G0 V
2.3,154.306465,3.9496328,0.10086,797.0,1.33,4931.85,-0.42701,0.3539,G0 V
2.3,154.306465,3.1486461524,0.10086,797.0,1.33,5030.0,-0.10252,-0.0039,G0 V
2.3,154.306465,3.14866567,0.10086,797.0,1.33,5030.0,-0.10252,-0.0039,G0 V
2.21,154.306465,3.148664534,0.10086,797.0,1.33,5333.0,-0.0828599999999999,0.04,G0 V
2.72,154.306465,10.3392924,0.10086,797.0,1.33,5256.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,3.148661555,0.10086,797.0,1.33,5030.0,-0.10252,-0.0039,G0 V
2.3,154.306465,15.59466045,0.10086,797.0,1.33,5878.0,0.21514,-0.0039,G0 V
2.9,154.306465,15.59461874,0.10086,797.0,1.33,5678.0,-0.0828599999999999,-0.03,G0 V
3.749,154.306465,10.3392924,0.10086,797.0,1.33,5902.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,15.59460242,0.10086,797.0,1.33,5878.0,0.21514,-0.0039,G0 V
2.3,154.306465,15.5945923035,0.10086,797.0,1.33,5878.0,0.21514,-0.0039,G0 V
2.3,154.306465,5.83376197,0.10086,797.0,1.33,5621.0,0.2078,-0.0039,G0 V
2.3,154.306465,5.83383412,0.10086,797.0,1.33,5621.0,0.2078,-0.0039,G0 V
3.185,154.306465,10.3392924,0.10086,797.0,1.33,6225.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,5.8337620937,0.10086,797.0,1.33,5621.0,0.2078,-0.0039,G0 V
2.4,154.306465,5.83376092,0.10086,797.0,1.33,5754.0,-0.0828599999999999,0.04,G0 V
2.3,154.306465,2.42149592,0.10086,797.0,1.33,5621.0,0.2078,-0.0039,G0 V
2.3,154.306465,2.42149592,0.10086,797.0,1.33,5621.0,0.2078,-0.0039,G0 V
2.3,154.306465,2.42150341,0.10086,797.0,1.33,5621.0,0.2078,-0.0039,G0 V
1.76699996,154.306465,2.421489954,0.10086,797.0,1.33,6213.0,-0.0828599999999999,0.36,G0 V
2.3,154.306465,2.42149592,0.10086,797.0,1.33,5621.0,0.2078,-0.0039,G0 V
2.3,154.306465,14.16400071,0.10086,797.0,1.33,5284.0,-0.29754,-0.0039,G0 V
2.166,154.306465,10.3392924,0.10086,797.0,1.33,5428.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,14.16399178,0.10086,797.0,1.33,5284.0,-0.29754,-0.0039,G0 V
2.49,154.306465,14.16399294,0.10086,797.0,1.33,5570.0,-0.0828599999999999,-0.01,G0 V
2.3,154.306465,14.1640005616,0.10086,797.0,1.33,5284.0,-0.29754,-0.0039,G0 V
1.06200004,154.306465,6.209179878,0.10086,797.0,1.33,5440.0,-0.0828599999999999,-0.24,G0 V
2.3,154.306465,6.20920207,0.10086,797.0,1.33,5284.0,-0.29754,-0.0039,G0 V
2.3,154.306465,2.617028373,0.10086,797.0,1.33,4664.0,-0.70483,-0.0039,G0 V
1.63,154.306465,2.617032536,0.10086,797.0,1.33,4751.0,-0.0828599999999999,-0.07,G0 V
1.437,154.306465,10.3392924,0.10086,797.0,1.33,4832.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,2.6170416378,0.10086,797.0,1.33,4664.0,-0.70483,-0.0039,G0 V
2.3,154.306465,150.24187578,0.10086,797.0,1.33,5595.28,-0.0828599999999999,0.1,G0 V
2.3,154.306465,150.2412582,0.10086,797.0,1.33,5595.28,-0.0828599999999999,0.1,G0 V
2.3,154.306465,150.240510938,0.10086,797.0,1.33,5595.28,-0.0828599999999999,0.1,G0 V
2.3,154.306465,5.03257009,0.10086,797.0,1.33,5652.0,0.06838,-0.0039,G0 V
3.072,154.306465,10.3392924,0.10086,797.0,1.33,5968.0,-0.0828599999999999,-0.0039,G0 V
2.05,154.306465,5.03251791,0.10086,797.0,1.33,5614.0,-0.0828599999999999,-0.08,G0 V
2.3,154.306465,40.4286676,0.10086,797.0,1.33,5575.0,-0.11047,-0.0039,G0 V
3.61,154.306465,40.4287755,0.10086,797.0,1.33,5664.0,-0.0828599999999999,0.02,G0 V
3.224,154.306465,10.3392924,0.10086,797.0,1.33,5814.0,-0.0828599999999999,-0.0039,G0 V
2.3,154.306465,40.42883422,0.10086,797.0,1.33,5575.0,-0.11047,-0.0039,G0 V
2.3,154.306465,40.4286038246,0.10086,797.0,1.33,5575.0,-0.11047,-0.0039,G0 V
2.3,154.306465,114.73656732,0.10086,797.0,1.33,5692.09,0.32604,0.0562,G0 V
2.3,154.306465,114.736403154,0.10086,797.0,1.33,5692.09,0.32604,0.0562,G0 V
2.3,154.306465,114.73658,0.10086,797.0,1.33,5692.09,0.32604,0.0562,G0 V
2.3,154.306465,191.239133,0.10086,797.0,1.33,5692.09,0.32604,0.0562,G0 V
2.78,154.306465,21.3587621,0.10086,797.0,1.33,5857.0,-0.0828599999999999,-0.01,G0 V
