Planet radius,Planet mass,Orbital period,Semi-major axis,Equilibrium temperature,Planet density,Host star temperature,Star luminosity,Star metallicity,Star type,habitability_score,orbital_stability
1.99,191.96932,59.9810586,0.3185,549.0,1.33,6484.0,-0.08285999999999999,-0.08,G0 V,4.153649853157242,188.32357488226057
2.15,191.96932,59.980627,0.312,797.0,1.33,6108.0,-0.08285999999999999,-0.0039,G0 V,4.076658059061749,192.24559935897435
2.3,191.96932,59.98190103,0.10086,797.0,1.33,6199.63,0.35128,-0.031,G0 V,10.685928699447409,594.7045511600238
2.3,191.96932,59.9809868,0.10086,797.0,1.33,6199.63,0.35128,-0.031,G0 V,10.685928699447409,594.6954868134046
2.81,191.96932,59.9809868,0.3108,568.0,1.33,6103.0,-0.08285999999999999,0.02,G0 V,3.77356083391995,192.989018018018
1.99,191.96932,59.9810586,0.3185,549.0,1.33,6484.0,-0.08285999999999999,-0.08,G0 V,4.153649853157242,188.32357488226057
2.3,191.96932,59.9806794311,0.10086,797.0,1.33,6199.63,0.35128,-0.031,G0 V,10.685928699447409,594.6924393327384
1.99,191.96932,59.9810586,0.3185,549.0,1.33,6484.0,-0.08285999999999999,-0.08,G0 V,4.153649853157242,188.32357488226057
2.194,191.96932,59.9810586,0.3074,797.0,1.33,6090.0,-0.08285999999999999,-0.04,G0 V,4.092576010479808,195.12380806766427
2.3,191.96932,10.6648896,0.10086,797.0,1.33,5744.35,-0.08285999999999999,-0.218,G0 V,10.685928699447409,105.73953599048185
2.3,191.96932,10.6648916385,0.10086,797.0,1.33,5744.35,-0.08285999999999999,-0.218,G0 V,10.685928699447409,105.73955620166568
1.76,191.96932,10.66489514,0.0961,865.0,1.33,6014.0,-0.08285999999999999,-0.04,G0 V,11.723349839204673,110.9770566077003
2.3,191.96932,10.66489514,0.10086,797.0,1.33,5744.35,-0.08285999999999999,-0.218,G0 V,10.685928699447409,105.7395909181043
1.83,191.96932,10.66487537,0.0961,868.0,1.33,6011.0,-0.08285999999999999,-0.04,G0 V,11.612370678306897,110.97685088449532
2.04,191.96932,10.664903,0.098,797.0,1.33,6012.0,-0.08285999999999999,-0.0039,G0 V,11.167584730733761,108.82554081632654
1.79,191.96932,10.66487537,0.10086,797.0,1.33,5812.0,-0.08285999999999999,0.06,G0 V,11.182520715026767,105.73939490382709
1.83,191.96932,10.66487537,0.0961,868.0,1.33,6011.0,-0.08285999999999999,-0.04,G0 V,11.612370678306897,110.97685088449532
1.83,191.96932,10.66487537,0.0961,868.0,1.33,6011.0,-0.08285999999999999,-0.04,G0 V,11.612370678306897,110.97685088449532
1.95,191.96932,10.664829,0.095,862.0,1.33,5980.0,-0.08285999999999999,-0.0039,G0 V,11.5806895286998,112.26135789473683
1.63,191.96932,17.7835598,0.1351,732.0,1.33,6011.0,-0.08285999999999999,-0.04,G0 V,8.991478339923937,131.63256698741674
1.64,191.96932,17.784129,0.137,797.0,1.33,6012.0,-0.08285999999999999,-0.0039,G0 V,8.86373470953494,129.8111605839416
2.3,191.96932,17.7833125,0.10086,797.0,1.33,5744.35,-0.08285999999999999,-0.218,G0 V,10.685928699447409,176.31680051556614
2.3,191.96932,17.7838298,0.10086,797.0,1.33,5744.35,-0.08285999999999999,-0.218,G0 V,10.685928699447409,176.32192940709893
1.63,191.96932,17.7835598,0.1351,732.0,1.33,6011.0,-0.08285999999999999,-0.04,G0 V,8.991478339923937,131.63256698741674
2.3,191.96932,17.784002025,0.10086,797.0,1.33,5744.35,-0.08285999999999999,-0.218,G0 V,10.685928699447409,176.32363697204045
1.55,191.96932,17.7835598,0.10086,797.0,1.33,5812.0,-0.08285999999999999,0.06,G0 V,11.734879748398459,176.31925242910964
1.6,191.96932,17.7838298,0.1351,729.0,1.33,6014.0,-0.08285999999999999,-0.04,G0 V,9.070858740732909,131.63456550703182
1.63,191.96932,17.7835598,0.1351,732.0,1.33,6011.0,-0.08285999999999999,-0.04,G0 V,8.991478339923937,131.63256698741674
1.48,191.96932,3.28192091,0.0446,1318.0,1.33,6210.0,-0.08285999999999999,-0.1,G0 V,24.50582887079687,73.5856706278027
2.3,191.96932,3.2819139661,0.10086,797.0,1.33,5947.0,0.57277,-0.0039,G0 V,10.685928699447409,32.53930166666667
2.3,191.96932,3.28192056,0.10086,797.0,1.33,5947.0,0.57277,-0.0039,G0 V,10.685928699447409,32.53936704342653
1.37,191.96932,3.281895,0.045,1292.0,1.33,6188.0,-0.08285999999999999,-0.0039,G0 V,24.92592094086118,72.931
1.58,191.96932,3.28192091,0.10086,797.0,1.33,6007.0,-0.08285999999999999,0.01,G0 V,11.640835861251123,32.53937051358319
1.46,191.96932,3.281959,0.045,797.0,1.33,6209.0,-0.08285999999999999,-0.0039,G0 V,24.398099902242723,72.93242222222223
1.6,191.96932,3.28192056,0.0442,1326.0,1.33,5859.0,-0.08285999999999999,0.16,G0 V,24.292064446943737,74.25159638009049
2.496,191.96932,3.28192091,0.04447,797.0,1.33,5938.0,-0.08285999999999999,-0.06,G0 V,23.157483769190698,73.80078502361143
1.48,191.96932,3.28192091,0.0446,1318.0,1.33,6210.0,-0.08285999999999999,-0.1,G0 V,24.50582887079687,73.5856706278027
1.48,191.96932,3.28192091,0.0446,1318.0,1.33,6210.0,-0.08285999999999999,-0.1,G0 V,24.50582887079687,73.5856706278027
2.496,191.96932,10.3392924,0.10086,797.0,1.33,5938.0,-0.08285999999999999,-0.0039,G0 V,10.585147128077603,102.51132659131468
2.912,191.96932,10.3392924,0.10086,797.0,1.33,5938.0,-0.08285999999999999,-0.0039,G0 V,10.439710482517896,102.51132659131468
1.7,191.96932,12.51625,0.109,830.0,1.33,6188.0,-0.08285999999999999,-0.0039,G0 V,10.604728373627118,114.82798165137615
2.3,191.96932,12.51610549,0.10086,797.0,1.33,5947.0,0.57277,-0.0039,G0 V,10.685928699447409,124.09384780884393
2.3,191.96932,12.51613908,0.10086,797.0,1.33,5947.0,0.57277,-0.0039,G0 V,10.685928699447409,124.09418084473528
1.95,191.96932,12.51618164,0.10086,797.0,1.33,6007.0,-0.08285999999999999,0.01,G0 V,10.969329509164009,124.09460281578424
1.79,191.96932,12.51618164,0.1089,844.0,1.33,6210.0,-0.08285999999999999,-0.1,G0 V,10.450357801424936,114.9327974288338
2.3,191.96932,12.5160948821,0.10086,797.0,1.33,5947.0,0.57277,-0.0039,G0 V,10.685928699447409,124.09374263434464
1.79,191.96932,12.51618164,0.1089,844.0,1.33,6210.0,-0.08285999999999999,-0.1,G0 V,10.450357801424936,114.9327974288338
1.79,191.96932,12.51616,0.11,797.0,1.33,6209.0,-0.08285999999999999,-0.0039,G0 V,10.358696512261458,113.78327272727272
1.79,191.96932,12.51618164,0.1089,844.0,1.33,6210.0,-0.08285999999999999,-0.1,G0 V,10.450357801424936,114.9327974288338
1.87,191.96932,12.51610549,0.1078,848.0,1.33,5859.0,-0.08285999999999999,0.16,G0 V,10.427648849508454,116.10487467532467
3.009,191.96932,12.51618164,0.10856,797.0,1.33,5938.0,-0.08285999999999999,-0.06,G0 V,9.711220663125635,115.29275644804716
1.21,191.96932,37.8156219,0.10086,797.0,1.33,4907.0,-0.08285999999999999,0.0,G0 V,14.678602692121402,374.93180547293275
1.124,191.96932,37.8156219,0.20205,797.0,1.33,4859.0,-0.08285999999999999,0.11,G0 V,13.015750748252046,187.15972234595395
1.21,191.96932,37.8154157,0.2016,401.0,1.33,4856.0,-0.08285999999999999,0.0,G0 V,9.731071779744347,187.57646676587302
1.1,191.96932,37.81526,0.194,384.0,1.33,4739.0,-0.08285999999999999,-0.0039,G0 V,15.165055841924389,194.9240206185567
1.195,191.96932,10.3392924,0.10086,797.0,1.33,4859.0,-0.08285999999999999,-0.0039,G0 V,15.044903058421767,102.51132659131468
1.15,191.96932,37.8156219,0.2014,393.0,1.33,4722.0,-0.08285999999999999,0.07,G0 V,11.64143377311203,187.76376315789472
1.3,191.96932,37.815724,0.201,797.0,1.33,4710.0,-0.08285999999999999,-0.0039,G0 V,8.310422347985025,188.13793034825872
1.15,191.96932,37.8156219,0.2014,393.0,1.33,4722.0,-0.08285999999999999,0.07,G0 V,11.64143377311203,187.76376315789472
2.3,191.96932,37.8154157,0.10086,797.0,1.33,4799.55,-0.61671,0.1974,G0 V,10.685928699447409,374.9297610549276
2.3,191.96932,37.8164765958,0.10086,797.0,1.33,4799.55,-0.61671,0.1974,G0 V,10.685928699447409,374.94027955383694
2.3,191.96932,37.81564361,0.10086,797.0,1.33,4799.55,-0.61671,0.1974,G0 V,10.685928699447409,374.9320207217926
1.15,191.96932,37.8156219,0.2014,393.0,1.33,4722.0,-0.08285999999999999,0.07,G0 V,11.64143377311203,187.76376315789472
1.36,191.96932,53.5778376,0.2541,350.0,1.33,4722.0,-0.08285999999999999,0.07,G0 V,6.729365290948868,210.85335537190085
1.16,191.96932,53.5783052,0.2543,357.0,1.33,4856.0,-0.08285999999999999,0.0,G0 V,10.196856103996765,210.6893637436099
2.3,191.96932,53.5782425325,0.10086,797.0,1.33,4799.55,-0.61671,0.1974,G0 V,10.685928699447409,531.2139850535395
1.151,191.96932,10.3392924,0.10086,797.0,1.33,4859.0,-0.08285999999999999,-0.0039,G0 V,16.53921448650803,102.51132659131468
1.08,191.96932,53.5782,0.244,342.0,1.33,4739.0,-0.08285999999999999,-0.0039,G0 V,16.616879174256212,219.58278688524592
2.3,191.96932,53.5783052,0.10086,797.0,1.33,4799.55,-0.61671,0.1974,G0 V,10.685928699447409,531.2146063850882
2.3,191.96932,53.57818738,0.10086,797.0,1.33,4799.55,-0.61671,0.1974,G0 V,10.685928699447409,531.2134382312116
1.36,191.96932,53.5778376,0.2541,350.0,1.33,4722.0,-0.08285999999999999,0.07,G0 V,6.729365290948868,210.85335537190085
1.2,191.96932,53.578637,0.253,797.0,1.33,4710.0,-0.08285999999999999,-0.0039,G0 V,8.954533806502715,211.77326877470355
1.323,191.96932,53.5778376,0.2549,797.0,1.33,4859.0,-0.08285999999999999,0.11,G0 V,7.021046969564235,210.1915951353472
1.36,191.96932,53.5778376,0.2541,350.0,1.33,4722.0,-0.08285999999999999,0.07,G0 V,6.729365290948868,210.85335537190085
1.37,191.96932,53.5778376,0.10086,797.0,1.33,4907.0,-0.08285999999999999,0.0,G0 V,12.619400632919342,531.2099702558002
2.3,191.96932,26.8475962,0.10086,797.0,1.33,5395.36,0.56235,0.03,G0 V,10.685928699447409,266.1867558992663
1.22,191.96932,26.8476325,0.1608,523.0,1.33,5501.0,-0.08285999999999999,-0.48,G0 V,10.768615337240298,166.96288868159203
3.26,191.96932,26.84768,0.186,797.0,1.33,5502.0,-0.08285999999999999,-0.0039,G0 V,5.820786598669939,144.34236559139785
3.417,191.96932,26.8476325,0.18472,797.0,1.33,5459.0,-0.08285999999999999,0.13,G0 V,5.8292996335400105,145.34231539627544
1.22,191.96932,26.8476325,0.1608,523.0,1.33,5501.0,-0.08285999999999999,-0.48,G0 V,10.768615337240298,166.96288868159203
2.18,191.96932,26.8476325,0.10086,797.0,1.33,5562.0,-0.08285999999999999,0.09,G0 V,10.764155557335284,266.18711580408484
1.35,191.96932,26.84734,0.174,513.0,1.33,5293.0,-0.08285999999999999,-0.0039,G0 V,8.60871373836891,154.29505747126439
2.3,191.96932,26.8472428643,0.10086,797.0,1.33,5395.36,0.56235,0.03,G0 V,10.685928699447409,266.1832526700377
3.427,191.96932,10.3392924,0.10086,797.0,1.33,5459.0,-0.08285999999999999,-0.0039,G0 V,10.328729244596532,102.51132659131468
3.2,191.96932,26.8475962,0.1833,800.0,1.33,5508.0,-0.08285999999999999,0.1,G0 V,5.912035949976442,146.468064375341
2.3,191.96932,26.8477622,0.10086,797.0,1.33,5395.36,0.56235,0.03,G0 V,10.685928699447409,266.18840174499303
1.22,191.96932,26.8476325,0.1608,523.0,1.33,5501.0,-0.08285999999999999,-0.48,G0 V,10.768615337240298,166.96288868159203
1.42,191.96932,72.381301,0.3115,376.0,1.33,5501.0,-0.08285999999999999,-0.48,G0 V,5.602588890510239,232.36372712680577
2.65,191.96932,72.381301,0.10086,797.0,1.33,5562.0,-0.08285999999999999,0.09,G0 V,10.522758536277246,717.641294864168
2.3,191.96932,72.3826983,0.10086,797.0,1.33,5395.36,0.56235,0.03,G0 V,10.685928699447409,717.6551487209994
2.3,191.96932,72.38164722,0.10086,797.0,1.33,5395.36,0.56235,0.03,G0 V,10.685928699447409,717.6447275431291
3.88,191.96932,72.379334,0.36,797.0,1.33,5502.0,-0.08285999999999999,-0.0039,G0 V,3.1269646365422394,201.05370555555555
1.42,191.96932,72.381301,0.3115,376.0,1.33,5501.0,-0.08285999999999999,-0.48,G0 V,5.602588890510239,232.36372712680577
1.42,191.96932,72.381301,0.3115,376.0,1.33,5501.0,-0.08285999999999999,-0.48,G0 V,5.602588890510239,232.36372712680577
1.18,191.96932,2.733,0.10086,797.0,1.33,3591.0,-0.08285999999999999,-0.1,G0 V,15.472253485772196,27.096966091612135
1.0,191.96932,2.732766619,0.0289,597.0,1.33,3591.0,-0.08285999999999999,-0.1,G0 V,inf,94.55939858131488
2.3,191.96932,2.732767897,0.10086,797.0,1.33,3655.0,-1.28597,-0.0039,G0 V,10.685928699447409,27.094664852270473
2.3,191.96932,2.7327608857,0.10086,797.0,1.33,3655.0,-1.28597,-0.0039,G0 V,10.685928699447409,27.09459533710093
1.13,191.96932,2.732756,0.03,797.0,1.33,3591.0,-0.08285999999999999,-0.0039,G0 V,41.02760566218328,91.09186666666668
1.6,191.96932,2.732786,0.03,737.0,1.33,3737.0,-0.08285999999999999,-0.0039,G0 V,35.00222717149221,91.09286666666667
1.0,191.96932,2.732766619,0.0289,597.0,1.33,3591.0,-0.08285999999999999,-0.1,G0 V,inf,94.55939858131488
1.08,191.96932,2.73277006,0.10086,797.0,1.33,3655.0,-1.28597,-0.0039,G0 V,22.41669793021663,27.094686297838585
1.0,191.96932,2.732766619,0.0289,597.0,1.33,3591.0,-0.08285999999999999,-0.1,G0 V,inf,94.55939858131488
1.374,191.96932,10.3392924,0.10086,797.0,1.33,3691.0,-1.42022,-0.0039,G0 V,12.59049472166049,102.51132659131468
1.42,191.96932,2.732767897,0.0316,687.0,1.33,3825.0,-0.08285999999999999,0.07,G0 V,34.0290282668697,86.47999674050632
1.15,191.96932,2.732766619,0.10086,797.0,1.33,3711.0,-0.08285999999999999,-0.09,G0 V,16.58336459688331,27.094652181241322
1.8,191.96932,14.87174,0.092,421.0,1.33,3737.0,-0.08285999999999999,-0.0039,G0 V,12.127084014383787,161.64934782608697
1.52,191.96932,14.87153514,0.10086,797.0,1.33,3711.0,-0.08285999999999999,-0.09,G0 V,11.839774853293562,147.44730458060678
1.427,191.96932,10.3392924,0.10086,797.0,1.33,3691.0,-1.42022,-0.0039,G0 V,12.2586183049239,102.51132659131468
1.41,191.96932,14.871572,0.094,797.0,1.33,3591.0,-0.08285999999999999,-0.0039,G0 V,13.079286899126568,158.20821276595746
1.32,191.96932,14.87153514,0.0894,339.0,1.33,3591.0,-0.08285999999999999,-0.1,G0 V,14.330290169759179,166.34826778523492
1.27,191.96932,14.87155876,0.10086,797.0,1.33,3655.0,-1.28597,-0.0039,G0 V,13.620401633920343,147.44753876660715
1.59,191.96932,14.87149773,0.0977,391.0,1.33,3825.0,-0.08285999999999999,0.07,G0 V,11.940038526390005,152.2159440122825
1.32,191.96932,14.87153514,0.0894,339.0,1.33,3591.0,-0.08285999999999999,-0.1,G0 V,14.330290169759179,166.34826778523492
1.32,191.96932,14.87153514,0.0894,339.0,1.33,3591.0,-0.08285999999999999,-0.1,G0 V,14.330290169759179,166.34826778523492
2.3,191.96932,14.87149773,0.10086,797.0,1.33,3655.0,-1.28597,-0.0039,G0 V,10.685928699447409,147.44693367043425
1.23,191.96932,14.871,0.10086,797.0,1.33,3591.0,-0.08285999999999999,-0.1,G0 V,14.264524017173162,147.441998810232
2.3,191.96932,14.8714615618,0.10086,797.0,1.33,3655.0,-1.28597,-0.0039,G0 V,10.685928699447409,147.44657507237756
2.3,191.96932,14.87151592,0.10086,797.0,1.33,3655.0,-1.28597,-0.0039,G0 V,10.685928699447409,147.44711401943286
2.3,191.96932,13.3669309,0.10086,797.0,1.33,5391.0,-0.32187,-0.3,G0 V,10.685928699447409,132.5295548284751
2.3,191.96932,13.3670203111,0.10086,797.0,1.33,5391.0,-0.32187,-0.3,G0 V,10.685928699447409,132.5304413156851
0.725,191.96932,10.3392924,0.10086,797.0,1.33,5348.0,-0.08285999999999999,-0.0039,G0 V,13.553061566580276,102.51132659131468
0.71,191.96932,21.30199109,0.1398,562.0,1.33,5417.0,-0.08285999999999999,-0.32,G0 V,10.605001319709181,152.37475743919885
0.75,12.0,21.302,0.10086,797.0,1.33,5417.0,-0.08285999999999999,-0.32,G0 V,13.916697930216639,211.20364862185207
0.718,191.96932,21.30199109,0.1388496833,797.0,1.33,5613.0,-0.08285999999999999,-0.0039,G0 V,10.750096918923738,153.41764261697816
0.742,191.96932,21.301886,0.1368,797.0,1.33,5417.0,-0.08285999999999999,-0.32,G0 V,11.187875149258138,155.7155409356725
2.3,191.96932,21.3018481992,0.10086,797.0,1.33,5391.0,-0.32187,-0.3,G0 V,10.685928699447409,211.2021435574063
2.3,191.96932,21.30181863,0.10086,797.0,1.33,5391.0,-0.32187,-0.3,G0 V,10.685928699447409,211.20185038667458
0.72,191.96932,21.30181863,0.1413,564.0,1.33,5437.0,-0.08285999999999999,-0.24,G0 V,10.652192594936986,150.7559704883227
0.75,191.96932,21.302,0.137,538.0,1.33,5288.0,-0.08285999999999999,-0.0039,G0 V,11.3032700729927,155.4890510948905
0.705,191.96932,21.302071,0.10086,797.0,1.33,5391.0,-0.32187,-0.3,G0 V,13.306528438691217,211.20435256791592
0.71,191.96932,21.30199109,0.1398,562.0,1.33,5417.0,-0.08285999999999999,-0.32,G0 V,10.605001319709181,152.37475743919885
0.755,1.3,21.301848,0.139,615.0,15.0,5357.0,-0.08285999999999999,-0.36,G0 V,11.278935361353305,153.2507050359712
0.68,191.96932,21.30199109,0.10086,797.0,1.33,5374.0,-0.08285999999999999,-0.25,G0 V,13.04169793021664,211.20356028157843
0.71,191.96932,21.30199109,0.1398,562.0,1.33,5417.0,-0.08285999999999999,-0.32,G0 V,10.605001319709181,152.37475743919885
2.3,191.96932,21.30191004,0.10086,797.0,1.33,5391.0,-0.32187,-0.3,G0 V,10.685928699447409,211.20275669244495
0.718,191.96932,21.30199109,0.13892,797.0,1.33,5348.0,-0.08285999999999999,-0.25,G0 V,10.746451488508676,153.33998769075728
1.88,191.96932,39.79223792,0.2121,456.0,1.33,5417.0,-0.08285999999999999,-0.32,G0 V,5.857073207320732,187.61073983969823
1.922,191.96932,39.792232,0.10086,797.0,1.33,5391.0,-0.32187,-0.3,G0 V,11.001296628698203,394.52936744001585
1.88,191.96932,39.79223792,0.2121,456.0,1.33,5417.0,-0.08285999999999999,-0.32,G0 V,5.857073207320732,187.61073983969823
1.88,191.96932,39.79223792,0.2121,456.0,1.33,5417.0,-0.08285999999999999,-0.32,G0 V,5.857073207320732,187.61073983969823
1.94,191.96932,39.792232,0.208,436.0,1.33,5288.0,-0.08285999999999999,-0.0039,G0 V,5.878278851683107,191.30880769230768
1.917,191.96932,10.3392924,0.10086,797.0,1.33,5348.0,-0.08285999999999999,-0.0039,G0 V,11.00721047111086,102.51132659131468
2.0,62.5,39.792,0.10086,797.0,1.33,5613.0,-0.08285999999999999,-0.0039,G0 V,10.91669793021664,394.52706722189174
1.91,191.96932,39.79223792,0.21065,797.0,1.33,5348.0,-0.08285999999999999,-0.25,G0 V,5.84807674897289,188.90215010681223
2.3,191.96932,39.79220077,0.10086,797.0,1.33,5391.0,-0.32187,-0.3,G0 V,10.685928699447409,394.52905780289507
1.97488372,191.96932,79.58399946872,0.10086,355.22,1.33,5391.0,-0.08285999999999999,-0.0039,G0 V,10.955373178275604,789.0541291762838
1.99,191.96932,39.792187,0.2076,797.0,1.33,5417.0,-0.08285999999999999,-0.32,G0 V,5.829021330650956,191.6772013487476
1.86,191.96932,39.79223792,0.10086,797.0,1.33,5374.0,-0.08285999999999999,-0.25,G0 V,11.079488627891058,394.5294261352369
1.91,191.96932,39.79223792,0.210602572,797.0,1.33,5613.0,-0.08285999999999999,-0.0039,G0 V,5.849145827673172,188.94469114080906
2.3,191.96932,39.792262245,0.10086,797.0,1.33,5391.0,-0.32187,-0.3,G0 V,10.685928699447409,394.52966731112434
1.9,191.96932,39.79220077,0.2144,458.0,1.33,5437.0,-0.08285999999999999,-0.24,G0 V,5.7811725685299,185.59795135261194
2.3,191.96932,39.792238,0.10086,797.0,1.33,5391.0,-0.32187,-0.3,G0 V,10.685928699447409,394.5294269284156
2.03,2.0,39.7922622,0.2109,499.0,1.3,5357.0,-0.08285999999999999,-0.36,G0 V,5.7171968118527685,188.6783413940256
1.94,12.2,39.7922,0.10086,797.0,1.33,5417.0,-0.08285999999999999,-0.32,G0 V,10.980527717450682,394.52905016855044
2.3,191.96932,39.79222264,0.10086,797.0,1.33,5391.0,-0.32187,-0.3,G0 V,10.685928699447409,394.5292746381122
2.3,191.96932,51.20690303,0.10086,797.0,1.33,5391.0,-0.32187,-0.3,G0 V,10.685928699447409,507.7027863374975
2.3,191.96932,51.20690303,0.10086,797.0,1.33,5391.0,-0.32187,-0.3,G0 V,10.685928699447409,507.7027863374975
2.3,191.96932,51.196,0.10086,797.0,1.33,5613.0,-0.08285999999999999,-0.0039,G0 V,10.685928699447409,507.59468570295456
2.3,8.1,50.25,0.25,797.0,1.33,5613.0,-0.08285999999999999,-0.0039,G0 V,4.771195405773009,201.0
2.3,191.96932,51.20690303,0.10086,797.0,1.33,5348.0,-0.08285999999999999,-0.25,G0 V,10.685928699447409,507.7027863374975
2.3,191.96932,51.20690303,0.10086,797.0,1.33,5391.0,-0.32187,-0.3,G0 V,10.685928699447409,507.7027863374975
1.3,191.96932,4.57950946,0.0534,1043.0,1.33,5845.0,-0.08285999999999999,-0.16,G0 V,22.061249596944215,85.75860411985018
2.3,191.96932,4.57948235,0.10086,797.0,1.33,5651.01,0.00609,0.1323,G0 V,10.685928699447409,45.40434612333928
2.3,191.96932,4.5795225668,0.10086,797.0,1.33,5651.01,0.00609,0.1323,G0 V,10.685928699447409,45.404744862185204
1.3,191.96932,4.57950946,0.0534,1043.0,1.33,5845.0,-0.08285999999999999,-0.16,G0 V,22.061249596944215,85.75860411985018
1.3,191.96932,4.57950946,0.0534,1043.0,1.33,5845.0,-0.08285999999999999,-0.16,G0 V,22.061249596944215,85.75860411985018
1.47,191.96932,4.57950946,0.10086,797.0,1.33,5702.0,-0.08285999999999999,0.03,G0 V,12.044357504684726,45.40461491175887
1.27,191.96932,4.579497,0.054,1040.0,1.33,5836.0,-0.08285999999999999,-0.0039,G0 V,22.223552009456263,84.8055
1.59,191.96932,4.57953,0.054,797.0,1.33,5852.0,-0.08285999999999999,-0.0039,G0 V,20.215398409298047,84.80611111111111
1.526,191.96932,4.57950946,0.05368,797.0,1.33,5649.0,-0.08285999999999999,0.12,G0 V,20.53201739248791,85.31127906110282
1.498,191.96932,10.3392924,0.10086,797.0,1.33,5649.0,-0.08285999999999999,-0.0039,G0 V,11.924730058730697,102.51132659131468
1.35,191.96932,4.57948235,0.0532,1040.0,1.33,5569.0,-0.08285999999999999,0.14,G0 V,21.65546512557991,86.08049530075189
2.3,191.96932,19.02314741,0.10086,797.0,1.33,5651.01,0.00609,0.1323,G0 V,10.685928699447409,188.60943297640293
1.91,191.96932,19.023152,0.1381,649.0,1.33,5845.0,-0.08285999999999999,-0.16,G0 V,8.342800798223722,137.7491093410572
1.91,191.96932,19.023152,0.1381,649.0,1.33,5845.0,-0.08285999999999999,-0.16,G0 V,8.342800798223722,137.7491093410572
2.3,191.96932,19.0231361,0.10086,797.0,1.33,5651.01,0.00609,0.1323,G0 V,10.685928699447409,188.60932084076936
2.1,191.96932,19.023152,0.10086,797.0,1.33,5702.0,-0.08285999999999999,0.03,G0 V,10.825788839307549,188.60947848502875
1.91,191.96932,19.02293,0.14,797.0,1.33,5852.0,-0.08285999999999999,-0.0039,G0 V,8.243722878300481,135.87807142857142
2.04,191.96932,19.0231361,0.1374,647.0,1.33,5569.0,-0.08285999999999999,0.14,G0 V,8.242344355315856,138.45077219796215
1.88,191.96932,19.02339,0.139,648.0,1.33,5836.0,-0.08285999999999999,-0.0039,G0 V,8.333386018457961,136.85892086330932
1.91,191.96932,19.023152,0.1381,649.0,1.33,5845.0,-0.08285999999999999,-0.16,G0 V,8.342800798223722,137.7491093410572
2.259,191.96932,10.3392924,0.10086,797.0,1.33,5649.0,-0.08285999999999999,-0.0039,G0 V,10.71097910575278,102.51132659131468
2.249,191.96932,19.023152,0.13873,797.0,1.33,5649.0,-0.08285999999999999,0.12,G0 V,8.01085138264351,137.12356375693795
2.3,191.96932,19.0249031864,0.10086,797.0,1.33,5651.01,0.00609,0.1323,G0 V,10.685928699447409,188.62684103113224
1.69,191.96932,34.7629923,0.2085,560.0,1.33,6038.0,-0.08285999999999999,-0.22,G0 V,6.249114902451441,166.72897985611513
2.3,191.96932,34.7627258,0.10086,797.0,1.33,5794.01,0.24392,-0.1975,G0 V,10.685928699447409,344.66315486813403
2.3,191.96932,34.7630543,0.10086,797.0,1.33,5794.01,0.24392,-0.1975,G0 V,10.685928699447409,344.666411858021
1.75,191.96932,34.7630543,0.1938,554.0,1.33,5670.0,-0.08285999999999999,-0.36,G0 V,6.497051452159812,179.37592518059856
1.89,191.96932,34.763278,0.2,797.0,1.33,5666.0,-0.08285999999999999,-0.0039,G0 V,6.125560142160217,173.81638999999998
1.76,191.96932,34.7629923,0.10086,797.0,1.33,5759.0,-0.08285999999999999,-0.2,G0 V,11.232487403900851,344.6657971445568
1.69,191.96932,34.7629923,0.2085,560.0,1.33,6038.0,-0.08285999999999999,-0.22,G0 V,6.249114902451441,166.72897985611513
2.303,191.96932,34.7629923,0.19957,797.0,1.33,5710.0,-0.08285999999999999,-0.21,G0 V,5.780197507206493,174.1894688580448
1.84,191.96932,34.76359,0.212,563.0,1.33,6037.0,-0.08285999999999999,-0.0039,G0 V,5.9110936861880266,163.97919811320756
1.69,191.96932,34.7629923,0.2085,560.0,1.33,6038.0,-0.08285999999999999,-0.22,G0 V,6.249114902451441,166.72897985611513
2.366,191.96932,10.3392924,0.10086,797.0,1.33,5710.0,-0.08285999999999999,-0.0039,G0 V,10.648762351885747,102.51132659131468
2.3,191.96932,34.7630093084,0.10086,797.0,1.33,5794.01,0.24392,-0.1975,G0 V,10.685928699447409,344.66596577830654
2.3,191.96932,67.96821443,0.10086,797.0,1.33,5794.01,0.24392,-0.1975,G0 V,10.685928699447409,673.8867185207218
1.78,191.96932,67.968015,0.313,797.0,1.33,5666.0,-0.08285999999999999,-0.0039,G0 V,4.47890409750726,217.15020766773162
2.105,191.96932,67.9687026,0.31209,797.0,1.33,5710.0,-0.08285999999999999,-0.21,G0 V,4.111145927645035,217.78558300490243
1.71,191.96932,67.968656,0.3031,443.0,1.33,5670.0,-0.08285999999999999,-0.36,G0 V,4.714143491658437,224.2449884526559
1.54,191.96932,67.9687026,0.326,448.0,1.33,6038.0,-0.08285999999999999,-0.22,G0 V,4.925586514428539,208.4929527607362
1.54,191.96932,67.9687026,0.326,448.0,1.33,6038.0,-0.08285999999999999,-0.22,G0 V,4.925586514428539,208.4929527607362
2.3,191.96932,67.968656,0.10086,797.0,1.33,5794.01,0.24392,-0.1975,G0 V,10.685928699447409,673.8910965695022
1.54,191.96932,67.9687026,0.10086,797.0,1.33,5759.0,-0.08285999999999999,-0.2,G0 V,11.768549782068492,673.8915585960738
1.54,191.96932,67.9687026,0.326,448.0,1.33,6038.0,-0.08285999999999999,-0.22,G0 V,4.925586514428539,208.4929527607362
