pl_name,hostname,pl_rade,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,st_met,disc_year,discoverymethod,default_flag
Kepler-292 f,Kepler-292,2.3,20.83419383,0.10086,797.0,5193.0,0.838226,0.88,-0.0039,2014,Transit,0
Kepler-292 f,Kepler-292,2.324,10.3392924,0.10086,797.0,5248.0,0.83,0.959,-0.0039,2014,Transit,0
Kepler-292 f,Kepler-292,2.35,20.834237,0.141,797.0,5299.0,0.826,0.959,-0.0039,2014,Transit,1
Kepler-292 f,Kepler-292,2.611,20.8342947,0.14123,797.0,5248.0,0.813,0.865,0.04,2014,Transit,0
Kepler-293 b,Kepler-293,2.89,19.25405306,0.10086,797.0,5547.0,0.92,0.94,0.04,2014,Transit,0
Kepler-293 b,Kepler-293,2.75,10.3392924,0.10086,797.0,5483.0,0.851,0.959,-0.0039,2014,Transit,0
Kepler-293 b,Kepler-293,3.07,19.254196,0.144,797.0,5804.0,0.957,0.959,-0.0039,2014,Transit,1
Kepler-293 b,Kepler-293,2.3,19.2540693,0.10086,797.0,5412.0,0.870183,0.94,-0.0039,2014,Transit,0
Kepler-293 b,Kepler-293,2.6,19.25416,0.138,624.0,5714.0,0.85,0.953,-0.0039,2014,Transit,0
Kepler-293 b,Kepler-293,3.0,19.25405306,0.1424,657.0,5798.0,0.941,1.038,0.1,2014,Transit,0
Kepler-293 b,Kepler-293,3.04,19.25404023,0.1424,657.0,5798.0,0.941,1.038,0.1,2014,Transit,0
Kepler-293 b,Kepler-293,2.3,19.25404023,0.10086,797.0,5412.0,0.870183,0.94,-0.0039,2014,Transit,0
Kepler-293 b,Kepler-293,2.3,19.2540405586,0.10086,797.0,5412.0,0.870183,0.94,-0.0039,2014,Transit,0
Kepler-293 b,Kepler-293,2.653,19.25405306,0.13747,797.0,5483.0,0.833,0.934,0.1,2014,Transit,0
Kepler-293 c,Kepler-293,2.3,54.15639829,0.10086,797.0,5412.0,0.870183,0.94,-0.0039,2014,Transit,0
Kepler-293 c,Kepler-293,2.3,54.1562671568,0.10086,797.0,5412.0,0.870183,0.94,-0.0039,2014,Transit,0
Kepler-293 c,Kepler-293,3.365,54.1561078,0.27387,797.0,5483.0,0.833,0.934,0.1,2014,Transit,0
Kepler-293 c,Kepler-293,3.2,54.15784,0.276,442.0,5714.0,0.85,0.953,-0.0039,2014,Transit,0
Kepler-293 c,Kepler-293,3.69,54.1561078,0.10086,797.0,5547.0,0.92,0.94,0.04,2014,Transit,0
Kepler-293 c,Kepler-293,3.81,54.1561078,0.2838,466.0,5798.0,0.941,1.038,0.1,2014,Transit,0
Kepler-293 c,Kepler-293,3.83,54.155743,0.286,797.0,5804.0,0.957,0.959,-0.0039,2014,Transit,1
Kepler-293 c,Kepler-293,3.504,10.3392924,0.10086,797.0,5483.0,0.851,0.959,-0.0039,2014,Transit,0
Kepler-293 c,Kepler-293,2.3,54.1558384,0.10086,797.0,5412.0,0.870183,0.94,-0.0039,2014,Transit,0
Kepler-293 c,Kepler-293,3.88,54.1558384,0.2838,466.0,5798.0,0.941,1.038,0.1,2014,Transit,0
Kepler-294 b,Kepler-294,1.79,3.70120482,0.0473,1162.0,5910.0,0.94,1.032,-0.02,2014,Transit,0
Kepler-294 b,Kepler-294,1.675,10.3392924,0.10086,797.0,5513.0,0.935,0.959,-0.0039,2014,Transit,0
Kepler-294 b,Kepler-294,1.727,3.70120482,0.046,797.0,5513.0,0.908,0.947,0.11,2014,Transit,0
Kepler-294 b,Kepler-294,1.73,3.70120482,0.10086,797.0,5559.0,0.93,0.95,0.06,2014,Transit,0
Kepler-294 b,Kepler-294,1.62,3.70122061,0.0469,1087.0,5616.0,0.903,1.006,0.16,2014,Transit,0
Kepler-294 b,Kepler-294,2.3,3.7011973222,0.10086,797.0,5459.0,0.943307,0.95,-0.0039,2014,Transit,0
Kepler-294 b,Kepler-294,1.74,3.701311,0.047,1129.0,5870.0,0.89,0.994,-0.0039,2014,Transit,0
Kepler-294 b,Kepler-294,2.3,3.70122061,0.10086,797.0,5459.0,0.943307,0.95,-0.0039,2014,Transit,0
Kepler-294 b,Kepler-294,1.77,3.701212,0.048,797.0,5913.0,0.976,0.959,-0.0039,2014,Transit,1
Kepler-294 c,Kepler-294,2.3,6.62642692,0.10086,797.0,5459.0,0.943307,0.95,-0.0039,2014,Transit,0
Kepler-294 c,Kepler-294,2.635,10.3392924,0.10086,797.0,5513.0,0.935,0.959,-0.0039,2014,Transit,0
Kepler-294 c,Kepler-294,2.705,6.62643626,0.06785,797.0,5513.0,0.908,0.947,0.11,2014,Transit,0
Kepler-294 c,Kepler-294,2.3,6.6264175492,0.10086,797.0,5459.0,0.943307,0.95,-0.0039,2014,Transit,0
Kepler-294 c,Kepler-294,2.7,6.626389,0.069,932.0,5870.0,0.89,0.994,-0.0039,2014,Transit,0
Kepler-294 c,Kepler-294,2.71,6.6264,0.071,797.0,5913.0,0.976,0.959,-0.0039,2014,Transit,1
Kepler-294 c,Kepler-294,2.8,6.62643626,0.0698,957.0,5910.0,0.94,1.032,-0.02,2014,Transit,0
Kepler-294 c,Kepler-294,2.3,6.62643441,0.10086,797.0,5459.0,0.943307,0.95,-0.0039,2014,Transit,0
Kepler-294 c,Kepler-294,2.54,6.62643441,0.0692,895.0,5616.0,0.903,1.006,0.16,2014,Transit,0
Kepler-294 c,Kepler-294,2.73,6.62643626,0.10086,797.0,5559.0,0.93,0.95,0.06,2014,Transit,0
Kepler-295 b,Kepler-295,4.14,10.3392924,0.10086,797.0,5253.0,2.361,0.959,-0.0039,2014,Transit,0
Kepler-295 b,Kepler-295,1.4,12.6450451,0.10086,797.0,5411.0,0.86,0.89,-0.01,2014,Transit,0
Kepler-295 b,Kepler-295,1.55,12.64504291,0.0987,741.0,5607.0,0.886,0.8,-0.34,2014,Transit,0
Kepler-295 b,Kepler-295,1.22,12.645164,0.099,797.0,5603.0,0.898,0.959,-0.0039,2014,Transit,1
Kepler-295 b,Kepler-295,1.53,12.64481,0.102,752.0,5631.0,0.94,0.885,-0.0039,2014,Transit,0
Kepler-295 b,Kepler-295,2.3,12.64506533,0.10086,797.0,5327.0,2.38169,0.959,-0.0039,2014,Transit,0
Kepler-295 b,Kepler-295,1.45,12.6450451,0.0987,741.0,5607.0,0.886,0.8,-0.34,2014,Transit,0
Kepler-295 b,Kepler-295,2.3,12.64504291,0.10086,797.0,5327.0,2.38169,0.959,-0.0039,2014,Transit,0
Kepler-295 b,Kepler-295,3.707,12.6450451,0.11063,797.0,5253.0,2.271,1.128,-0.03,2014,Transit,0
Kepler-295 c,Kepler-295,2.3,21.5262958,0.10086,797.0,5327.0,2.38169,0.959,-0.0039,2014,Transit,0
Kepler-295 c,Kepler-295,1.42,21.52651,0.145,631.0,5631.0,0.94,0.885,-0.0039,2014,Transit,0
Kepler-295 c,Kepler-295,1.17,21.526258,0.142,797.0,5603.0,0.898,0.959,-0.0039,2014,Transit,1
Kepler-295 c,Kepler-295,2.3,21.5266551,0.10086,797.0,5327.0,2.38169,0.959,-0.0039,2014,Transit,0
Kepler-295 c,Kepler-295,3.07,21.5262569,0.15772,797.0,5253.0,2.271,1.128,-0.03,2014,Transit,0
Kepler-295 c,Kepler-295,1.2,21.5262569,0.1408,620.0,5607.0,0.886,0.8,-0.34,2014,Transit,0
Kepler-295 c,Kepler-295,1.36,21.5262958,0.1408,621.0,5607.0,0.886,0.8,-0.34,2014,Transit,0
Kepler-295 c,Kepler-295,1.12,21.5262569,0.10086,797.0,5411.0,0.86,0.89,-0.01,2014,Transit,0
Kepler-295 c,Kepler-295,2.3,21.5264814663,0.10086,797.0,5327.0,2.38169,0.959,-0.0039,2014,Transit,0
Kepler-295 c,Kepler-295,3.616,10.3392924,0.10086,797.0,5253.0,2.361,0.959,-0.0039,2014,Transit,0
Kepler-295 d,Kepler-295,2.3,33.8845825,0.10086,797.0,5327.0,2.38169,0.959,-0.0039,2014,Transit,0
Kepler-295 d,Kepler-295,1.74,33.8845825,0.1905,533.0,5607.0,0.886,0.8,-0.34,2014,Transit,0
Kepler-295 d,Kepler-295,2.3,33.88489343,0.10086,797.0,5327.0,2.38169,0.959,-0.0039,2014,Transit,0
Kepler-295 d,Kepler-295,2.3,33.8847010419,0.10086,797.0,5327.0,2.38169,0.959,-0.0039,2014,Transit,0
Kepler-295 d,Kepler-295,2.3,33.88451892,0.10086,797.0,5327.0,2.38169,0.959,-0.0039,2014,Transit,0
Kepler-295 d,Kepler-295,1.36,33.884054,0.192,797.0,5603.0,0.898,0.959,-0.0039,2014,Transit,1
Kepler-295 d,Kepler-295,1.72,33.88489,0.197,541.0,5631.0,0.94,0.885,-0.0039,2014,Transit,0
Kepler-295 d,Kepler-295,4.629,10.3392924,0.10086,797.0,5253.0,2.361,0.959,-0.0039,2014,Transit,0
Kepler-295 d,Kepler-295,1.4,33.88489343,0.10086,797.0,5411.0,0.86,0.89,-0.01,2014,Transit,0
Kepler-295 d,Kepler-295,2.3,33.88489343,0.10086,797.0,5253.0,2.271,1.128,-0.03,2014,Transit,0
Kepler-296 b,Kepler-296,0.94,3.621457,0.039,797.0,4249.0,0.557,0.959,-0.0039,2014,Transit,0
Kepler-296 b,Kepler-296,2.3,10.8643731128,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2014,Transit,0
Kepler-296 b,Kepler-296,1.61,10.864384,0.079,797.0,3740.0,0.48,0.498,-0.08,2014,Transit,1
Kepler-296 b,Kepler-296,35.38,10.86443187,0.0696,358.0,3517.0,0.37,0.38,-0.07,2014,Transit,0
Kepler-296 b,Kepler-296,1.14,10.8644095,0.0704,363.0,3526.0,0.383,0.394,-0.08,2014,Transit,0
Kepler-296 b,Kepler-296,1.53,10.86431,0.077,434.0,3862.0,0.5,0.516,-0.0039,2014,Transit,0
Kepler-296 b,Kepler-296,2.3,10.8644095,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2014,Transit,0
Kepler-296 b,Kepler-296,1.01,3.621387,0.03341,515.0,3517.0,0.37,0.38,-0.07,2014,Transit,0
Kepler-296 b,Kepler-296,0.987,10.3392924,0.10086,797.0,3622.0,0.452,0.476,-0.0039,2014,Transit,0
Kepler-296 b,Kepler-296,0.47,3.622,0.10086,797.0,3424.0,0.22,0.211,-0.5,2014,Transit,0
Kepler-296 b,Kepler-296,35.25,10.86443187,0.10086,797.0,3558.0,0.37,0.38,-0.23,2014,Transit,0
Kepler-296 b,Kepler-296,2.15,10.3392924,0.082,495.0,3821.0,0.595,0.626,0.3,2014,Transit,0
Kepler-296 c,Kepler-296,2.3,5.841636615,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2014,Transit,0
Kepler-296 c,Kepler-296,1.52,5.84164124,0.046,440.0,3517.0,0.37,0.38,-0.07,2014,Transit,0
Kepler-296 c,Kepler-296,2.0,5.8416366,0.0521,797.0,3740.0,0.48,0.498,-0.08,2014,Transit,1
Kepler-296 c,Kepler-296,1.89,5.841641,0.051,533.0,3862.0,0.5,0.516,-0.0039,2014,Transit,0
Kepler-296 c,Kepler-296,3.35,10.3392924,0.054,606.0,3821.0,0.595,0.626,0.3,2014,Transit,0
Kepler-296 c,Kepler-296,0.84,5.842,0.10086,797.0,3424.0,0.22,0.211,-0.5,2014,Transit,0
Kepler-296 c,Kepler-296,1.53,5.84161806,0.04595,439.0,3517.0,0.37,0.38,-0.07,2014,Transit,0
Kepler-296 c,Kepler-296,1.38,5.841636615,0.0465,446.0,3526.0,0.383,0.394,-0.08,2014,Transit,0
Kepler-296 c,Kepler-296,2.15,5.841648,0.054,797.0,4249.0,0.557,0.959,-0.0039,2014,Transit,0
Kepler-296 c,Kepler-296,1.52,5.84164124,0.10086,797.0,3558.0,0.37,0.38,-0.23,2014,Transit,0
Kepler-296 c,Kepler-296,2.3,5.8416216966,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2014,Transit,0
Kepler-296 c,Kepler-296,2.3,5.84163878,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2014,Transit,0
Kepler-296 c,Kepler-296,1.726,10.3392924,0.10086,797.0,3622.0,0.452,0.476,-0.0039,2014,Transit,0
Kepler-296 d,Kepler-296,2.3,19.85029495,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2014,Transit,0
Kepler-296 d,Kepler-296,1.65,19.85028393,0.104,293.0,3517.0,0.37,0.38,-0.07,2014,Transit,0
Kepler-296 d,Kepler-296,1.65,19.85028393,0.10086,797.0,3558.0,0.37,0.38,-0.23,2014,Transit,0
Kepler-296 d,Kepler-296,2.28,19.850242,0.122,797.0,4249.0,0.557,0.959,-0.0039,2014,Transit,0
Kepler-296 d,Kepler-296,2.69,10.3392924,0.123,403.0,3821.0,0.595,0.626,0.3,2014,Transit,0
Kepler-296 d,Kepler-296,1.52,19.85029495,0.1052,297.0,3526.0,0.383,0.394,-0.08,2014,Transit,0
Kepler-296 d,Kepler-296,0.92,19.85,0.10086,797.0,3424.0,0.22,0.211,-0.5,2014,Transit,0
Kepler-296 d,Kepler-296,2.09,19.850291,0.118,797.0,3740.0,0.48,0.498,-0.08,2014,Transit,1
Kepler-296 d,Kepler-296,1.874,10.3392924,0.10086,797.0,3622.0,0.452,0.476,-0.0039,2014,Transit,0
Kepler-296 d,Kepler-296,2.3,19.8502834935,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2014,Transit,0
Kepler-296 d,Kepler-296,1.99,19.85025,0.115,355.0,3862.0,0.5,0.516,-0.0039,2014,Transit,0
Kepler-296 d,Kepler-296,2.3,19.85028256,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2014,Transit,0
Kepler-296 d,Kepler-296,1.45,19.85037041,0.10386,292.0,3517.0,0.37,0.38,-0.07,2014,Transit,0
Kepler-296 e,Kepler-296,1.48,34.14204,0.149,797.0,3572.0,0.426,0.454,-0.12,2014,Transit,0
Kepler-296 e,Kepler-296,2.3,34.14176909,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2014,Transit,0
Kepler-296 e,Kepler-296,1.08,34.14189,0.1492,244.0,3517.0,0.37,0.38,-0.07,2014,Transit,0
Kepler-296 e,Kepler-296,1.09,34.14189,0.10086,797.0,3558.0,0.37,0.38,-0.23,2014,Transit,0
Kepler-296 e,Kepler-296,1.53,34.14211,0.169,797.0,3740.0,0.48,0.498,-0.08,2014,Transit,1
Kepler-296 e,Kepler-296,1.4,34.14247,0.165,297.0,3862.0,0.5,0.516,-0.0039,2014,Transit,0
Kepler-296 e,Kepler-296,2.3,34.1420506,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2014,Transit,0
Kepler-296 e,Kepler-296,1.06,34.1420506,0.151,248.0,3526.0,0.383,0.394,-0.08,2014,Transit,0
Kepler-296 e,Kepler-296,1.86,10.3392924,0.176,337.0,3821.0,0.595,0.626,0.3,2014,Transit,0
Kepler-296 e,Kepler-296,2.3,34.1419750018,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2014,Transit,0
Kepler-296 e,Kepler-296,1.75,34.142347,0.174,797.0,4249.0,0.557,0.959,-0.0039,2014,Transit,0
Kepler-296 f,Kepler-296,2.3,63.33771411,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2014,Transit,0
Kepler-296 f,Kepler-296,1.75,63.336,0.283,797.0,3572.0,0.426,0.454,-0.12,2014,Transit,0
Kepler-296 f,Kepler-296,1.21,63.3366606,0.10086,797.0,3558.0,0.37,0.38,-0.23,2014,Transit,0
Kepler-296 f,Kepler-296,1.18,63.3354719,0.2279,202.0,3526.0,0.383,0.394,-0.08,2014,Transit,0
Kepler-296 f,Kepler-296,1.61,63.33828,0.249,241.0,3862.0,0.5,0.516,-0.0039,2014,Transit,0
Kepler-296 f,Kepler-296,1.23,63.3366606,0.2253,199.0,3517.0,0.37,0.38,-0.07,2014,Transit,0
Kepler-296 f,Kepler-296,2.08,10.3392924,0.266,274.0,3821.0,0.595,0.626,0.3,2014,Transit,0
Kepler-296 f,Kepler-296,2.3,63.3354719,0.10086,797.0,5613.0,0.951815,0.959,-0.0039,2014,Transit,0
Kepler-296 f,Kepler-296,1.8,63.33627,0.255,797.0,3740.0,0.48,0.498,-0.08,2014,Transit,1
Kepler-296 f,Kepler-296,1.79,63.335879,0.263,797.0,4249.0,0.557,0.959,-0.0039,2014,Transit,0
Kepler-297 b,Kepler-297,2.81,38.86848956,0.2125,509.0,5618.0,0.897,0.846,-0.22,2014,Transit,0
Kepler-297 b,Kepler-297,3.24,38.868,0.10086,797.0,5613.0,1.04,1.04,-0.0039,2014,Transit,0
Kepler-297 b,Kepler-297,3.01,38.86840425,0.10086,797.0,5801.0,0.95,0.98,-0.1,2014,Transit,0
Kepler-297 b,Kepler-297,2.87,38.871826,0.217,797.0,5619.0,0.915,0.959,-0.0039,2014,Transit,1
Kepler-297 b,Kepler-297,3.2,38.87135,0.23,575.0,6138.0,1.04,1.07,-0.0039,2014,Transit,0
Kepler-297 b,Kepler-297,2.785,10.3392924,0.10086,797.0,5693.0,0.888,0.959,-0.0039,2014,Transit,0
Kepler-297 b,Kepler-297,3.31,38.86840425,0.228,579.0,6150.0,1.04,1.04,-0.12,2014,Transit,0
Kepler-297 b,Kepler-297,2.3,38.86872408,0.10086,797.0,5783.0,0.891882,1.04,-0.0039,2014,Transit,0
Kepler-297 b,Kepler-297,2.3,38.86848956,0.10086,797.0,5783.0,0.891882,1.04,-0.0039,2014,Transit,0
Kepler-297 b,Kepler-297,2.788,38.86840425,0.21905,797.0,5693.0,0.875,0.927,-0.11,2014,Transit,0
Kepler-297 c,Kepler-297,6.39,74.92768653,0.3292,409.0,5618.0,0.897,0.846,-0.22,2014,Transit,0
Kepler-297 c,Kepler-297,7.7,74.920119,0.355,463.0,6138.0,1.04,1.07,-0.0039,2014,Transit,0
Kepler-297 c,Kepler-297,2.3,74.92847668,0.10086,797.0,5783.0,0.891882,1.04,-0.0039,2014,Transit,0
Kepler-297 c,Kepler-297,6.322,10.3392924,0.10086,797.0,5693.0,0.888,0.959,-0.0039,2014,Transit,0
Kepler-297 c,Kepler-297,6.353,74.92771752,0.33923,797.0,5693.0,0.875,0.927,-0.11,2014,Transit,0
Kepler-297 c,Kepler-297,7.54,74.92771752,0.3532,466.0,6150.0,1.04,1.04,-0.12,2014,Transit,0
Kepler-297 c,Kepler-297,6.54,74.920137,0.336,797.0,5619.0,0.915,0.959,-0.0039,2014,Transit,1
Kepler-297 c,Kepler-297,6.86,74.92771752,0.10086,797.0,5801.0,0.95,0.98,-0.1,2014,Transit,0
Kepler-297 c,Kepler-297,2.3,74.92768653,0.10086,797.0,5783.0,0.891882,1.04,-0.0039,2014,Transit,0
Kepler-297 c,Kepler-297,7.39,74.924,0.10086,797.0,5613.0,1.04,1.04,-0.0039,2014,Transit,0
Kepler-297 d,Kepler-297,13.54,150.0190609,0.561,369.0,6150.0,1.04,1.04,-0.12,2023,Transit,0
Kepler-297 d,Kepler-297,11.792,150.0190609,0.53898,797.0,5693.0,0.875,0.927,-0.11,2023,Transit,0
Kepler-297 d,Kepler-297,14.7,150.0191,0.565,367.0,6138.0,1.04,1.07,-0.0039,2023,Transit,0
Kepler-297 d,Kepler-297,7.11899996,150.0209961,0.10086,797.0,5618.0,0.897,0.846,-0.22,2023,Transit,0
Kepler-297 d,Kepler-297,2.3,150.02240715,0.10086,797.0,5783.0,0.891882,1.04,-0.0039,2023,Transit,0
Kepler-297 d,Kepler-297,2.3,150.0189511,0.10086,797.0,5783.0,0.891882,1.04,-0.0039,2023,Transit,0
Kepler-297 d,Kepler-297,32.6,150.0189511,0.523,325.0,5618.0,0.897,0.846,-0.22,2023,Transit,1
Kepler-298 b,Kepler-298,2.24,10.475426,0.082,571.0,4655.0,0.635,0.66,-0.0039,2014,Transit,0
Kepler-298 b,Kepler-298,2.21,10.47548192,0.0819,566.0,4549.0,0.652,0.668,-0.2,2014,Transit,0
Kepler-298 b,Kepler-298,2.2,10.47548192,0.10086,797.0,4612.0,0.65,0.69,-0.21,2014,Transit,0
Kepler-298 b,Kepler-298,2.326,10.3392924,0.10086,797.0,4465.0,0.675,0.959,-0.0039,2014,Transit,0
Kepler-298 b,Kepler-298,1.96,10.475464,0.08,797.0,4465.0,0.582,0.959,-0.0039,2014,Transit,1
Kepler-298 b,Kepler-298,2.3,10.47546118,0.10086,797.0,4549.0,0.692471,0.72,-0.0039,2014,Transit,0
Kepler-298 b,Kepler-298,2.3,10.475486436,0.10086,797.0,4549.0,0.692471,0.72,-0.0039,2014,Transit,0
Kepler-298 b,Kepler-298,2.3,10.47548084,0.10086,797.0,4549.0,0.692471,0.72,-0.0039,2014,Transit,0
Kepler-298 b,Kepler-298,2.11,10.47548084,0.0811,540.0,4463.0,0.611,0.662,-0.24,2014,Transit,0
Kepler-298 c,Kepler-298,2.26,22.92884482,0.1381,436.0,4549.0,0.652,0.668,-0.2,2014,Transit,0
Kepler-298 c,Kepler-298,2.297,10.3392924,0.10086,797.0,4465.0,0.675,0.959,-0.0039,2014,Transit,0
Kepler-298 c,Kepler-298,2.3,22.92874729,0.10086,797.0,4549.0,0.692471,0.72,-0.0039,2014,Transit,0
Kepler-298 c,Kepler-298,2.3,22.92886314,0.10086,797.0,4549.0,0.692471,0.72,-0.0039,2014,Transit,0
Kepler-298 c,Kepler-298,2.08,22.92886314,0.1367,416.0,4463.0,0.611,0.662,-0.24,2014,Transit,0
Kepler-298 c,Kepler-298,1.93,22.92881,0.136,797.0,4465.0,0.582,0.959,-0.0039,2014,Transit,1
Kepler-298 c,Kepler-298,2.27,22.92884482,0.10086,797.0,4612.0,0.65,0.69,-0.21,2014,Transit,0
Kepler-298 c,Kepler-298,2.58,22.92927,0.138,440.0,4655.0,0.635,0.66,-0.0039,2014,Transit,0
Kepler-298 d,Kepler-298,2.89,77.4740724,0.311,291.0,4549.0,0.652,0.668,-0.2,2014,Transit,0
Kepler-298 d,Kepler-298,2.55,77.4814,0.31,294.0,4655.0,0.635,0.66,-0.0039,2014,Transit,0
Kepler-298 d,Kepler-298,2.3,77.4739466091,0.10086,797.0,4549.0,0.692471,0.72,-0.0039,2014,Transit,0
Kepler-298 d,Kepler-298,2.5,77.473633,0.305,797.0,4465.0,0.582,0.959,-0.0039,2014,Transit,1
Kepler-298 d,Kepler-298,2.3,77.4740991,0.10086,797.0,4549.0,0.692471,0.72,-0.0039,2014,Transit,0
Kepler-298 d,Kepler-298,2.91,77.4740724,0.10086,797.0,4612.0,0.65,0.69,-0.21,2014,Transit,0
Kepler-298 d,Kepler-298,2.904,10.3392924,0.10086,797.0,4465.0,0.675,0.959,-0.0039,2014,Transit,0
Kepler-298 d,Kepler-298,2.63,77.4740991,0.3078,277.0,4463.0,0.611,0.662,-0.24,2014,Transit,0
Kepler-298 d,Kepler-298,2.3,77.47347082,0.10086,797.0,4549.0,0.692471,0.72,-0.0039,2014,Transit,0
Kepler-299 b,Kepler-299,1.22,2.92721559,0.0402,1241.0,5896.0,0.916,1.008,-0.08,2014,Transit,0
Kepler-299 b,Kepler-299,1.29,2.92721119,0.0387,1258.0,5616.0,0.999,0.903,-0.02,2014,Transit,0
Kepler-299 b,Kepler-299,1.32,2.927128,0.04,797.0,5617.0,1.032,0.959,-0.0039,2014,Transit,1
Kepler-299 b,Kepler-299,1.288,10.3392924,0.10086,797.0,5678.0,0.999,0.959,-0.0039,2014,Transit,0
Kepler-299 b,Kepler-299,2.3,2.92721119,0.10086,797.0,5631.0,0.999357,1.0,-0.0039,2014,Transit,0
Kepler-299 b,Kepler-299,2.3,2.927146703,0.10086,797.0,5631.0,0.999357,1.0,-0.0039,2014,Transit,0
Kepler-299 b,Kepler-299,1.19,2.927162,0.04,1229.0,5885.0,0.9,1.001,-0.0039,2014,Transit,0
Kepler-299 b,Kepler-299,1.25,2.92721559,0.10086,797.0,5650.0,0.96,0.95,-0.01,2014,Transit,0
Kepler-299 b,Kepler-299,1.293,2.92721559,0.04012,797.0,5678.0,0.973,1.004,0.12,2014,Transit,0
Kepler-299 c,Kepler-299,1.89,6.885841,0.071,922.0,5885.0,0.9,1.001,-0.0039,2014,Transit,0
Kepler-299 c,Kepler-299,1.98,6.88595559,0.0711,933.0,5896.0,0.916,1.008,-0.08,2014,Transit,0
Kepler-299 c,Kepler-299,2.685,10.3392924,0.10086,797.0,5678.0,0.999,0.959,-0.0039,2014,Transit,0
Kepler-299 c,Kepler-299,2.3,6.88595434,0.10086,797.0,5631.0,0.999357,1.0,-0.0039,2014,Transit,0
Kepler-299 c,Kepler-299,2.104,6.88595559,0.07096,797.0,5678.0,0.973,1.004,0.12,2014,Transit,0
Kepler-299 c,Kepler-299,2.65,6.885875,0.07,797.0,5617.0,1.032,0.959,-0.0039,2014,Transit,1
Kepler-299 c,Kepler-299,2.1,6.88595559,0.10086,797.0,5650.0,0.96,0.95,-0.01,2014,Transit,0
Kepler-299 c,Kepler-299,2.68,6.88595222,0.0685,946.0,5616.0,0.999,0.903,-0.02,2014,Transit,0
Kepler-299 c,Kepler-299,2.3,6.88595222,0.10086,797.0,5631.0,0.999357,1.0,-0.0039,2014,Transit,0
Kepler-299 d,Kepler-299,2.3,15.0549356,0.10086,797.0,5631.0,0.999357,1.0,-0.0039,2014,Transit,0
Kepler-299 d,Kepler-299,1.6,15.0549356,0.1154,729.0,5616.0,0.999,0.903,-0.02,2014,Transit,0
Kepler-299 d,Kepler-299,1.598,10.3392924,0.10086,797.0,5678.0,0.999,0.959,-0.0039,2014,Transit,0
Kepler-299 d,Kepler-299,1.73,15.0548689,0.1197,719.0,5896.0,0.916,1.008,-0.08,2014,Transit,0
Kepler-299 d,Kepler-299,2.3,15.0550066848,0.10086,797.0,5631.0,0.999357,1.0,-0.0039,2014,Transit,0
Kepler-299 d,Kepler-299,1.57,15.05482,0.119,712.0,5885.0,0.9,1.001,-0.0039,2014,Transit,0
Kepler-299 d,Kepler-299,1.835,15.0548689,0.11951,797.0,5678.0,0.973,1.004,0.12,2014,Transit,0
Kepler-299 d,Kepler-299,1.79,15.0548689,0.10086,797.0,5650.0,0.96,0.95,-0.01,2014,Transit,0
Kepler-299 d,Kepler-299,1.86,15.054786,0.118,797.0,5617.0,1.032,0.959,-0.0039,2014,Transit,1
Kepler-299 e,Kepler-299,1.71,38.2856338,0.2231,527.0,5896.0,0.916,1.008,-0.08,2014,Transit,0
Kepler-299 e,Kepler-299,1.64,38.28437,0.223,520.0,5885.0,0.9,1.001,-0.0039,2014,Transit,0
Kepler-299 e,Kepler-299,2.3,38.2860831998,0.10086,797.0,5631.0,0.999357,1.0,-0.0039,2014,Transit,0
Kepler-299 e,Kepler-299,1.774,10.3392924,0.10086,797.0,5678.0,0.999,0.959,-0.0039,2014,Transit,0
Kepler-299 e,Kepler-299,1.77,38.2856338,0.2149,534.0,5616.0,0.999,0.903,-0.02,2014,Transit,0
Kepler-299 e,Kepler-299,1.813,38.2856338,0.22272,797.0,5678.0,0.973,1.004,0.12,2014,Transit,0
Kepler-299 e,Kepler-299,1.87,38.285489,0.22,797.0,5617.0,1.032,0.959,-0.0039,2014,Transit,1
Kepler-299 e,Kepler-299,2.3,38.2856338,0.10086,797.0,5631.0,0.999357,1.0,-0.0039,2014,Transit,0
Kepler-299 e,Kepler-299,1.78,38.2856338,0.10086,797.0,5650.0,0.96,0.95,-0.01,2014,Transit,0
Kepler-299 e,Kepler-299,2.3,38.28602037,0.10086,797.0,5631.0,0.999357,1.0,-0.0039,2014,Transit,0
Kepler-30 b,Kepler-30,1.91,29.1598615,0.1847,524.0,5485.0,0.867,0.986,0.21,2012,Transit,0
Kepler-30 b,Kepler-30,1.841,10.3392924,0.10086,797.0,5464.0,0.836,0.959,-0.0039,2012,Transit,0
